,form,station no,mir,БСП ЗА БЪЛГАРИЯ,БСП ЗА БЪЛГАРИЯ result,БСП ЗА БЪЛГАРИЯ result paper,БСП ЗА БЪЛГАРИЯ result machine,ГЕРБ-СДС,ГЕРБ-СДС result,ГЕРБ-СДС result paper,ГЕРБ-СДС result machine,ВЪЗРАЖДАНЕ,ВЪЗРАЖДАНЕ result,ВЪЗРАЖДАНЕ result paper,ВЪЗРАЖДАНЕ result machine,ПП ИМА ТАКЪВ НАРОД,ПП ИМА ТАКЪВ НАРОД result,ПП ИМА ТАКЪВ НАРОД result paper,ПП ИМА ТАКЪВ НАРОД result machine,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result paper,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА result machine,"КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ)","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result paper","КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ) result machine",Българско Национално Обединение,Българско Национално Обединение result,Българско Национално Обединение result paper,Българско Национално Обединение result machine,ЗАЕДНО,ЗАЕДНО result,ЗАЕДНО result paper,ЗАЕДНО result machine,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result paper,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД result machine,НДСВ,НДСВ result,НДСВ result paper,НДСВ result machine,КОД /Консервативно Обединение на Десницата/,КОД /Консервативно Обединение на Десницата/ result,КОД /Консервативно Обединение на Десницата/ result paper,КОД /Консервативно Обединение на Десницата/ result machine,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result paper,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ result machine,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result paper,Движение за права и свободи – ДПС result machine,ЛЕВИЦАТА!,ЛЕВИЦАТА! result,ЛЕВИЦАТА! result paper,ЛЕВИЦАТА! result machine,ПП БЪЛГАРСКИ ВЪЗХОД,ПП БЪЛГАРСКИ ВЪЗХОД result,ПП БЪЛГАРСКИ ВЪЗХОД result paper,ПП БЪЛГАРСКИ ВЪЗХОД result machine,МИР,МИР result,МИР result paper,МИР result machine,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result paper,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА result machine,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result paper,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ result machine,ПП Глас Народен,ПП Глас Народен result,ПП Глас Народен result paper,ПП Глас Народен result machine,Социалистическа партия Български път,Социалистическа партия Български път result,Социалистическа партия Български път result paper,Социалистическа партия Български път result machine,ВЪН от ЕС и НАТО,ВЪН от ЕС и НАТО result,ВЪН от ЕС и НАТО result paper,ВЪН от ЕС и НАТО result machine,независим,независим result,независим result paper,независим result machine
8393,26,234602058,23,1,45,13,32,2,69,32,37,3,35,7,28,4,10,2,8,5,0,0,0,6,5,2,3,7,0,0,0,8,4,0,4,9,2,0,2,10,1,1,0,11,3,0,3,12,125,9,116,13,1,0,1,14,15,5,10,15,18,3,15,16,5,1,4,17,0,0,0,18,2,0,2,19,1,0,1,20,1,1,0,21,1,1,0,22,,,
8394,26,234602059,23,1,27,8,19,2,99,57,42,3,59,20,39,4,7,0,7,5,0,0,0,6,2,2,0,7,0,0,0,8,1,0,1,9,0,0,0,10,5,0,5,11,6,4,2,12,173,19,154,13,1,1,0,14,11,1,10,15,13,2,11,16,1,0,1,17,1,0,1,18,1,1,0,19,2,0,2,20,0,0,0,21,1,0,1,22,,,
8395,26,234602060,23,1,27,12,15,2,88,48,40,3,55,10,45,4,10,0,10,5,3,1,2,6,1,0,1,7,0,0,0,8,2,0,2,9,0,0,0,10,1,0,1,11,3,0,3,12,151,10,141,13,3,0,3,14,7,1,6,15,8,1,7,16,1,0,1,17,1,0,1,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8396,26,234602061,23,1,23,9,14,2,79,33,46,3,52,13,39,4,11,0,11,5,1,0,1,6,1,1,0,7,0,0,0,8,1,0,1,9,0,0,0,10,2,0,2,11,1,1,0,12,171,8,163,13,5,1,4,14,12,2,10,15,10,0,10,16,1,1,0,17,0,0,0,18,1,0,1,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8397,26,234602062,23,1,37,14,23,2,106,55,51,3,39,12,27,4,15,4,11,5,0,0,0,6,1,1,0,7,2,1,1,8,0,0,0,9,0,0,0,10,1,0,1,11,3,3,0,12,213,6,207,13,4,1,3,14,12,1,11,15,4,1,3,16,2,1,1,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,2,0,2,22,,,
8398,26,234602063,23,1,58,21,37,2,65,27,38,3,57,14,43,4,17,2,15,5,1,0,1,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,3,1,2,11,0,0,0,12,127,6,121,13,6,3,3,14,21,7,14,15,4,0,4,16,1,0,1,17,1,0,1,18,0,0,0,19,2,0,2,20,0,0,0,21,1,1,0,22,,,
8399,26,234602064,23,1,36,7,29,2,59,21,38,3,57,14,43,4,7,1,6,5,1,0,1,6,1,1,0,7,1,0,1,8,2,0,2,9,0,0,0,10,0,0,0,11,1,0,1,12,109,5,104,13,2,0,2,14,17,0,17,15,18,2,16,16,0,0,0,17,0,0,0,18,3,0,3,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8400,26,234602065,23,1,30,10,20,2,111,50,61,3,61,9,52,4,10,0,10,5,1,0,1,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,4,1,3,11,4,2,2,12,141,6,135,13,6,2,4,14,8,0,8,15,9,1,8,16,1,1,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8401,26,234602066,23,1,22,8,14,2,86,51,35,3,70,16,54,4,11,3,8,5,2,0,2,6,2,1,1,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,188,19,169,13,0,0,0,14,15,1,14,15,10,2,8,16,1,0,1,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,1,0,1,22,,,
8402,26,234602067,23,1,26,8,18,2,122,57,65,3,44,9,35,4,8,0,8,5,1,0,1,6,0,0,0,7,0,0,0,8,3,0,3,9,0,0,0,10,3,0,3,11,3,2,1,12,159,5,154,13,2,0,2,14,10,3,7,15,8,2,6,16,9,0,9,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8403,26,234602068,23,1,28,15,13,2,95,52,43,3,37,6,31,4,18,2,16,5,1,0,1,6,1,0,1,7,0,0,0,8,2,0,2,9,0,0,0,10,2,1,1,11,1,0,1,12,141,9,132,13,2,0,2,14,17,1,16,15,6,1,5,16,0,0,0,17,0,0,0,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
8404,26,234602069,23,1,19,9,10,2,106,53,53,3,57,18,39,4,8,2,6,5,0,0,0,6,2,2,0,7,0,0,0,8,2,1,1,9,0,0,0,10,3,0,3,11,3,3,0,12,203,15,188,13,4,2,2,14,11,4,7,15,11,4,7,16,2,0,2,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
8405,26,234602070,23,1,33,12,21,2,79,39,40,3,48,12,36,4,9,0,9,5,0,0,0,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,2,0,2,12,147,12,135,13,1,1,0,14,10,1,9,15,8,0,8,16,3,0,3,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
8406,26,234602071,23,1,20,5,15,2,81,38,43,3,36,10,26,4,12,2,10,5,0,0,0,6,1,1,0,7,0,0,0,8,0,0,0,9,0,0,0,10,2,1,1,11,2,2,0,12,139,7,132,13,3,0,3,14,11,3,8,15,8,0,8,16,1,0,1,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,0,0,0,22,,,
8407,26,234602072,23,1,62,20,42,2,88,30,58,3,42,15,27,4,8,1,7,5,0,0,0,6,8,3,5,7,0,0,0,8,2,1,1,9,0,0,0,10,3,0,3,11,2,0,2,12,173,14,159,13,4,2,2,14,9,0,9,15,7,2,5,16,0,0,0,17,0,0,0,18,1,0,1,19,1,0,1,20,0,0,0,21,1,1,0,22,,,
8408,26,234602073,23,1,38,10,28,2,85,23,62,3,59,12,47,4,16,1,15,5,1,0,1,6,1,1,0,7,0,0,0,8,2,0,2,9,0,0,0,10,2,1,1,11,3,0,3,12,253,8,245,13,5,1,4,14,24,4,20,15,11,2,9,16,3,0,3,17,1,0,1,18,1,0,1,19,4,1,3,20,0,0,0,21,1,0,1,22,,,
8409,26,234602074,23,1,44,13,31,2,93,24,69,3,51,7,44,4,13,2,11,5,2,0,2,6,1,1,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,2,0,2,12,157,9,148,13,1,0,1,14,27,6,21,15,10,3,7,16,4,0,4,17,2,0,2,18,2,1,1,19,6,0,6,20,0,0,0,21,1,0,1,22,,,
8410,26,234602075,23,1,22,9,13,2,111,53,58,3,45,9,36,4,9,0,9,5,1,0,1,6,1,0,1,7,1,1,0,8,2,0,2,9,0,0,0,10,0,0,0,11,2,0,2,12,198,9,189,13,1,0,1,14,12,1,11,15,17,1,16,16,4,0,4,17,0,0,0,18,0,0,0,19,3,1,2,20,0,0,0,21,0,0,0,22,,,
8411,26,234602076,23,1,26,6,20,2,80,38,42,3,58,13,45,4,12,1,11,5,1,0,1,6,0,0,0,7,3,0,3,8,0,0,0,9,0,0,0,10,1,0,1,11,2,0,2,12,151,9,142,13,3,1,2,14,8,1,7,15,8,1,7,16,2,0,2,17,2,0,2,18,0,0,0,19,4,0,4,20,0,0,0,21,1,0,1,22,,,
8412,26,234602077,23,1,25,13,12,2,92,43,49,3,42,12,30,4,15,3,12,5,0,0,0,6,1,0,1,7,0,0,0,8,3,1,2,9,0,0,0,10,0,0,0,11,4,1,3,12,155,8,147,13,6,2,4,14,12,4,8,15,13,3,10,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,2,1,1,22,,,
8413,26,234602078,23,1,24,11,13,2,66,44,22,3,37,16,21,4,10,7,3,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,2,0,2,12,85,27,58,13,2,0,2,14,10,5,5,15,4,3,1,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,1,0,22,,,
8414,26,234602079,23,1,12,3,9,2,84,40,44,3,44,12,32,4,16,2,14,5,0,0,0,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,1,0,1,12,129,9,120,13,2,2,0,14,13,2,11,15,5,0,5,16,2,1,1,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
8415,26,234602080,23,1,22,5,17,2,126,49,77,3,50,7,43,4,18,0,18,5,2,0,2,6,2,1,1,7,2,0,2,8,1,0,1,9,0,0,0,10,3,0,3,11,1,0,1,12,231,3,228,13,3,1,2,14,14,2,12,15,20,2,18,16,1,0,1,17,0,0,0,18,2,0,2,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8416,26,234602081,23,1,17,5,12,2,76,34,42,3,45,7,38,4,10,1,9,5,1,0,1,6,3,0,3,7,0,0,0,8,3,0,3,9,0,0,0,10,0,0,0,11,0,0,0,12,130,11,119,13,2,1,1,14,13,2,11,15,11,2,9,16,3,1,2,17,0,0,0,18,0,0,0,19,1,0,1,20,1,0,1,21,2,1,1,22,,,
8417,26,234602082,23,1,37,14,23,2,67,29,38,3,48,6,42,4,8,2,6,5,4,0,4,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,1,0,1,11,1,0,1,12,126,4,122,13,2,1,1,14,18,3,15,15,11,3,8,16,2,0,2,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
8418,26,234602083,23,1,28,9,19,2,92,44,48,3,57,12,45,4,9,2,7,5,0,0,0,6,3,1,2,7,0,0,0,8,4,0,4,9,0,0,0,10,3,0,3,11,1,0,1,12,125,9,116,13,4,1,3,14,8,2,6,15,9,3,6,16,1,1,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,2,1,1,22,,,
8419,26,234602084,23,1,27,7,20,2,89,41,48,3,44,9,35,4,13,4,9,5,1,0,1,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,6,3,3,11,4,1,3,12,202,4,198,13,3,1,2,14,8,1,7,15,12,3,9,16,4,0,4,17,0,0,0,18,2,0,2,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8420,26,234602085,23,1,23,13,10,2,118,63,55,3,38,13,25,4,13,3,10,5,0,0,0,6,2,0,2,7,0,0,0,8,2,0,2,9,1,1,0,10,1,0,1,11,4,1,3,12,202,13,189,13,4,0,4,14,12,0,12,15,10,2,8,16,0,0,0,17,0,0,0,18,1,0,1,19,3,2,1,20,0,0,0,21,1,0,1,22,,,
8421,26,234602086,23,1,21,8,13,2,53,25,28,3,39,12,27,4,9,0,9,5,1,0,1,6,2,0,2,7,0,0,0,8,4,1,3,9,0,0,0,10,4,0,4,11,2,1,1,12,141,5,136,13,3,0,3,14,9,1,8,15,4,3,1,16,0,0,0,17,3,0,3,18,1,0,1,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8422,26,234602087,23,1,16,7,9,2,77,39,38,3,35,9,26,4,6,0,6,5,0,0,0,6,4,2,2,7,0,0,0,8,2,1,1,9,0,0,0,10,0,0,0,11,2,0,2,12,172,9,163,13,7,1,6,14,16,5,11,15,7,2,5,16,3,0,3,17,1,1,0,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8423,26,234602088,23,1,30,9,21,2,92,47,45,3,53,16,37,4,11,2,9,5,1,0,1,6,1,1,0,7,0,0,0,8,2,0,2,9,1,0,1,10,1,0,1,11,0,0,0,12,188,9,179,13,1,1,0,14,25,4,21,15,4,0,4,16,0,0,0,17,0,0,0,18,1,0,1,19,1,1,0,20,1,0,1,21,1,1,0,22,,,
8424,26,234602089,23,1,18,8,10,2,84,41,43,3,33,3,30,4,9,1,8,5,2,0,2,6,3,1,2,7,0,0,0,8,2,0,2,9,0,0,0,10,0,0,0,11,2,0,2,12,140,4,136,13,1,0,1,14,10,1,9,15,10,0,10,16,4,0,4,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,0,0,0,22,,,
8425,26,234602090,23,1,21,5,16,2,101,56,45,3,51,12,39,4,13,2,11,5,0,0,0,6,0,0,0,7,0,0,0,8,2,0,2,9,0,0,0,10,2,1,1,11,5,0,5,12,206,8,198,13,0,0,0,14,18,3,15,15,18,0,18,16,1,0,1,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,5,2,3,22,,,
8426,26,234602091,23,1,32,8,24,2,42,19,23,3,42,12,30,4,9,4,5,5,0,0,0,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,2,0,2,11,3,0,3,12,185,8,177,13,5,0,5,14,10,1,9,15,10,2,8,16,3,0,3,17,0,0,0,18,0,0,0,19,4,0,4,20,0,0,0,21,1,0,1,22,,,
8427,26,234602092,23,1,33,11,22,2,68,26,42,3,54,8,46,4,18,1,17,5,7,0,7,6,0,0,0,7,1,0,1,8,0,0,0,9,2,0,2,10,2,0,2,11,4,0,4,12,218,12,206,13,0,0,0,14,16,4,12,15,15,3,12,16,3,1,2,17,1,0,1,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
8428,24,234602093,23,1,19,19,0,2,106,106,0,3,32,32,0,4,8,8,0,5,1,1,0,6,1,1,0,7,0,0,0,8,3,3,0,9,0,0,0,10,0,0,0,11,2,2,0,12,122,122,0,13,3,3,0,14,8,8,0,15,9,9,0,16,0,0,0,17,1,1,0,18,0,0,0,19,0,0,0,20,1,1,0,21,1,1,0,22,,,
8429,24,234602094,23,1,12,12,0,2,39,39,0,3,15,15,0,4,4,4,0,5,0,0,0,6,1,1,0,7,0,0,0,8,1,1,0,9,0,0,0,10,0,0,0,11,1,1,0,12,19,19,0,13,4,4,0,14,8,8,0,15,5,5,0,16,0,0,0,17,0,0,0,18,1,1,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
8430,24,234602096,23,1,35,35,0,2,16,16,0,3,3,3,0,4,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,0,0,0,12,19,19,0,13,1,1,0,14,2,2,0,15,1,1,0,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
8431,26,234608001,23,1,23,10,13,2,44,23,21,3,41,14,27,4,6,0,6,5,1,0,1,6,1,0,1,7,0,0,0,8,3,0,3,9,0,0,0,10,1,0,1,11,1,0,1,12,168,7,161,13,1,0,1,14,16,1,15,15,8,1,7,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,0,0,0,22,,,
8432,26,234608002,23,1,13,0,13,2,36,18,18,3,30,7,23,4,1,0,1,5,0,0,0,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,1,0,1,11,3,0,3,12,139,2,137,13,1,0,1,14,9,1,8,15,6,1,5,16,1,0,1,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8433,26,234608003,23,1,20,4,16,2,69,33,36,3,35,7,28,4,6,0,6,5,0,0,0,6,1,1,0,7,0,0,0,8,0,0,0,9,1,0,1,10,0,0,0,11,2,1,1,12,173,7,166,13,1,0,1,14,12,4,8,15,4,0,4,16,1,1,0,17,0,0,0,18,1,0,1,19,1,0,1,20,0,0,0,21,1,1,0,22,,,
8434,26,234608004,23,1,21,8,13,2,84,32,52,3,42,16,26,4,11,1,10,5,0,0,0,6,0,0,0,7,0,0,0,8,3,0,3,9,0,0,0,10,0,0,0,11,4,1,3,12,254,8,246,13,1,1,0,14,15,2,13,15,3,0,3,16,1,0,1,17,0,0,0,18,0,0,0,19,1,1,0,20,0,0,0,21,0,0,0,22,,,
8435,26,234608005,23,1,19,2,17,2,78,33,45,3,46,7,39,4,14,1,13,5,1,0,1,6,2,0,2,7,0,0,0,8,3,0,3,9,0,0,0,10,2,0,2,11,3,0,3,12,222,8,214,13,1,1,0,14,7,2,5,15,8,1,7,16,0,0,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
8436,26,234608006,23,1,27,8,19,2,92,34,58,3,49,5,44,4,8,0,8,5,0,0,0,6,1,0,1,7,1,0,1,8,2,0,2,9,0,0,0,10,2,0,2,11,1,1,0,12,228,9,219,13,7,2,5,14,12,3,9,15,9,1,8,16,2,0,2,17,0,0,0,18,1,0,1,19,2,0,2,20,0,0,0,21,3,1,2,22,,,
8437,26,234608007,23,1,45,18,27,2,58,18,40,3,53,21,32,4,14,3,11,5,0,0,0,6,1,0,1,7,0,0,0,8,0,0,0,9,0,0,0,10,3,0,3,11,0,0,0,12,200,14,186,13,1,0,1,14,10,3,7,15,11,5,6,16,0,0,0,17,0,0,0,18,2,0,2,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
8438,26,234608008,23,1,31,12,19,2,73,26,47,3,48,8,40,4,16,2,14,5,0,0,0,6,4,2,2,7,2,0,2,8,1,0,1,9,0,0,0,10,3,0,3,11,0,0,0,12,172,12,160,13,1,0,1,14,12,3,9,15,14,1,13,16,3,0,3,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8439,26,234608009,23,1,28,2,26,2,79,44,35,3,46,6,40,4,11,4,7,5,0,0,0,6,1,0,1,7,0,0,0,8,3,1,2,9,0,0,0,10,0,0,0,11,4,1,3,12,184,4,180,13,4,2,2,14,9,1,8,15,15,4,11,16,0,0,0,17,0,0,0,18,2,1,1,19,4,0,4,20,0,0,0,21,2,1,1,22,,,
8440,26,234608010,23,1,26,7,19,2,63,26,37,3,49,6,43,4,13,0,13,5,0,0,0,6,2,1,1,7,0,0,0,8,0,0,0,9,0,0,0,10,2,0,2,11,2,0,2,12,121,3,118,13,1,0,1,14,8,0,8,15,7,3,4,16,1,0,1,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,1,0,1,22,,,
8441,26,234608011,23,1,21,7,14,2,58,24,34,3,44,4,40,4,7,0,7,5,1,0,1,6,0,0,0,7,0,0,0,8,1,0,1,9,0,0,0,10,0,0,0,11,1,1,0,12,165,7,158,13,0,0,0,14,8,3,5,15,16,1,15,16,0,0,0,17,0,0,0,18,1,0,1,19,3,1,2,20,1,1,0,21,0,0,0,22,,,
8442,26,234608012,23,1,40,12,28,2,61,30,31,3,41,11,30,4,5,0,5,5,1,0,1,6,3,0,3,7,0,0,0,8,1,0,1,9,1,0,1,10,1,0,1,11,1,1,0,12,116,12,104,13,0,0,0,14,11,1,10,15,9,2,7,16,0,0,0,17,1,0,1,18,1,0,1,19,4,0,4,20,1,0,1,21,1,0,1,22,,,
8443,26,234608013,23,1,22,7,15,2,53,20,33,3,46,15,31,4,19,3,16,5,2,1,1,6,0,0,0,7,0,0,0,8,3,0,3,9,0,0,0,10,3,0,3,11,5,2,3,12,115,4,111,13,2,0,2,14,15,3,12,15,8,1,7,16,1,1,0,17,0,0,0,18,0,0,0,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
8444,26,234608014,23,1,25,7,18,2,46,13,33,3,48,7,41,4,7,0,7,5,0,0,0,6,3,0,3,7,0,0,0,8,2,0,2,9,0,0,0,10,0,0,0,11,3,0,3,12,109,6,103,13,2,0,2,14,14,2,12,15,9,0,9,16,1,0,1,17,0,0,0,18,0,0,0,19,3,0,3,20,0,0,0,21,1,1,0,22,,,
8445,26,234608015,23,1,29,13,16,2,42,19,23,3,35,12,23,4,5,0,5,5,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,11,1,0,1,12,84,3,81,13,0,0,0,14,10,2,8,15,6,1,5,16,1,1,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8446,26,234608016,23,1,31,7,24,2,41,23,18,3,42,9,33,4,7,1,6,5,0,0,0,6,3,2,1,7,1,0,1,8,0,0,0,9,0,0,0,10,1,0,1,11,0,0,0,12,86,3,83,13,2,0,2,14,2,0,2,15,12,3,9,16,2,0,2,17,0,0,0,18,0,0,0,19,6,0,6,20,0,0,0,21,3,1,2,22,,,
8447,26,234608017,23,1,17,5,12,2,42,13,29,3,28,2,26,4,9,0,9,5,0,0,0,6,1,0,1,7,1,0,1,8,1,0,1,9,0,0,0,10,3,0,3,11,0,0,0,12,152,8,144,13,0,0,0,14,10,1,9,15,13,3,10,16,0,0,0,17,0,0,0,18,0,0,0,19,1,1,0,20,0,0,0,21,1,0,1,22,,,
8448,26,234608018,23,1,21,9,12,2,74,23,51,3,52,9,43,4,9,0,9,5,1,1,0,6,0,0,0,7,0,0,0,8,4,0,4,9,0,0,0,10,2,0,2,11,0,0,0,12,155,4,151,13,5,0,5,14,12,0,12,15,7,1,6,16,3,0,3,17,1,0,1,18,4,2,2,19,0,0,0,20,0,0,0,21,1,0,1,22,,,
8449,26,234608019,23,1,21,10,11,2,72,35,37,3,40,9,31,4,13,1,12,5,0,0,0,6,3,1,2,7,0,0,0,8,0,0,0,9,0,0,0,10,9,1,8,11,1,0,1,12,129,8,121,13,2,0,2,14,11,2,9,15,13,0,13,16,2,0,2,17,0,0,0,18,3,0,3,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8450,26,234608020,23,1,19,9,10,2,54,28,26,3,36,11,25,4,9,2,7,5,0,0,0,6,0,0,0,7,0,0,0,8,2,0,2,9,0,0,0,10,0,0,0,11,3,1,2,12,110,11,99,13,2,0,2,14,5,1,4,15,7,3,4,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
8451,26,234608021,23,1,20,4,16,2,63,20,43,3,43,9,34,4,6,2,4,5,1,0,1,6,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,10,2,0,2,11,1,0,1,12,116,5,111,13,1,0,1,14,14,0,14,15,7,3,4,16,0,0,0,17,1,0,1,18,1,0,1,19,1,0,1,20,0,0,0,21,2,1,1,22,,,
8452,26,234608022,23,1,30,7,23,2,37,16,21,3,27,3,24,4,10,0,10,5,0,0,0,6,0,0,0,7,1,0,1,8,1,0,1,9,0,0,0,10,0,0,0,11,1,0,1,12,106,5,101,13,1,0,1,14,5,0,5,15,10,3,7,16,1,0,1,17,0,0,0,18,0,0,0,19,2,0,2,20,0,0,0,21,0,0,0,22,,,
8453,26,234608023,23,1,23,9,14,2,68,47,21,3,31,14,17,4,8,2,6,5,1,0,1,6,0,0,0,7,0,0,0,8,0,0,0,9,2,1,1,10,4,1,3,11,6,1,5,12,101,16,85,13,1,0,1,14,7,1,6,15,6,1,5,16,1,0,1,17,0,0,0,18,0,0,0,19,2,1,1,20,0,0,0,21,0,0,0,22,,,
8454,26,234608024,23,1,32,9,23,2,74,36,38,3,49,17,32,4,6,0,6,5,0,0,0,6,1,1,0,7,0,0,0,8,2,0,2,9,1,0,1,10,1,0,1,11,0,0,0,12,107,10,97,13,2,0,2,14,5,1,4,15,4,1,3,16,1,0,1,17,0,0,0,18,1,0,1,19,3,0,3,20,0,0,0,21,0,0,0,22,,,
8455,26,234608025,23,1,28,17,11,2,48,19,29,3,34,7,27,4,4,0,4,5,1,0,1,6,6,1,5,7,0,0,0,8,1,0,1,9,0,0,0,10,0,0,0,11,0,0,0,12,74,3,71,13,1,0,1,14,7,0,7,15,7,1,6,16,0,0,0,17,0,0,0,18,0,0,0,19,1,0,1,20,0,0,0,21,0,0,0,22,,,
