sid,Не подкрепям никого,БСП ЗА БЪЛГАРИЯ,ГЕРБ-СДС,ВЪЗРАЖДАНЕ,ПП ИМА ТАКЪВ НАРОД,ПП НАРОДНА ПАРТИЯ ИСТИНАТА И САМО ИСТИНАТА,"КОАЛИЦИЯ НЕУТРАЛНА БЪЛГАРИЯ (АТАКА, РУСОФИЛИ, КОМУНИСТИ)",Българско Национално Обединение,ЗАЕДНО,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ – НД,НДСВ,КОД /Консервативно Обединение на Десницата/,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,Движение за права и свободи – ДПС,ЛЕВИЦАТА!,ПП БЪЛГАРСКИ ВЪЗХОД,МИР,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,БСДД – Български Съюз за ДИРЕКТНА ДЕМОКРАЦИЯ,ПП Глас Народен,Социалистическа партия Български път,ВЪН от ЕС и НАТО,независими
321180696,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320130031,1.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320290136,6.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
320010004,2.0,0.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
321360738,1.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320280123,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
321240701,9.0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
321060464,2.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
320290124,2.0,0.0,14.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320680282,1.0,4.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180652,3.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
320290139,2.0,0.0,9.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180544,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320870312,5.0,3.0,8.0,18.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,
320800288,5.0,8.0,4.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,
320180047,12.0,13.0,16.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,
320290133,2.0,0.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180643,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
321180589,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
320290130,5.0,4.0,45.0,38.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,101.0,0.0,13.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,
321180554,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180610,4.0,5.0,22.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,102.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
321180654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180635,0.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,195.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,
321180555,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180646,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480191,2.0,3.0,11.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,
320900321,4.0,1.0,16.0,43.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,
321180596,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320550269,3.0,0.0,14.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180662,0.0,4.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,352.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
321180617,1.0,4.0,12.0,6.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,18.0,448.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
320490227,1.0,4.0,19.0,43.0,11.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,56.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,
320480216,2.0,3.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480169,4.0,7.0,15.0,24.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,
320480219,8.0,6.0,12.0,36.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
320040026,0.0,3.0,17.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,
320900326,5.0,0.0,8.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
320040025,0.0,123.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
320270111,3.0,6.0,15.0,17.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
321180616,0.0,8.0,22.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,22.0,512.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,
320870309,19.0,3.0,9.0,33.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
320270110,14.0,5.0,36.0,91.0,33.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,275.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
321180537,1.0,8.0,47.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,9.0,392.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
321180688,1.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,416.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
320480211,13.0,6.0,15.0,56.0,11.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
320870311,14.0,0.0,3.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480163,4.0,9.0,59.0,51.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,
320480185,1.0,3.0,11.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320270121,10.0,6.0,26.0,58.0,26.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,90.0,2.0,8.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,
320140044,4.0,2.0,34.0,33.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,113.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,
321180693,1.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,311.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
321320730,3.0,1.0,7.0,16.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
320270080,12.0,2.0,21.0,48.0,14.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,63.0,5.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,
321180550,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,612.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320270118,12.0,5.0,23.0,89.0,22.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,107.0,12.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,
320490243,5.0,4.0,13.0,39.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,
321180577,2.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,534.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,
320900322,6.0,5.0,18.0,37.0,21.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
321180593,1.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,10.0,739.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,
320870297,14.0,7.0,39.0,48.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,20.0,2.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,
321180687,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,516.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320560273,14.0,20.0,57.0,115.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,99.0,0.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,
320490226,3.0,5.0,48.0,55.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,115.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,
320270076,8.0,12.0,44.0,102.0,14.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,77.0,14.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,
321180599,1.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,463.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
321180588,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180598,0.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,540.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
320920437,10.0,3.0,11.0,42.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
320920339,7.0,3.0,10.0,28.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
320480192,1.0,0.0,8.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
320920423,6.0,5.0,20.0,61.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320920411,7.0,4.0,15.0,23.0,13.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,59.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,
321180628,0.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,407.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
321180582,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,221.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,
321180578,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,460.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,
320270092,9.0,1.0,57.0,68.0,21.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,200.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,
320920441,14.0,1.0,13.0,59.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,43.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
320480162,8.0,15.0,54.0,122.0,41.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,179.0,8.0,8.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,
320920337,6.0,5.0,13.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,
320870306,15.0,4.0,28.0,56.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,
320300152,1.0,3.0,6.0,13.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,
321180600,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,534.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321250704,20.0,10.0,39.0,67.0,23.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,271.0,12.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,
320490240,3.0,7.0,19.0,62.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320920347,0.0,1.0,15.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
321250714,18.0,10.0,17.0,27.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,
320270100,5.0,9.0,15.0,68.0,18.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,18.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,
320870305,42.0,11.0,41.0,47.0,21.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,205.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,
320900325,1.0,2.0,9.0,21.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
321080521,8.0,8.0,54.0,11.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,71.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
321320723,2.0,7.0,23.0,77.0,15.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,123.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
320270109,15.0,12.0,31.0,68.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,239.0,4.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,
320300146,15.0,6.0,21.0,47.0,20.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,203.0,5.0,4.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,
320920413,7.0,5.0,22.0,79.0,36.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,174.0,0.0,10.0,7.0,3.0,0.0,2.0,2.0,1.0,2.0,
320920435,11.0,3.0,12.0,46.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,
320270114,21.0,13.0,32.0,72.0,37.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,212.0,2.0,7.0,9.0,0.0,1.0,0.0,2.0,0.0,1.0,
321180664,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,344.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480179,16.0,6.0,35.0,125.0,46.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,80.0,0.0,6.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,
321180669,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
320920409,19.0,22.0,82.0,73.0,26.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,366.0,2.0,8.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,
320990452,11.0,4.0,26.0,24.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,116.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,
321160535,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321150532,3.0,5.0,86.0,15.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,75.0,3.0,0.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,
321180586,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320270099,19.0,1.0,29.0,99.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,61.0,6.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,
320920360,7.0,4.0,15.0,50.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
320770287,1.0,3.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
320920355,6.0,3.0,12.0,58.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
321000455,1.0,1.0,11.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
320490234,4.0,7.0,9.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
321180571,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321180579,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,505.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,
320270095,22.0,4.0,9.0,51.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
321180684,0.0,7.0,19.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,435.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
320920363,11.0,3.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
320270055,21.0,3.0,47.0,100.0,19.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,152.0,11.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,
321000454,9.0,5.0,32.0,58.0,20.0,1.0,5.0,2.0,0.0,0.0,2.0,3.0,188.0,3.0,5.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,
320480205,8.0,14.0,33.0,95.0,44.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,84.0,28.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,
320920443,25.0,4.0,19.0,50.0,34.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,
320870296,13.0,8.0,40.0,47.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,140.0,18.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,
321180564,1.0,15.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,506.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
320480175,21.0,12.0,58.0,120.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,3.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,
320460157,5.0,8.0,8.0,55.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,
321250702,12.0,23.0,41.0,86.0,15.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,239.0,13.0,14.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,
320290128,19.0,32.0,124.0,171.0,36.0,4.0,8.0,1.0,0.0,2.0,1.0,3.0,168.0,2.0,21.0,15.0,4.0,0.0,0.0,3.0,0.0,4.0,
320490238,16.0,14.0,32.0,121.0,39.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,193.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,
320920348,13.0,4.0,13.0,63.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,
320920359,12.0,6.0,12.0,44.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,
320270120,18.0,10.0,22.0,98.0,41.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,237.0,1.0,10.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,
320920369,4.0,6.0,15.0,61.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,41.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,
320270104,19.0,3.0,34.0,90.0,36.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,110.0,10.0,5.0,9.0,2.0,1.0,0.0,2.0,0.0,3.0,
321180551,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,774.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480225,11.0,12.0,67.0,162.0,42.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,
320480181,4.0,1.0,12.0,33.0,13.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
320920446,12.0,2.0,9.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
321250703,11.0,12.0,53.0,101.0,24.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,251.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,
320920372,5.0,1.0,9.0,39.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,
321300720,11.0,8.0,42.0,162.0,39.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,257.0,3.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,
320270090,14.0,8.0,48.0,65.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,298.0,2.0,8.0,16.0,1.0,1.0,0.0,5.0,0.0,0.0,
320870300,59.0,8.0,43.0,66.0,27.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,428.0,7.0,13.0,9.0,1.0,1.0,0.0,3.0,0.0,1.0,
320920406,10.0,14.0,18.0,80.0,46.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,90.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,
320900327,7.0,0.0,6.0,15.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
320480204,20.0,5.0,55.0,156.0,35.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,88.0,20.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,
