sid;ГЕРБ-СДС;ДПС;ПП/ДБ;ВЪЗР;БСП;ИТН;ВЕЛИЧИЕ;МЕЧ;npn;invalid;СИНЯ БЪЛГАРИЯ;СОЛИДАРНА БГ;ЦЕНТЪР;ВМРО БНД;ЛЕВИЦАТА;БВ;ЗЕЛЕНО ДВИЖЕНИЕ;ГЛАС НАРОДЕН;НИЕ ИДВАМЕ;ЗЕЛЕНИТЕ;ПРЯКА ДЕМОКРАЦИЯ;ЕДИНЕНИЕ;НИЕ ГРАЖДАНИТЕ;БЪЛГАРСКИ ГЛАСЪ;ГРАЖДАНСКИ БЛОК;НП ИСИ;НЕУТРАЛНА БЪЛГАРИЯ;ОБЩЕСТВО ЗА НОВА БГ;КОАЛИЦИЯ НА РОЗАТА;БНС-НД;ЗА ВЕЛИКА БЪЛГАРИЯ;БСДД;БНО;station_type;municipality;country_name;station;region_name;ekatte;place;address;municipality_name;eligible_voters
010300089;58;20;10;18;11;8;7;1;2;4;4;4;15;2;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;България;89;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;566
010300090;35;41;9;15;6;12;10;0;4;5;2;6;4;2;1;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;3;България;90;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;529
010300091;53;32;10;17;5;12;2;3;2;3;2;0;6;0;0;2;0;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;;3;България;91;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;454
010300092;49;67;20;27;10;11;2;4;3;9;5;5;7;3;0;2;1;1;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;;3;България;92;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;606
010300093;59;34;15;32;14;20;7;14;7;3;2;3;6;3;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;;3;България;93;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;644
010300094;32;43;29;25;8;12;4;1;3;4;0;3;2;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;;3;България;94;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;514
010300114;41;43;16;22;3;14;12;6;5;3;0;2;1;2;0;0;1;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;3;България;114;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;509
010300115;70;40;18;36;8;14;7;5;11;4;5;3;1;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;;3;България;115;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД VІІІ-мо СУ  АРСЕНИЙ КОСТЕНЦЕВ , ЖК  ЕЛЕНОВО ;Благоевград;595
010300053;59;12;25;26;7;10;4;3;5;4;3;11;3;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;53;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;565
010300054;40;31;29;37;9;11;3;1;6;2;0;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;3;България;54;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;583
010300055;43;9;16;13;12;8;5;8;8;3;3;2;3;0;4;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;;3;България;55;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;524
010300056;57;18;17;26;11;15;3;4;2;3;2;3;12;1;2;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;;3;България;56;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;573
010300057;70;24;19;26;5;17;9;1;6;10;3;3;6;8;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;3;България;57;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;616
010300058;66;30;20;22;4;12;7;6;6;3;4;4;6;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;58;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІV-то ОСН. У-ЩЕ  ДИМЧО ДЕБЕЛЯНОВ , УЛ.  ОСОГОВО  №9;Благоевград;605
010300019;37;16;24;10;6;5;8;0;3;2;0;3;0;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;19;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;528
010300020;70;13;48;23;9;18;5;1;1;0;1;6;3;2;2;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;20;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;550
010300021;46;12;20;16;9;13;9;2;4;1;2;2;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;3;България;21;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;384
010300022;52;12;25;27;13;10;5;3;8;2;3;3;3;1;2;0;0;1;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;;3;България;22;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;488
010300023;71;19;41;23;7;14;9;2;8;3;6;7;5;6;3;1;2;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;;3;България;23;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;618
010300024;67;16;44;25;18;12;10;1;2;3;3;1;6;4;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;3;България;24;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;519
010300025;54;11;37;25;16;13;11;1;5;3;3;8;5;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;3;България;25;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;589
010300026;70;23;57;34;9;20;9;1;7;3;2;8;1;1;1;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;3;България;26;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;715
010300102;61;13;39;18;6;10;6;1;5;2;9;1;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;3;България;102;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;549
010300103;24;11;24;16;3;6;3;3;3;0;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;3;България;103;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІ-ро ОСН. УЧИЛИЩЕ  ДИМИТЪР БЛАГОЕВ , УЛ.  МИТРОПОЛИТ БОРИС  №2;Благоевград;354
010300028;76;33;34;32;12;12;10;3;6;2;3;4;4;8;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;;3;България;28;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;614
010300029;85;12;45;35;8;18;6;2;7;6;3;5;2;7;3;0;1;1;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;;3;България;29;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;618
010300030;70;27;28;36;13;24;8;1;5;1;2;4;6;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;3;България;30;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;694
010300031;68;19;31;26;19;16;12;6;5;2;2;6;3;5;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;;3;България;31;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;662
010300034;68;23;46;30;19;22;5;6;3;5;7;4;3;8;0;3;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;;3;България;34;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;630
010300035;38;24;35;24;11;10;2;4;2;4;2;6;2;7;0;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;3;България;35;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;569
010300036;86;19;50;31;10;26;11;5;9;7;6;7;6;6;8;1;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;;3;България;36;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;664
010300037;46;30;56;15;16;23;10;4;4;0;13;6;3;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;37;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;629
010300048;61;29;43;23;15;14;11;7;7;3;0;4;3;6;2;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;;3;България;48;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;630
010300049;48;16;45;31;17;21;13;0;4;0;2;5;5;2;0;3;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;;3;България;49;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІІІ-то ОСН. У-ЩЕ  ДИМИТЪР ТАЛЕВ , БУЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №13;Благоевград;602
010300071;65;38;26;29;6;11;6;4;2;5;3;1;1;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;;3;България;71;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;582
010300072;56;25;27;25;5;12;9;10;7;1;6;0;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;72;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;524
010300073;58;40;19;29;1;19;3;4;5;5;3;0;2;9;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;;3;България;73;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;557
010300074;42;28;28;29;6;4;7;3;2;2;1;4;3;4;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;3;България;74;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;534
010300075;62;35;34;24;8;10;7;4;4;1;0;7;3;4;2;3;1;0;2;0;2;0;1;1;0;0;1;0;1;0;0;0;0;;3;България;75;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;571
010300111;69;26;8;22;4;17;6;7;9;5;0;2;5;4;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;3;България;111;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ІХ-то ОСН. У-ЩЕ  ПЕЙО ЯВОРОВ , ЖК  АЛЕН МАК ;Благоевград;573
010300033;99;49;56;44;17;32;16;8;12;1;6;4;10;3;2;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;3;България;33;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62;Благоевград;863
010300047;60;32;22;19;19;13;12;6;7;5;2;3;7;0;0;0;0;1;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;;3;България;47;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62;Благоевград;645
010300095;84;22;39;44;10;32;5;3;13;2;1;1;5;7;6;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;3;България;95;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62;Благоевград;750
010300096;99;32;59;43;24;28;7;1;3;3;3;13;13;3;2;1;2;0;1;2;0;1;0;0;9;0;0;1;1;0;0;0;0;;3;България;96;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД БЛАГОЕВГРАДСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ, УЛ.  ИВАН МИХАЙЛОВ  №62;Благоевград;929
010300059;78;25;15;27;16;10;3;3;7;1;0;1;1;5;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;;3;България;59;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА  УСМИВКА , УЛ.  ОСВОБОЖДЕНИЕ  №03;Благоевград;618
010300060;43;18;11;20;15;6;11;6;5;6;1;1;2;4;3;1;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;;3;България;60;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА  УСМИВКА , УЛ.  ОСВОБОЖДЕНИЕ  №03;Благоевград;543
010300061;59;42;23;29;11;11;4;4;4;6;2;1;4;4;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;;3;България;61;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА  УСМИВКА , УЛ.  ОСВОБОЖДЕНИЕ  №03;Благоевград;498
010300108;72;41;21;42;5;16;13;2;7;4;0;2;1;0;0;0;0;3;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;;3;България;108;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА  УСМИВКА , УЛ.  ОСВОБОЖДЕНИЕ  №09;Благоевград;582
010300006;35;42;30;18;5;12;3;10;9;5;1;6;4;3;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;6;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА №11  ЗДРАВЕЦ , УЛ.  ЛАЛЕ  №011;Благоевград;614
010300007;17;54;4;3;5;5;3;5;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;3;България;7;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА №11  ЗДРАВЕЦ , УЛ.  ЛАЛЕ  №011;Благоевград;645
010300099;22;69;8;9;4;4;1;5;3;29;0;2;3;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;3;България;99;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДЕТСКА ГРАДИНА №11  ЗДРАВЕЦ , УЛ.  ЛАЛЕ  №011;Благоевград;567
010300032;25;12;21;14;12;10;3;0;3;0;0;0;1;0;1;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;;3;България;32;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДНЕВЕН ЦЕНТЪР ЗА ДЕЦА С УВРЕЖДАНИЯ  ЗОРНИЦА , УЛ.  СКАПТОПАРА  №26;Благоевград;310
010300147;3;3;4;3;3;2;0;0;1;5;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;;3;България;147;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ДОМ ЗА СТАРИ ХОРА  СВЕТА ПЕТКА , УЛ. ОСВОБОЖДЕНИЕ №23;Благоевград;55
010300044;33;10;29;19;28;12;4;2;6;4;1;5;3;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;3;България;44;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;462
010300045;41;7;21;22;8;6;12;4;2;3;1;6;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;45;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;411
010300046;56;15;42;35;19;18;8;6;8;3;5;5;4;1;2;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;46;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;617
010300050;54;16;23;21;12;6;13;4;5;4;1;2;2;2;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;България;50;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;429
010300051;72;19;43;27;12;19;11;6;7;0;4;4;12;3;5;1;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;;3;България;51;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;632
010300105;57;18;30;33;18;6;3;4;5;2;0;3;1;3;0;0;0;0;2;0;0;0;1;0;2;0;0;0;1;0;0;0;0;;3;България;105;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;489
010300106;27;10;15;13;6;11;0;7;5;1;0;8;5;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;3;България;106;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ЕЗИКОВА ГИМНАЗИЯ  АКАД. ЛЮДМИЛ СТОЯНОВ , УЛ.  МАРИЦА  №4;Благоевград;345
010300017;48;5;33;26;10;11;7;6;4;2;6;4;1;3;2;0;0;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;;3;България;17;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД НАРОДНО ЧИТАЛИЩЕ  НИКОЛА Й. ВАПЦАРОВ-1866 , ПЛ.  МАКЕДОНИЯ  №01;Благоевград;517
010300016;89;24;41;31;30;15;2;3;5;3;4;4;0;3;1;0;0;1;1;0;2;0;1;0;0;0;1;0;0;0;0;0;0;;3;България;16;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД НХГ  СВ. СВ. КИРИЛ И МЕТОДИЙ , УЛ.  ЦАНКО ЦЕРКОВСКИ  №002;Благоевград;581
010300018;65;9;42;30;11;21;9;6;5;3;4;5;3;6;4;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;3;България;18;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД НХГ  СВ. СВ. КИРИЛ И МЕТОДИЙ , УЛ.  ЦАНКО ЦЕРКОВСКИ  №002;Благоевград;595
010300027;54;14;62;25;16;15;6;3;3;1;1;4;4;4;4;0;0;1;3;0;0;0;1;1;0;0;0;1;0;0;2;0;0;;3;България;27;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56;Благоевград;567
010300038;34;17;36;22;9;7;10;3;5;3;5;10;4;2;0;3;1;1;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;;3;България;38;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56;Благоевград;472
010300039;81;18;52;39;14;11;17;3;5;2;6;6;4;4;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;;3;България;39;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ПГСАГ  ВАСИЛ ЛЕВСКИ , УЛ. ТОДОР АЛЕКСАНДРОВ №56;Благоевград;585
010300146;6;4;0;1;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;m;3;България;146;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД ПОДВИЖНА ИЗБИРАТЕЛНА КОМИСИЯ;Благоевград;17
010300140;4;3;1;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;;3;България;140;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД СЛЕДСТВЕНИ АРЕСТИ, УЛ.  СВОБОДА  №1;Благоевград;13
010300003;36;11;23;27;16;23;11;5;8;5;0;2;3;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;3;България;3;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД СУИЧЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  БРЕГАЛНИЦА  №002;Благоевград;441
010300004;50;23;28;28;8;6;5;1;2;6;6;3;6;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;3;България;4;01. БЛАГОЕВГРАД;4279;гр.Благоевград;гр. БЛАГОЕВГРАД СУИЧЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  БРЕГАЛНИЦА  №002;Благоевград;176
