sid;Движение 21;БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ;БНС-НД;НОВОТО ВРЕМЕ;ОБЕДИНЕНА БЪЛГАРИЯ;СОЦИАЛДЕМ. ПАРТИЯ;РЕФОРМАТОРСКИ БЛОК;Нова България;ГЕРБ;ОБЩЕСТВО ЗА НОВА БГ;АТАКА;НДСВ;ББЦ;АБВ;ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ;НОВА АЛТЕРНАТИВА;ДЕСНИТЕ;ДПС;Глас Народен;ПАРТИЯ НА ЗЕЛЕНИТЕ;НОВА СИЛА;БСП;ЗЕЛЕНИТЕ;ПФ (НФСБ-ВМРО);РЕПУБЛИКА БГ;независими;npn;invalid;station_type;municipality;municipality_name;country_name;station;region_name;place;ekatte;address;eligible_voters
234610083;19;0;4;1;0;0;95;5;171;0;9;1;9;27;1;1;1;2;11;1;0;92;11;31;3;0;0;20;;46;Столична;България;83;-;гр.София;68134;-;955
234610084;5;0;0;0;0;0;69;1;84;0;10;0;0;20;1;2;1;4;4;0;0;31;9;10;2;0;0;16;;46;Столична;България;84;-;гр.София;68134;-;439
234610085;13;0;0;0;2;0;144;2;186;0;19;1;6;29;0;1;4;5;6;4;0;70;19;20;2;0;0;14;;46;Столична;България;85;-;гр.София;68134;-;943
234610086;6;0;0;0;1;0;35;3;85;0;12;0;12;9;1;0;1;0;10;1;1;38;4;15;0;0;0;16;;46;Столична;България;86;-;гр.София;68134;-;511
234610087;17;0;0;0;0;1;114;2;190;1;14;2;13;30;1;1;3;3;11;2;1;67;6;19;2;0;0;23;;46;Столична;България;87;-;гр.София;68134;-;927
234610088;7;2;0;1;3;1;86;1;176;1;18;1;5;24;0;2;2;6;10;2;0;50;5;16;3;0;0;25;;46;Столична;България;88;-;гр.София;68134;-;825
234610089;1;0;2;0;0;1;79;1;78;0;4;0;5;17;0;0;0;2;9;1;0;31;3;19;0;0;0;14;;46;Столична;България;89;-;гр.София;68134;-;607
234610090;8;0;0;0;1;0;54;1;109;0;16;0;5;10;2;4;3;2;12;1;0;33;8;25;1;0;0;8;;46;Столична;България;90;-;гр.София;68134;-;729
234610091;8;0;0;0;3;1;55;3;52;0;9;0;2;15;0;0;1;3;3;2;0;21;2;5;2;0;0;9;;46;Столична;България;91;-;гр.София;68134;-;322
234610092;1;0;0;0;0;0;2;0;13;0;2;0;3;4;0;0;1;1;1;0;0;7;0;1;0;0;0;3;;46;Столична;България;92;-;гр.София;68134;-;40
234610093;0;0;0;0;0;0;3;0;14;0;5;0;5;1;0;0;0;1;1;0;0;4;0;3;0;0;0;5;;46;Столична;България;93;-;гр.София;68134;-;31
234610094;0;1;2;0;0;0;1;0;17;0;4;0;3;4;0;1;0;3;0;0;0;10;0;0;0;0;0;3;;46;Столична;България;94;-;гр.София;68134;-;49
234610095;2;0;0;0;0;0;3;0;21;0;3;0;4;2;0;1;0;0;0;1;0;6;0;0;0;0;0;4;;46;Столична;България;95;-;гр.София;68134;-;61
234610098;3;0;0;0;0;0;9;1;37;0;2;0;2;5;0;1;0;3;5;0;0;3;0;3;0;0;0;4;;46;Столична;България;98;-;гр.София;68134;-;187
234610099;0;1;1;0;0;0;3;0;21;0;2;0;4;0;0;0;0;2;0;0;0;4;1;3;0;0;0;1;;46;Столична;България;99;-;гр.София;68134;-;26
234610102;2;2;1;1;2;1;14;1;50;2;14;0;3;8;3;1;0;1;0;1;1;21;0;12;0;0;0;10;;46;Столична;България;102;-;гр.София;68134;-;598
234610107;0;0;0;0;0;0;1;1;12;0;3;0;0;1;1;0;0;0;1;0;1;3;2;2;0;0;0;3;;46;Столична;България;107;-;гр.София;68134;-;49
234610108;0;0;0;0;0;0;2;0;10;0;1;0;0;0;0;0;0;0;0;0;1;14;0;2;0;0;0;2;m;46;Столична;България;108;-;гр.София;68134;-;33
234615001;8;1;0;0;1;1;54;0;98;1;18;1;11;22;0;16;0;2;14;1;0;100;3;23;1;0;0;11;;46;Столична;България;1;-;гр.София;68134;-;714
234615002;21;2;1;0;2;2;58;1;90;0;12;1;11;33;0;12;1;1;17;1;2;61;9;45;1;0;0;25;;46;Столична;България;2;-;гр.София;68134;-;741
234615003;17;0;0;0;0;5;66;0;116;0;16;1;4;26;0;3;0;0;7;1;0;72;8;20;1;0;0;12;;46;Столична;България;3;-;гр.София;68134;-;552
234615004;9;2;1;0;2;2;75;1;148;0;18;0;7;17;0;0;2;2;17;1;2;61;9;24;4;0;0;24;;46;Столична;България;4;-;гр.София;68134;-;825
234615005;12;0;1;0;1;0;94;3;106;0;5;0;8;23;0;0;2;6;10;1;1;66;9;23;3;0;0;12;;46;Столична;България;5;-;гр.София;68134;-;655
234615006;5;1;0;3;4;1;61;1;118;0;19;0;3;21;0;0;0;4;7;4;1;64;3;27;1;0;0;29;;46;Столична;България;6;-;гр.София;68134;-;784
234615007;6;0;0;0;2;0;54;1;90;0;11;0;2;15;0;0;0;1;10;1;0;52;5;13;0;0;0;10;;46;Столична;България;7;-;гр.София;68134;-;552
234615008;10;0;1;1;1;3;87;0;169;1;22;0;12;18;5;0;1;2;13;3;3;63;10;25;0;0;0;26;;46;Столична;България;8;-;гр.София;68134;-;869
234615009;5;0;1;0;0;1;94;0;135;0;31;1;11;25;2;1;0;2;17;0;0;95;4;35;2;0;0;16;;46;Столична;България;9;-;гр.София;68134;-;838
234615010;2;0;2;0;0;2;105;0;129;2;13;0;8;21;1;0;1;0;12;0;0;67;4;25;1;0;0;23;;46;Столична;България;10;-;гр.София;68134;-;781
234615011;11;3;1;0;0;6;51;0;155;0;22;1;8;31;1;1;0;3;15;0;0;53;12;32;1;0;0;29;;46;Столична;България;11;-;гр.София;68134;-;837
234615012;10;2;0;1;0;0;93;1;144;0;18;1;11;23;0;2;1;4;12;1;2;72;8;31;0;0;0;6;;46;Столична;България;12;-;гр.София;68134;-;732
234615013;8;2;0;4;2;0;107;1;138;0;18;0;10;21;0;2;5;2;8;0;0;50;4;23;3;0;0;11;;46;Столична;България;13;-;гр.София;68134;-;683
234615014;10;0;1;0;2;0;50;0;88;1;16;1;6;14;0;1;1;2;15;1;0;67;1;22;5;0;0;10;;46;Столична;България;14;-;гр.София;68134;-;636
234615015;8;0;1;1;1;1;45;8;72;0;17;2;9;18;0;1;2;2;9;3;0;91;10;29;0;0;0;17;;46;Столична;България;15;-;гр.София;68134;-;634
234615016;11;1;2;0;2;2;62;3;128;1;22;1;8;12;1;1;1;1;6;0;0;45;10;34;3;0;0;18;;46;Столична;България;16;-;гр.София;68134;-;737
234615017;5;1;0;3;2;0;88;0;144;0;16;2;11;13;1;2;0;3;12;0;0;46;7;38;8;0;0;12;;46;Столична;България;17;-;гр.София;68134;-;811
234615018;9;1;0;0;0;1;77;2;144;1;24;1;9;22;1;3;0;1;15;0;1;76;4;26;1;0;0;16;;46;Столична;България;18;-;гр.София;68134;-;795
234615019;12;1;0;0;2;0;41;0;102;2;18;2;14;17;3;2;0;6;9;2;0;69;7;26;0;0;0;26;;46;Столична;България;19;-;гр.София;68134;-;682
234615020;8;0;1;0;0;0;71;3;130;2;22;1;6;19;2;1;0;5;7;2;0;86;7;19;1;0;0;14;;46;Столична;България;20;-;гр.София;68134;-;674
234615021;13;2;0;2;1;0;109;0;161;0;17;2;12;23;2;0;1;4;12;1;1;110;10;33;4;0;0;19;;46;Столична;България;21;-;гр.София;68134;-;847
234615022;20;3;1;0;0;3;71;1;132;2;13;0;6;18;2;1;1;2;12;3;0;68;7;20;0;0;0;21;;46;Столична;България;22;-;гр.София;68134;-;773
234615023;12;3;2;0;1;0;107;0;198;3;13;1;5;19;1;1;2;4;8;0;1;88;9;13;0;0;0;12;;46;Столична;България;23;-;гр.София;68134;-;829
234615024;9;0;0;0;0;2;76;3;142;1;22;4;5;23;1;0;0;1;14;0;1;105;4;17;1;0;0;16;;46;Столична;България;24;-;гр.София;68134;-;833
234615025;9;2;0;2;0;2;74;2;161;0;16;0;10;8;0;0;1;3;10;1;0;73;3;30;3;0;0;23;;46;Столична;България;25;-;гр.София;68134;-;833
234615026;11;1;0;0;1;0;76;1;149;0;22;0;13;12;0;0;0;2;10;0;0;77;5;25;4;0;0;22;;46;Столична;България;26;-;гр.София;68134;-;854
234615027;11;2;1;3;0;0;62;0;105;1;12;1;7;12;0;0;2;1;8;0;3;51;9;12;1;0;0;19;;46;Столична;България;27;-;гр.София;68134;-;600
234615028;8;2;0;0;0;0;58;0;94;0;11;2;5;13;1;1;3;1;15;2;0;33;5;22;0;0;0;26;;46;Столична;България;28;-;гр.София;68134;-;620
234615029;13;3;0;0;2;0;35;4;133;1;21;0;10;24;0;4;3;4;7;2;0;116;8;16;0;0;0;33;;46;Столична;България;29;-;гр.София;68134;-;778
234615030;7;2;0;0;1;0;53;0;131;0;21;0;8;20;0;1;1;1;10;1;2;85;5;16;0;0;0;21;;46;Столична;България;30;-;гр.София;68134;-;556
234615031;12;1;1;0;0;0;75;1;147;0;18;1;11;16;3;0;0;1;12;1;0;98;7;27;2;0;0;21;;46;Столична;България;31;-;гр.София;68134;-;822
234615032;3;0;0;1;1;2;67;1;120;3;17;0;5;15;1;2;1;1;10;1;0;73;2;31;1;0;0;23;;46;Столична;България;32;-;гр.София;68134;-;707
234615033;2;1;1;0;1;1;43;0;113;0;19;0;8;10;0;0;0;2;2;0;2;51;0;19;1;0;0;19;;46;Столична;България;33;-;гр.София;68134;-;286
234615034;10;1;3;0;1;1;71;1;153;0;27;0;6;19;1;3;1;2;19;2;0;50;5;37;1;0;0;16;;46;Столична;България;34;-;гр.София;68134;-;758
234615035;6;0;0;0;2;1;63;1;140;1;8;0;5;17;2;2;1;6;13;2;0;54;6;30;1;0;0;19;;46;Столична;България;35;-;гр.София;68134;-;675
234615036;5;0;0;0;0;0;53;0;67;1;4;0;2;8;0;1;2;1;9;1;0;38;4;9;1;0;0;6;;46;Столична;България;36;-;гр.София;68134;-;599
234615037;23;0;1;0;1;0;105;2;136;0;7;0;5;23;2;2;0;4;20;2;2;50;5;21;0;0;0;22;;46;Столична;България;37;-;гр.София;68134;-;775
234615038;10;0;1;0;1;2;79;2;188;0;16;1;6;13;2;3;0;4;16;2;0;52;8;30;0;0;0;26;;46;Столична;България;38;-;гр.София;68134;-;812
234615039;12;1;2;0;0;0;87;2;173;0;11;2;9;26;0;1;1;2;10;0;0;64;7;26;6;0;0;9;;46;Столична;България;39;-;гр.София;68134;-;797
234615040;14;1;1;1;0;0;86;1;128;3;12;0;12;11;12;1;0;2;4;1;0;58;0;27;2;0;0;14;;46;Столична;България;40;-;гр.София;68134;-;723
234615041;17;1;0;4;2;0;90;3;212;1;15;1;7;26;2;0;1;2;10;1;2;46;8;30;1;0;0;22;;46;Столична;България;41;-;гр.София;68134;-;845
234615042;6;0;2;0;1;0;76;1;123;1;15;1;1;6;1;0;3;6;12;1;2;42;8;18;1;0;0;18;;46;Столична;България;42;-;гр.София;68134;-;622
234615043;12;0;1;1;0;0;89;0;133;1;17;0;11;16;0;1;1;5;9;1;0;72;9;25;0;0;0;14;;46;Столична;България;43;-;гр.София;68134;-;767
234615044;14;0;0;0;1;1;65;0;122;0;14;0;6;20;0;0;2;5;6;2;2;52;3;24;0;0;0;18;;46;Столична;България;44;-;гр.София;68134;-;566
234615045;8;0;0;0;2;1;76;2;150;1;16;2;11;26;0;3;1;3;14;0;2;80;5;27;8;0;0;25;;46;Столична;България;45;-;гр.София;68134;-;908
234615046;10;0;0;1;2;0;64;1;135;2;18;1;6;25;0;0;2;2;13;4;0;66;2;18;2;0;0;16;;46;Столична;България;46;-;гр.София;68134;-;743
234615047;26;0;0;2;0;1;197;2;200;0;10;1;8;31;0;2;4;1;21;4;0;72;4;31;3;0;0;15;;46;Столична;България;47;-;гр.София;68134;-;973
234615048;16;0;1;2;0;0;71;0;145;1;23;3;8;28;0;0;0;4;11;0;0;85;5;27;3;0;0;21;;46;Столична;България;48;-;гр.София;68134;-;843
234615049;13;0;0;1;0;0;57;1;154;1;17;1;4;14;1;0;0;1;15;0;0;56;4;27;4;0;0;22;;46;Столична;България;49;-;гр.София;68134;-;784
234615050;16;1;0;0;0;1;72;3;93;0;23;1;11;22;0;0;0;0;16;2;1;112;4;32;0;0;0;13;;46;Столична;България;50;-;гр.София;68134;-;758
234615051;17;2;0;0;0;0;63;4;153;0;26;0;6;16;2;4;1;1;17;0;2;87;10;17;2;0;0;20;;46;Столична;България;51;-;гр.София;68134;-;797
234615052;9;0;1;1;2;1;76;2;146;1;12;3;9;18;3;0;0;3;14;1;2;73;13;18;3;0;0;14;;46;Столична;България;52;-;гр.София;68134;-;731
234615053;11;1;0;0;2;2;85;4;168;0;18;1;5;27;0;3;4;0;10;1;1;76;7;26;0;0;0;15;;46;Столична;България;53;-;гр.София;68134;-;923
234615054;21;1;0;2;3;1;65;0;121;0;30;0;7;35;2;2;0;3;15;0;1;112;8;19;3;0;0;17;;46;Столична;България;54;-;гр.София;68134;-;861
234615055;13;1;0;0;0;1;93;0;120;1;21;1;15;19;0;2;0;3;13;0;0;41;4;25;3;0;0;12;;46;Столична;България;55;-;гр.София;68134;-;672
234615056;11;0;1;1;0;0;74;1;176;0;23;8;10;23;1;0;0;4;14;1;0;85;7;38;4;0;0;23;;46;Столична;България;56;-;гр.София;68134;-;927
234615057;6;0;0;0;0;0;67;2;165;1;17;2;7;16;1;0;0;3;12;2;0;43;4;16;1;0;0;20;;46;Столична;България;57;-;гр.София;68134;-;766
234615058;14;0;0;0;1;0;66;2;144;1;24;1;6;16;1;1;2;2;9;0;1;40;12;30;2;0;0;17;;46;Столична;България;58;-;гр.София;68134;-;717
234615059;5;0;0;3;1;0;47;1;140;0;13;1;7;27;1;2;0;2;9;0;1;49;9;12;0;0;0;15;;46;Столична;България;59;-;гр.София;68134;-;627
234615060;4;0;0;0;1;0;63;0;112;1;16;0;10;10;2;0;0;3;17;1;0;43;5;16;0;0;0;19;;46;Столична;България;60;-;гр.София;68134;-;665
234615061;9;2;1;2;1;1;106;1;137;0;17;0;10;19;0;1;1;2;13;0;1;59;4;8;0;0;0;11;;46;Столична;България;61;-;гр.София;68134;-;732
234615062;8;0;2;2;3;1;50;0;100;0;16;0;13;14;1;0;0;1;14;3;1;72;8;26;1;0;0;22;;46;Столична;България;62;-;гр.София;68134;-;700
234615063;7;0;0;1;0;2;43;1;92;0;18;1;1;26;0;0;0;2;9;2;0;67;6;16;4;0;0;19;;46;Столична;България;63;-;гр.София;68134;-;587
234615064;5;0;0;0;0;1;62;1;110;2;25;1;6;28;1;2;0;1;12;0;0;63;11;24;1;0;0;6;;46;Столична;България;64;-;гр.София;68134;-;671
234615065;10;0;0;1;2;1;57;2;135;0;14;1;5;27;1;0;0;7;11;4;0;71;9;23;2;0;0;14;;46;Столична;България;65;-;гр.София;68134;-;738
234615066;9;3;0;1;0;0;64;2;127;0;14;2;9;20;2;2;2;2;3;0;0;52;4;26;0;0;0;20;;46;Столична;България;66;-;гр.София;68134;-;719
234615067;10;1;1;1;0;0;48;0;154;0;15;0;13;19;0;1;1;2;15;3;1;48;9;23;1;0;0;23;;46;Столична;България;67;-;гр.София;68134;-;799
234615068;12;1;0;0;1;2;60;2;100;1;15;0;4;24;0;0;0;2;12;1;0;81;10;21;0;0;0;21;;46;Столична;България;68;-;гр.София;68134;-;696
234615069;14;1;0;1;1;1;60;2;112;0;25;1;5;38;2;3;0;2;10;2;0;121;3;28;1;0;0;14;;46;Столична;България;69;-;гр.София;68134;-;787
234615070;13;0;0;0;0;0;59;2;161;0;12;1;6;17;1;0;0;4;12;1;2;66;6;23;6;0;0;27;;46;Столична;България;70;-;гр.София;68134;-;735
234615071;19;0;0;0;2;1;134;2;157;0;17;1;15;24;3;3;1;8;19;1;0;67;10;29;2;0;0;21;;46;Столична;България;71;-;гр.София;68134;-;870
234615072;14;0;0;0;1;1;64;3;119;2;13;3;4;10;0;0;1;6;8;0;0;45;7;30;3;0;0;13;;46;Столична;България;72;-;гр.София;68134;-;653
234615073;10;0;0;0;0;0;43;1;113;0;11;0;8;19;2;0;3;1;6;1;1;35;2;23;4;0;0;15;;46;Столична;България;73;-;гр.София;68134;-;708
234615074;7;0;1;1;1;0;50;1;125;0;12;0;7;13;1;1;3;1;6;0;0;41;8;22;2;0;0;14;;46;Столична;България;74;-;гр.София;68134;-;630
234615075;4;3;0;0;1;0;48;0;119;0;10;4;7;22;2;7;2;1;10;0;0;63;6;18;1;0;0;14;;46;Столична;България;75;-;гр.София;68134;-;623
234615076;6;0;1;1;0;0;57;1;136;1;12;0;7;17;3;6;1;5;10;2;2;47;12;35;2;0;0;17;;46;Столична;България;76;-;гр.София;68134;-;820
234615077;6;1;0;0;1;1;63;4;160;0;8;1;9;30;0;1;1;1;16;3;0;57;8;24;4;0;0;20;;46;Столична;България;77;-;гр.София;68134;-;835
234615078;5;1;0;2;1;1;35;0;145;0;11;1;7;21;0;0;2;2;11;0;0;64;5;18;1;0;0;25;;46;Столична;България;78;-;гр.София;68134;-;711
234615079;2;1;0;1;2;0;32;3;121;0;17;5;5;10;0;0;3;4;33;0;2;54;7;12;3;0;0;15;;46;Столична;България;79;-;гр.София;68134;-;710
234615080;12;2;2;0;0;1;42;0;112;0;12;0;10;18;0;0;0;2;10;1;0;53;8;14;1;0;0;14;;46;Столична;България;80;-;гр.София;68134;-;647
234615081;12;2;1;0;0;1;40;1;110;0;19;5;12;12;1;1;0;4;4;2;0;51;2;27;0;0;0;20;;46;Столична;България;81;-;гр.София;68134;-;669
234615082;6;1;0;0;3;1;47;4;121;2;12;0;11;23;3;3;0;3;13;1;1;70;6;19;3;0;0;21;;46;Столична;България;82;-;гр.София;68134;-;759
234615083;10;0;0;0;3;0;39;5;111;0;21;3;8;34;1;3;0;2;15;0;1;73;7;26;3;0;0;18;;46;Столична;България;83;-;гр.София;68134;-;672
234615084;8;1;0;1;2;0;28;1;112;3;13;2;9;27;0;6;1;0;8;1;0;139;8;25;0;0;0;20;;46;Столична;България;84;-;гр.София;68134;-;762
234615085;13;1;1;2;0;1;34;0;131;0;19;1;14;20;0;10;0;2;14;4;1;89;12;40;3;0;0;15;;46;Столична;България;85;-;гр.София;68134;-;789
234615086;9;1;1;1;0;1;66;2;136;1;24;0;15;28;3;2;1;1;12;1;4;130;4;37;1;0;0;29;;46;Столична;България;86;-;гр.София;68134;-;954
234615087;15;0;0;0;0;0;48;2;119;0;19;2;4;30;1;12;0;0;18;0;0;108;5;39;0;0;0;15;;46;Столична;България;87;-;гр.София;68134;-;779
234615088;8;1;1;3;1;0;38;1;71;0;16;0;12;23;1;10;1;3;10;1;1;105;5;28;0;0;0;5;;46;Столична;България;88;-;гр.София;68134;-;686
234615089;11;2;2;0;0;1;47;0;97;0;13;0;9;19;1;2;0;2;11;0;3;96;9;22;1;0;0;17;;46;Столична;България;89;-;гр.София;68134;-;675
234615090;8;2;0;0;3;0;38;2;103;0;17;1;13;24;1;15;0;1;9;1;1;67;4;12;0;0;0;15;;46;Столична;България;90;-;гр.София;68134;-;616
234615091;7;1;1;0;0;0;44;1;96;0;22;0;6;24;2;5;0;2;10;1;0;85;10;29;1;0;0;10;;46;Столична;България;91;-;гр.София;68134;-;638
234615092;11;0;0;0;1;0;83;2;136;0;28;1;10;32;2;6;2;1;17;3;0;80;5;28;2;0;0;12;;46;Столична;България;92;-;гр.София;68134;-;771
234615093;16;1;3;1;1;1;57;2;146;0;14;0;4;21;2;1;1;6;10;3;2;65;6;25;0;0;0;33;;46;Столична;България;93;-;гр.София;68134;-;718
234615094;8;1;3;0;0;0;45;1;126;0;16;2;8;13;1;1;1;1;16;1;1;62;12;13;1;0;0;23;;46;Столична;България;94;-;гр.София;68134;-;561
234615095;16;0;3;1;1;0;70;4;181;2;21;4;12;22;2;2;0;2;14;0;1;56;13;25;2;0;0;26;;46;Столична;България;95;-;гр.София;68134;-;835
234615096;13;0;1;0;3;0;72;2;121;0;10;0;12;17;1;0;0;2;17;0;1;46;6;20;3;0;0;15;;46;Столична;България;96;-;гр.София;68134;-;600
234615097;10;0;0;1;0;1;64;0;142;0;20;0;9;11;0;2;2;2;13;0;0;54;6;27;2;0;0;15;;46;Столична;България;97;-;гр.София;68134;-;748
234615098;12;1;0;0;1;0;56;2;152;1;11;2;13;31;0;7;2;5;7;3;0;88;8;16;2;0;0;13;;46;Столична;България;98;-;гр.София;68134;-;758
234615099;16;0;0;0;0;0;71;1;149;1;24;1;6;30;2;2;2;0;10;1;1;60;8;26;6;0;0;16;;46;Столична;България;99;-;гр.София;68134;-;812
234615100;6;1;2;0;5;3;96;2;186;0;8;1;8;30;2;1;1;4;10;0;0;29;9;24;0;0;0;21;;46;Столична;България;100;-;гр.София;68134;-;807
234615101;15;0;1;1;0;0;96;1;171;0;14;2;14;28;0;1;1;1;13;1;0;63;4;21;0;0;0;15;;46;Столична;България;101;-;гр.София;68134;-;770
234615102;9;0;0;1;1;0;53;0;137;0;25;3;10;19;0;4;1;0;13;2;0;83;7;15;7;0;0;20;;46;Столична;България;102;-;гр.София;68134;-;752
234615103;5;3;0;0;0;0;54;3;141;0;5;1;14;12;0;1;0;3;6;0;2;40;8;27;3;0;0;17;;46;Столична;България;103;-;гр.София;68134;-;692
234615104;4;2;0;0;0;0;38;3;130;0;13;2;10;10;2;4;0;7;5;1;0;40;2;13;7;0;0;22;;46;Столична;България;104;-;гр.София;68134;-;714
234615105;4;0;3;0;0;1;35;2;157;1;8;3;5;16;1;1;0;3;19;2;4;37;6;12;4;0;0;19;;46;Столична;България;105;-;гр.София;68134;-;791
234615106;13;0;0;2;0;0;62;1;122;0;24;0;4;21;0;0;0;3;14;0;0;55;5;22;3;0;0;12;;46;Столична;България;106;-;гр.София;68134;-;690
234615107;6;0;0;0;0;0;33;1;106;0;27;0;8;7;1;1;0;2;7;0;0;42;0;25;4;0;0;20;;46;Столична;България;107;-;гр.София;68134;-;650
234615108;3;1;2;0;0;0;41;2;115;0;14;0;10;14;1;0;0;1;1;0;0;42;3;14;1;0;0;15;;46;Столична;България;108;-;гр.София;68134;-;605
234615109;18;0;1;0;1;0;34;2;127;1;13;2;8;17;1;0;0;3;15;1;1;38;4;15;2;0;0;14;;46;Столична;България;109;-;гр.София;68134;-;671
234615110;21;0;0;0;1;0;68;3;112;0;17;2;13;23;0;2;3;1;8;3;1;46;3;17;1;0;0;9;;46;Столична;България;110;-;гр.София;68134;-;682
234615111;2;2;1;0;3;0;66;2;172;1;12;1;13;12;1;1;0;5;6;2;1;31;1;33;1;0;0;15;;46;Столична;България;111;-;гр.София;68134;-;384
234615112;9;0;3;0;0;0;52;0;146;0;12;2;4;18;1;2;0;5;11;0;1;54;8;15;4;0;0;17;;46;Столична;България;112;-;гр.София;68134;-;755
234615113;11;0;0;1;1;0;42;0;130;0;13;1;10;18;0;2;2;4;5;0;1;31;8;17;4;0;0;17;;46;Столична;България;113;-;гр.София;68134;-;737
234615114;9;1;0;0;0;1;35;4;116;0;7;0;4;21;0;1;3;4;5;2;0;35;2;10;7;0;0;17;;46;Столична;България;114;-;гр.София;68134;-;599
234615115;12;2;1;0;0;0;60;4;170;2;12;1;12;9;1;1;1;2;11;0;0;48;5;26;6;0;0;24;;46;Столична;България;115;-;гр.София;68134;-;830
234615116;5;1;1;0;1;0;83;0;167;0;19;4;17;18;1;2;1;0;10;0;0;41;5;22;6;0;0;22;;46;Столична;България;116;-;гр.София;68134;-;859
234615117;4;0;0;0;2;2;66;2;156;0;9;1;8;5;1;1;0;0;8;1;1;38;16;27;5;0;0;12;;46;Столична;България;117;-;гр.София;68134;-;701
234615118;8;1;0;0;0;1;61;2;88;3;11;0;8;21;3;0;3;1;11;1;1;36;12;24;1;0;0;15;;46;Столична;България;118;-;гр.София;68134;-;627
234615119;5;1;0;1;3;0;50;2;141;1;16;2;7;11;0;3;0;0;11;0;1;36;4;27;0;0;0;37;;46;Столична;България;119;-;гр.София;68134;-;771
234615120;5;0;0;1;1;1;51;2;207;1;13;0;9;14;1;3;0;11;14;1;0;49;7;29;3;0;0;22;;46;Столична;България;120;-;гр.София;68134;-;819
234615121;8;0;0;0;2;0;43;1;156;0;7;2;15;13;2;1;0;2;12;2;1;29;4;25;2;0;0;26;;46;Столична;България;121;-;гр.София;68134;-;773
234615122;5;0;1;0;1;0;57;0;218;1;9;0;9;10;0;0;0;5;14;0;1;44;4;34;4;0;0;24;;46;Столична;България;122;-;гр.София;68134;-;944
234615123;8;1;1;0;1;0;48;0;215;1;15;1;12;16;3;0;0;1;12;1;1;32;3;30;0;0;0;29;;46;Столична;България;123;-;гр.София;68134;-;833
234615124;5;1;0;1;0;0;23;0;111;0;10;0;8;16;2;1;0;2;16;2;0;25;1;23;0;0;0;26;;46;Столична;България;124;-;гр.София;68134;-;723
234615125;3;2;1;1;0;0;26;5;116;2;17;0;10;7;0;2;1;5;7;0;4;22;5;24;2;0;0;19;;46;Столична;България;125;-;гр.София;68134;-;641
234615126;2;0;0;1;0;1;12;0;39;1;7;0;7;3;1;0;0;2;4;0;1;11;0;7;1;0;0;9;;46;Столична;България;126;-;гр.София;68134;-;81
234615127;0;0;0;0;0;0;1;0;3;0;0;0;0;2;0;0;0;1;0;0;0;2;0;1;0;0;0;1;;46;Столична;България;127;-;гр.София;68134;-;14
234616001;20;3;0;0;5;0;198;4;300;5;20;4;22;34;1;1;2;9;47;5;0;60;30;47;2;0;0;53;;46;Столична;България;1;-;гр.София;68134;-;643
234616002;11;0;1;2;3;0;134;11;218;1;15;2;21;23;1;4;1;10;25;6;2;45;18;47;3;0;0;61;;46;Столична;България;2;-;гр.София;68134;-;305
234616003;6;0;1;1;3;1;164;15;225;0;11;1;20;33;1;4;4;9;31;5;0;28;29;34;2;0;0;57;;46;Столична;България;3;-;гр.София;68134;-;286
234616004;11;2;2;0;1;0;116;7;157;0;14;0;19;32;3;6;1;2;23;3;3;58;17;44;0;0;0;52;;46;Столична;България;4;-;гр.София;68134;-;423
234616005;17;1;2;0;6;0;157;5;266;2;13;1;22;37;2;6;3;8;36;5;2;58;17;49;3;0;0;58;;46;Столична;България;5;-;гр.София;68134;-;513
234616006;4;1;3;0;3;2;109;10;202;2;15;1;9;25;0;2;2;5;32;3;0;24;10;30;4;0;0;39;;46;Столична;България;6;-;гр.София;68134;-;210
234616007;18;0;0;0;2;0;152;3;221;2;12;3;8;30;1;1;4;6;21;2;1;59;23;38;0;0;0;27;;46;Столична;България;7;-;гр.София;68134;-;730
234616008;17;1;0;0;3;0;107;6;161;0;14;0;15;21;4;1;0;4;17;3;0;41;13;34;0;0;0;30;;46;Столична;България;8;-;гр.София;68134;-;371
234616009;16;1;2;1;10;0;133;6;243;0;20;0;34;33;0;2;2;10;37;4;1;67;22;44;2;0;0;43;;46;Столична;България;9;-;гр.София;68134;-;727
234616010;9;0;0;0;2;0;63;2;75;3;16;1;11;8;0;1;0;1;8;1;1;31;7;18;0;0;0;10;;46;Столична;България;10;-;гр.София;68134;-;443
234616011;6;0;0;0;0;0;36;2;82;0;10;0;5;4;1;1;0;1;3;1;1;15;2;17;0;0;0;9;;46;Столична;България;11;-;гр.София;68134;-;375
234616012;0;0;1;0;0;0;3;1;20;1;2;0;1;6;0;1;0;1;3;0;0;12;0;5;0;0;0;8;;46;Столична;България;12;-;гр.София;68134;-;85
234616013;6;0;0;0;0;1;47;0;116;0;15;0;7;11;0;1;0;3;5;0;0;26;3;12;5;0;0;15;;46;Столична;България;13;-;гр.София;68134;-;545
234616014;3;0;0;0;1;1;35;2;102;0;9;0;4;14;1;0;0;1;10;2;2;41;6;17;0;0;0;11;;46;Столична;България;14;-;гр.София;68134;-;465
