sid,yes,no,invalid,region,municipality,municipality_name,admin_reg,station,region_name,place,ekatte,address,eligible_voters
040600020,85,43,0,04,06,Горна Оряховица,00,020,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,710
040600021,79,39,2,04,06,Горна Оряховица,00,021,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,643
040600022,91,43,0,04,06,Горна Оряховица,00,022,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,671
040600024,49,25,0,04,06,Горна Оряховица,00,024,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,384
040600025,78,62,1,04,06,Горна Оряховица,00,025,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,686
040600026,122,64,2,04,06,Горна Оряховица,00,026,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,935
040600028,123,44,4,04,06,Горна Оряховица,00,028,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,901
040600029,101,47,0,04,06,Горна Оряховица,00,029,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,700
040600030,75,34,0,04,06,Горна Оряховица,00,030,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,610
040600031,119,44,0,04,06,Горна Оряховица,00,031,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,835
040600032,98,48,1,04,06,Горна Оряховица,00,032,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,838
040600033,113,46,1,04,06,Горна Оряховица,00,033,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,678
040600035,80,53,2,04,06,Горна Оряховица,00,035,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,670
040600036,85,63,0,04,06,Горна Оряховица,00,036,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,781
040600037,93,49,6,04,06,Горна Оряховица,00,037,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,669
040600038,98,53,1,04,06,Горна Оряховица,00,038,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,837
040600039,126,37,1,04,06,Горна Оряховица,00,039,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,783
040600041,57,39,1,04,06,Горна Оряховица,00,041,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,691
040600042,94,35,0,04,06,Горна Оряховица,00,042,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,902
040600043,88,38,0,04,06,Горна Оряховица,00,043,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,728
040600045,77,35,0,04,06,Горна Оряховица,00,045,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,746
040600046,98,31,2,04,06,Горна Оряховица,00,046,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,862
040600047,30,15,3,04,06,Горна Оряховица,00,047,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,78
040600050,115,47,0,04,06,Горна Оряховица,00,050,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,863
040600051,98,47,0,04,06,Горна Оряховица,00,051,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,814
040600052,86,43,1,04,06,Горна Оряховица,00,052,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,677
040600053,109,45,3,04,06,Горна Оряховица,00,053,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,779
040600054,53,25,0,04,06,Горна Оряховица,00,054,ВЕЛИКО ТЪРНОВО,гр.Горна Оряховица,16359.0,-,668
040600058,93,39,2,04,06,Горна Оряховица,00,058,ВЕЛИКО ТЪРНОВО,с.Правда,57981.0,-,508
040600059,109,49,0,04,06,Горна Оряховица,00,059,ВЕЛИКО ТЪРНОВО,с.Първомайци,59094.0,-,734
040600060,88,37,3,04,06,Горна Оряховица,00,060,ВЕЛИКО ТЪРНОВО,с.Първомайци,59094.0,-,722
040600061,106,61,3,04,06,Горна Оряховица,00,061,ВЕЛИКО ТЪРНОВО,с.Първомайци,59094.0,-,919
040600063,109,86,1,04,06,Горна Оряховица,00,063,ВЕЛИКО ТЪРНОВО,с.Поликраище,57217.0,-,932
040600065,113,67,3,04,06,Горна Оряховица,00,065,ВЕЛИКО ТЪРНОВО,с.Поликраище,57217.0,-,929
040600066,115,40,1,04,06,Горна Оряховица,00,066,ВЕЛИКО ТЪРНОВО,с.Крушето,40172.0,-,709
040600067,90,49,0,04,06,Горна Оряховица,00,067,ВЕЛИКО ТЪРНОВО,гр.Долна Оряховица,22232.0,-,627
040600068,85,52,0,04,06,Горна Оряховица,00,068,ВЕЛИКО ТЪРНОВО,гр.Долна Оряховица,22232.0,-,582
040600069,97,43,2,04,06,Горна Оряховица,00,069,ВЕЛИКО ТЪРНОВО,гр.Долна Оряховица,22232.0,-,738
040600070,86,46,0,04,06,Горна Оряховица,00,070,ВЕЛИКО ТЪРНОВО,гр.Долна Оряховица,22232.0,-,711
040600071,84,35,5,04,06,Горна Оряховица,00,071,ВЕЛИКО ТЪРНОВО,с.Писарево,56472.0,-,838
040600072,31,19,1,04,06,Горна Оряховица,00,072,ВЕЛИКО ТЪРНОВО,с.Върбица,12735.0,-,325
040600073,16,9,0,04,06,Горна Оряховица,00,073,ВЕЛИКО ТЪРНОВО,с.Върбица,12735.0,-,571
040600074,33,23,1,04,06,Горна Оряховица,00,074,ВЕЛИКО ТЪРНОВО,с.Драганово,23100.0,-,797
040600075,77,36,1,04,06,Горна Оряховица,00,075,ВЕЛИКО ТЪРНОВО,с.Драганово,23100.0,-,688
040600076,55,30,1,04,06,Горна Оряховица,00,076,ВЕЛИКО ТЪРНОВО,с.Драганово,23100.0,-,668
040600077,40,24,1,04,06,Горна Оряховица,00,077,ВЕЛИКО ТЪРНОВО,с.Стрелец,69780.0,-,252
040600078,14,18,0,04,06,Горна Оряховица,00,078,ВЕЛИКО ТЪРНОВО,с.Паисий,55196.0,-,105
040600079,81,33,0,04,06,Горна Оряховица,00,079,ВЕЛИКО ТЪРНОВО,с.Янтра,87453.0,-,114
040600080,17,1,4,04,06,Горна Оряховица,00,080,ВЕЛИКО ТЪРНОВО,с.Горски горен Тръмбеш,17107.0,-,48
040600081,22,13,0,04,06,Горна Оряховица,00,081,ВЕЛИКО ТЪРНОВО,с.Горски горен Тръмбеш,17107.0,-,85
040600082,30,24,1,04,06,Горна Оряховица,00,082,ВЕЛИКО ТЪРНОВО,с.Горски долен Тръмбеш,17124.0,-,257
041300001,131,55,4,04,13,Елена,00,001,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,927
041300002,149,83,3,04,13,Елена,00,002,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,961
041300003,133,93,5,04,13,Елена,00,003,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,999
041300004,109,77,3,04,13,Елена,00,004,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,851
041300005,65,38,2,04,13,Елена,00,005,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,698
041300006,87,53,3,04,13,Елена,00,006,ВЕЛИКО ТЪРНОВО,гр.Елена,27190.0,-,953
041300010,43,12,1,04,13,Елена,00,010,ВЕЛИКО ТЪРНОВО,с.Беброво,3054.0,-,292
041300011,4,8,1,04,13,Елена,00,011,ВЕЛИКО ТЪРНОВО,с.Блъсковци,4460.0,-,31
041300012,9,8,0,04,13,Елена,00,012,ВЕЛИКО ТЪРНОВО,с.Бойковци,5164.0,-,57
041300013,18,12,0,04,13,Елена,00,013,ВЕЛИКО ТЪРНОВО,с.Буйновци,6896.0,-,117
041300015,15,7,0,04,13,Елена,00,015,ВЕЛИКО ТЪРНОВО,с.Дрента,23710.0,-,71
041300016,28,15,0,04,13,Елена,00,016,ВЕЛИКО ТЪРНОВО,с.Илаков рът,32593.0,-,97
041300017,13,18,0,04,13,Елена,00,017,ВЕЛИКО ТЪРНОВО,с.Каменари,35729.0,-,195
041300018,92,29,3,04,13,Елена,00,018,ВЕЛИКО ТЪРНОВО,с.Константин,38337.0,-,969
041300019,11,12,0,04,13,Елена,00,019,ВЕЛИКО ТЪРНОВО,с.Костел,38861.0,-,70
041300020,37,13,0,04,13,Елена,00,020,ВЕЛИКО ТЪРНОВО,с.Майско,46125.0,-,889
041300021,24,17,0,04,13,Елена,00,021,ВЕЛИКО ТЪРНОВО,с.Марян,47425.0,-,104
041300022,5,10,0,04,13,Елена,00,022,ВЕЛИКО ТЪРНОВО,с.Мийковци,48057.0,-,52
041300023,35,15,0,04,13,Елена,00,023,ВЕЛИКО ТЪРНОВО,с.Палици,55261.0,-,142
041300024,31,12,1,04,13,Елена,00,024,ВЕЛИКО ТЪРНОВО,с.Руховци,63495.0,-,100
041300025,9,9,2,04,13,Елена,00,025,ВЕЛИКО ТЪРНОВО,с.Средни колиби,68429.0,-,46
041300026,10,11,0,04,13,Елена,00,026,ВЕЛИКО ТЪРНОВО,с.Тодювци,72607.0,-,70
041300027,12,22,0,04,13,Елена,00,027,ВЕЛИКО ТЪРНОВО,с.Чакали,80100.0,-,72
041300028,7,9,0,04,13,Елена,00,028,ВЕЛИКО ТЪРНОВО,с.Гърдевци,18335.0,-,39
041300029,15,14,0,04,13,Елена,00,029,ВЕЛИКО ТЪРНОВО,с.Яковци,87326.0,-,67
041400001,97,54,2,04,14,Златарица,00,001,ВЕЛИКО ТЪРНОВО,гр.Златарица,30962.0,-,773
041400002,59,33,1,04,14,Златарица,00,002,ВЕЛИКО ТЪРНОВО,гр.Златарица,30962.0,-,863
041400003,96,30,2,04,14,Златарица,00,003,ВЕЛИКО ТЪРНОВО,гр.Златарица,30962.0,-,641
041400004,68,15,0,04,14,Златарица,00,004,ВЕЛИКО ТЪРНОВО,с.Родина,62877.0,-,388
041400005,56,32,6,04,14,Златарица,00,005,ВЕЛИКО ТЪРНОВО,с.Горско ново село,17213.0,-,427
041400006,28,12,0,04,14,Златарица,00,006,ВЕЛИКО ТЪРНОВО,с.Сливовица,67395.0,-,86
041400007,17,12,1,04,14,Златарица,00,007,ВЕЛИКО ТЪРНОВО,с.Росно,63118.0,-,82
041400008,19,8,1,04,14,Златарица,00,008,ВЕЛИКО ТЪРНОВО,с.Долно Шивачево,22890.0,-,63
041400009,28,9,0,04,14,Златарица,00,009,ВЕЛИКО ТЪРНОВО,с.Калайджии,35273.0,-,162
041400010,5,18,3,04,14,Златарица,00,010,ВЕЛИКО ТЪРНОВО,с.Резач,62431.0,-,92
041400011,22,18,0,04,14,Златарица,00,011,ВЕЛИКО ТЪРНОВО,с.Средно село,68494.0,-,127
041400012,9,11,0,04,14,Златарица,00,012,ВЕЛИКО ТЪРНОВО,с.Разсоха,61830.0,-,64
041400013,16,3,0,04,14,Златарица,00,013,ВЕЛИКО ТЪРНОВО,с.Дедина,20506.0,-,62
042000001,76,33,2,04,20,Лясковец,00,001,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,616
042000002,96,49,0,04,20,Лясковец,00,002,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,755
042000003,71,38,0,04,20,Лясковец,00,003,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,740
042000005,100,88,1,04,20,Лясковец,00,005,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,840
042000006,115,74,0,04,20,Лясковец,00,006,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,811
042000007,119,89,17,04,20,Лясковец,00,007,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,1042
042000009,74,43,1,04,20,Лясковец,00,009,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,793
042000010,84,39,3,04,20,Лясковец,00,010,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,882
042000011,110,55,1,04,20,Лясковец,00,011,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,652
042000012,80,39,1,04,20,Лясковец,00,012,ВЕЛИКО ТЪРНОВО,гр.Лясковец,44793.0,-,719
042000014,86,66,4,04,20,Лясковец,00,014,ВЕЛИКО ТЪРНОВО,с.Драгижево,23217.0,-,596
042000015,92,29,0,04,20,Лясковец,00,015,ВЕЛИКО ТЪРНОВО,с.Мерданя,47826.0,-,467
042000016,115,61,1,04,20,Лясковец,00,016,ВЕЛИКО ТЪРНОВО,с.Козаревец,37664.0,-,776
042000017,56,36,3,04,20,Лясковец,00,017,ВЕЛИКО ТЪРНОВО,с.Добри дял,21453.0,-,367
042000018,35,19,2,04,20,Лясковец,00,018,ВЕЛИКО ТЪРНОВО,с.Добри дял,21453.0,-,541
042000019,120,60,6,04,20,Лясковец,00,019,ВЕЛИКО ТЪРНОВО,с.Джулюница,20835.0,-,834
042000020,125,55,0,04,20,Лясковец,00,020,ВЕЛИКО ТЪРНОВО,с.Джулюница,20835.0,-,820
042200001,100,38,2,04,22,Павликени,00,001,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,651
042200002,120,64,2,04,22,Павликени,00,002,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,708
042200003,52,33,0,04,22,Павликени,00,003,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,519
042200004,88,48,0,04,22,Павликени,00,004,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,637
042200005,88,45,5,04,22,Павликени,00,005,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,527
042200006,107,73,1,04,22,Павликени,00,006,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,756
042200007,130,64,11,04,22,Павликени,00,007,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,867
042200008,62,44,3,04,22,Павликени,00,008,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,559
042200009,63,33,0,04,22,Павликени,00,009,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,675
042200010,41,25,0,04,22,Павликени,00,010,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,662
042200011,99,28,3,04,22,Павликени,00,011,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,948
042200012,112,67,3,04,22,Павликени,00,012,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,604
042200013,75,48,6,04,22,Павликени,00,013,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,622
042200014,85,54,3,04,22,Павликени,00,014,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,664
042200016,136,57,1,04,22,Павликени,00,016,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,666
042200017,97,66,0,04,22,Павликени,00,017,ВЕЛИКО ТЪРНОВО,гр.Павликени,55052.0,-,677
042200021,167,32,3,04,22,Павликени,00,021,ВЕЛИКО ТЪРНОВО,с.Батак,2823.0,-,686
042200022,167,44,8,04,22,Павликени,00,022,ВЕЛИКО ТЪРНОВО,с.Бутово,7123.0,-,739
042200023,90,57,4,04,22,Павликени,00,023,ВЕЛИКО ТЪРНОВО,гр.Бяла черква,7716.0,-,748
042200024,60,35,4,04,22,Павликени,00,024,ВЕЛИКО ТЪРНОВО,гр.Бяла черква,7716.0,-,702
042200025,61,23,2,04,22,Павликени,00,025,ВЕЛИКО ТЪРНОВО,гр.Бяла черква,7716.0,-,870
042200026,65,33,3,04,22,Павликени,00,026,ВЕЛИКО ТЪРНОВО,с.Вишовград,11380.0,-,264
042200027,83,51,1,04,22,Павликени,00,027,ВЕЛИКО ТЪРНОВО,с.Върбовка,12783.0,-,595
042200028,43,20,0,04,22,Павликени,00,028,ВЕЛИКО ТЪРНОВО,с.Върбовка,12783.0,-,388
042200029,81,46,10,04,22,Павликени,00,029,ВЕЛИКО ТЪРНОВО,с.Горна Липница,16290.0,-,419
042200030,93,38,3,04,22,Павликени,00,030,ВЕЛИКО ТЪРНОВО,с.Долна Липница,22160.0,-,618
042200031,83,36,1,04,22,Павликени,00,031,ВЕЛИКО ТЪРНОВО,с.Димча,21138.0,-,302
042200032,59,44,2,04,22,Павликени,00,032,ВЕЛИКО ТЪРНОВО,с.Дъскот,24685.0,-,327
042200033,96,59,4,04,22,Павликени,00,033,ВЕЛИКО ТЪРНОВО,с.Караисен,36289.0,-,525
042200034,80,37,3,04,22,Павликени,00,034,ВЕЛИКО ТЪРНОВО,с.Караисен,36289.0,-,447
042200035,71,59,0,04,22,Павликени,00,035,ВЕЛИКО ТЪРНОВО,с.Лесичери,43356.0,-,423
042200036,88,54,1,04,22,Павликени,00,036,ВЕЛИКО ТЪРНОВО,с.Михалци,48550.0,-,550
042200037,47,15,1,04,22,Павликени,00,037,ВЕЛИКО ТЪРНОВО,с.Мусина,49429.0,-,152
042200038,65,22,6,04,22,Павликени,00,038,ВЕЛИКО ТЪРНОВО,с.Недан,51295.0,-,463
042200039,137,20,6,04,22,Павликени,00,039,ВЕЛИКО ТЪРНОВО,с.Недан,51295.0,-,742
042200040,57,14,3,04,22,Павликени,00,040,ВЕЛИКО ТЪРНОВО,с.Паскалевец,55508.0,-,158
042200041,106,49,2,04,22,Павликени,00,041,ВЕЛИКО ТЪРНОВО,с.Патреш,55573.0,-,441
042200042,39,22,2,04,22,Павликени,00,042,ВЕЛИКО ТЪРНОВО,с.Росица,63080.0,-,132
042200043,90,52,1,04,22,Павликени,00,043,ВЕЛИКО ТЪРНОВО,с.Сломер,67475.0,-,370
042200044,91,36,3,04,22,Павликени,00,044,ВЕЛИКО ТЪРНОВО,с.Стамболово,68708.0,-,611
042600001,114,74,5,04,26,Полски Тръмбеш,00,001,ВЕЛИКО ТЪРНОВО,гр.Полски Тръмбеш,57354.0,-,887
042600002,121,60,2,04,26,Полски Тръмбеш,00,002,ВЕЛИКО ТЪРНОВО,гр.Полски Тръмбеш,57354.0,-,850
042600003,118,38,0,04,26,Полски Тръмбеш,00,003,ВЕЛИКО ТЪРНОВО,гр.Полски Тръмбеш,57354.0,-,844
042600004,62,25,0,04,26,Полски Тръмбеш,00,004,ВЕЛИКО ТЪРНОВО,гр.Полски Тръмбеш,57354.0,-,895
042600005,113,56,0,04,26,Полски Тръмбеш,00,005,ВЕЛИКО ТЪРНОВО,гр.Полски Тръмбеш,57354.0,-,902
042600006,99,26,2,04,26,Полски Тръмбеш,00,006,ВЕЛИКО ТЪРНОВО,с.Раданово,61279.0,-,715
042600007,53,20,1,04,26,Полски Тръмбеш,00,007,ВЕЛИКО ТЪРНОВО,с.Раданово,61279.0,-,695
042600008,84,26,3,04,26,Полски Тръмбеш,00,008,ВЕЛИКО ТЪРНОВО,с.Орловец,53905.0,-,453
042600009,68,30,3,04,26,Полски Тръмбеш,00,009,ВЕЛИКО ТЪРНОВО,с.Каранци,36405.0,-,268
042600010,119,61,2,04,26,Полски Тръмбеш,00,010,ВЕЛИКО ТЪРНОВО,с.Масларево,47439.0,-,552
042600011,31,11,2,04,26,Полски Тръмбеш,00,011,ВЕЛИКО ТЪРНОВО,с.Вързулица,12869.0,-,120
042600012,125,55,1,04,26,Полски Тръмбеш,00,012,ВЕЛИКО ТЪРНОВО,с.Обединение,53014.0,-,627
042600013,101,60,2,04,26,Полски Тръмбеш,00,013,ВЕЛИКО ТЪРНОВО,с.Иванча,32175.0,-,384
042600014,120,44,5,04,26,Полски Тръмбеш,00,014,ВЕЛИКО ТЪРНОВО,с.Полски Сеновец,57340.0,-,584
042600015,71,18,0,04,26,Полски Тръмбеш,00,015,ВЕЛИКО ТЪРНОВО,с.Стефан Стамболово,17467.0,-,145
042600016,88,41,0,04,26,Полски Тръмбеш,00,016,ВЕЛИКО ТЪРНОВО,с.Павел,55018.0,-,661
042600017,106,33,3,04,26,Полски Тръмбеш,00,017,ВЕЛИКО ТЪРНОВО,с.Страхилово,69732.0,-,808
042600018,59,23,0,04,26,Полски Тръмбеш,00,018,ВЕЛИКО ТЪРНОВО,с.Петко Каравелово,65471.0,-,661
042600019,44,17,2,04,26,Полски Тръмбеш,00,019,ВЕЛИКО ТЪРНОВО,с.Петко Каравелово,65471.0,-,731
042600020,97,25,1,04,26,Полски Тръмбеш,00,020,ВЕЛИКО ТЪРНОВО,с.Куцина,40782.0,-,544
042600021,82,67,3,04,26,Полски Тръмбеш,00,021,ВЕЛИКО ТЪРНОВО,с.Климентово,41246.0,-,729
042800001,80,33,0,04,28,Свищов,00,001,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,684
042800002,95,87,1,04,28,Свищов,00,002,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,536
042800003,76,50,1,04,28,Свищов,00,003,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,507
042800004,13,6,0,04,28,Свищов,00,004,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,60
042800005,105,108,1,04,28,Свищов,00,005,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,680
042800006,91,88,0,04,28,Свищов,00,006,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,508
042800007,146,114,1,04,28,Свищов,00,007,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,844
042800009,94,45,1,04,28,Свищов,00,009,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,718
042800010,79,59,0,04,28,Свищов,00,010,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,610
042800011,94,86,2,04,28,Свищов,00,011,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,670
042800012,94,101,0,04,28,Свищов,00,012,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,623
042800013,78,128,0,04,28,Свищов,00,013,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,573
042800014,77,89,1,04,28,Свищов,00,014,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,490
042800016,110,114,4,04,28,Свищов,00,016,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,665
042800017,141,155,2,04,28,Свищов,00,017,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,834
042800018,94,128,1,04,28,Свищов,00,018,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,717
042800019,106,86,0,04,28,Свищов,00,019,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,566
042800020,116,78,6,04,28,Свищов,00,020,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,788
042800021,127,152,0,04,28,Свищов,00,021,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,279
042800022,83,115,1,04,28,Свищов,00,022,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,695
042800023,89,88,1,04,28,Свищов,00,023,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,685
042800024,103,129,1,04,28,Свищов,00,024,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,733
042800025,86,81,3,04,28,Свищов,00,025,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,600
042800026,121,105,1,04,28,Свищов,00,026,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,689
042800029,13,8,3,04,28,Свищов,00,029,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,45
042800030,27,18,14,04,28,Свищов,00,030,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,98
042800031,120,117,2,04,28,Свищов,00,031,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,843
042800032,134,95,3,04,28,Свищов,00,032,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,686
042800033,83,77,1,04,28,Свищов,00,033,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,601
042800034,219,123,3,04,28,Свищов,00,034,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,346
042800035,108,89,1,04,28,Свищов,00,035,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,772
042800041,106,41,0,04,28,Свищов,00,041,ВЕЛИКО ТЪРНОВО,с.Алеково,237.0,-,529
042800044,40,31,5,04,28,Свищов,00,044,ВЕЛИКО ТЪРНОВО,с.Александрово,285.0,-,200
042800047,93,76,2,04,28,Свищов,00,047,ВЕЛИКО ТЪРНОВО,с.Българско Сливово,7363.0,-,581
042800048,106,47,15,04,28,Свищов,00,048,ВЕЛИКО ТЪРНОВО,с.Българско Сливово,7363.0,-,606
042800050,134,103,2,04,28,Свищов,00,050,ВЕЛИКО ТЪРНОВО,с.Вардим,10118.0,-,929
042800053,109,37,5,04,28,Свищов,00,053,ВЕЛИКО ТЪРНОВО,с.Горна Студена,16393.0,-,406
042800056,34,15,0,04,28,Свищов,00,056,ВЕЛИКО ТЪРНОВО,с.Деляновци,20630.0,-,115
042800058,149,95,3,04,28,Свищов,00,058,ВЕЛИКО ТЪРНОВО,с.Драгомирово,23431.0,-,597
042800062,60,44,37,04,28,Свищов,00,062,ВЕЛИКО ТЪРНОВО,с.Козловец,37784.0,-,490
042800063,140,61,7,04,28,Свищов,00,063,ВЕЛИКО ТЪРНОВО,с.Козловец,37784.0,-,751
042800065,81,36,4,04,28,Свищов,00,065,ВЕЛИКО ТЪРНОВО,с.Морава,49028.0,-,487
042800066,95,62,0,04,28,Свищов,00,066,ВЕЛИКО ТЪРНОВО,с.Морава,49028.0,-,501
042800069,176,53,0,04,28,Свищов,00,069,ВЕЛИКО ТЪРНОВО,с.Овча могила,53196.0,-,642
042800070,147,23,2,04,28,Свищов,00,070,ВЕЛИКО ТЪРНОВО,с.Овча могила,53196.0,-,728
042800073,226,101,6,04,28,Свищов,00,073,ВЕЛИКО ТЪРНОВО,с.Ореш,53672.0,-,802
042800074,194,59,2,04,28,Свищов,00,074,ВЕЛИКО ТЪРНОВО,с.Ореш,53672.0,-,719
042800078,32,29,0,04,28,Свищов,00,078,ВЕЛИКО ТЪРНОВО,с.Совата,67787.0,-,244
042800080,101,80,1,04,28,Свищов,00,080,ВЕЛИКО ТЪРНОВО,с.Хаджидимитрово,77013.0,-,719
042800083,153,125,0,04,28,Свищов,00,083,ВЕЛИКО ТЪРНОВО,с.Царевец,78121.0,-,582
042800084,107,58,1,04,28,Свищов,00,084,ВЕЛИКО ТЪРНОВО,с.Царевец,78121.0,-,438
042800086,62,21,2,04,28,Свищов,00,086,ВЕЛИКО ТЪРНОВО,с.Червена,80457.0,-,238
042800087,138,96,0,04,28,Свищов,00,087,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,777
042800088,103,65,1,04,28,Свищов,00,088,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,597
042800089,102,100,0,04,28,Свищов,00,089,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,622
042800090,117,87,1,04,28,Свищов,00,090,ВЕЛИКО ТЪРНОВО,гр.Свищов,65766.0,-,891
043100001,133,56,3,04,31,Стражица,00,001,ВЕЛИКО ТЪРНОВО,гр.Стражица,69633.0,-,831
043100002,118,63,4,04,31,Стражица,00,002,ВЕЛИКО ТЪРНОВО,гр.Стражица,69633.0,-,789
043100003,80,39,7,04,31,Стражица,00,003,ВЕЛИКО ТЪРНОВО,гр.Стражица,69633.0,-,880
043100004,78,44,5,04,31,Стражица,00,004,ВЕЛИКО ТЪРНОВО,гр.Стражица,69633.0,-,1045
043100005,89,48,2,04,31,Стражица,00,005,ВЕЛИКО ТЪРНОВО,гр.Стражица,69633.0,-,965
