sid,yes,no,invalid,region,municipality,municipality_name,admin_reg,station,region_name,place,ekatte,address,eligible_voters
201500506,30,37,0,20,15,Кайнарджа,00,506,СИЛИСТРА,с.Зарник,30346.0,-,381
201500507,147,62,0,20,15,Кайнарджа,00,507,СИЛИСТРА,с.Кайнарджа,35242.0,-,689
201500508,41,6,0,20,15,Кайнарджа,00,508,СИЛИСТРА,с.Краново,39462.0,-,106
201500509,11,13,1,20,15,Кайнарджа,00,509,СИЛИСТРА,с.Полковник Чолаково,57306.0,-,174
201500510,32,12,0,20,15,Кайнарджа,00,510,СИЛИСТРА,с.Посев,57889.0,-,287
201500511,8,12,0,20,15,Кайнарджа,00,511,СИЛИСТРА,с.Светослав,65615.0,-,101
201500512,86,32,4,20,15,Кайнарджа,00,512,СИЛИСТРА,с.Средище,68357.0,-,616
201500513,55,6,1,20,15,Кайнарджа,00,513,СИЛИСТРА,с.Средище,68357.0,-,631
203100101,98,59,1,20,31,Силистра,00,101,СИЛИСТРА,гр.Силистра,66425.0,-,574
203100102,82,55,1,20,31,Силистра,00,102,СИЛИСТРА,гр.Силистра,66425.0,-,535
203100103,97,86,1,20,31,Силистра,00,103,СИЛИСТРА,гр.Силистра,66425.0,-,618
203100104,95,56,2,20,31,Силистра,00,104,СИЛИСТРА,гр.Силистра,66425.0,-,623
203100105,88,67,1,20,31,Силистра,00,105,СИЛИСТРА,гр.Силистра,66425.0,-,569
203100106,75,61,1,20,31,Силистра,00,106,СИЛИСТРА,гр.Силистра,66425.0,-,523
203100107,62,59,0,20,31,Силистра,00,107,СИЛИСТРА,гр.Силистра,66425.0,-,506
203100108,97,82,4,20,31,Силистра,00,108,СИЛИСТРА,гр.Силистра,66425.0,-,734
203100109,94,54,2,20,31,Силистра,00,109,СИЛИСТРА,гр.Силистра,66425.0,-,553
203100110,141,78,1,20,31,Силистра,00,110,СИЛИСТРА,гр.Силистра,66425.0,-,763
203100111,103,68,0,20,31,Силистра,00,111,СИЛИСТРА,гр.Силистра,66425.0,-,739
203100112,110,70,0,20,31,Силистра,00,112,СИЛИСТРА,гр.Силистра,66425.0,-,866
203100113,75,66,0,20,31,Силистра,00,113,СИЛИСТРА,гр.Силистра,66425.0,-,571
203100114,102,64,1,20,31,Силистра,00,114,СИЛИСТРА,гр.Силистра,66425.0,-,707
203100115,109,77,2,20,31,Силистра,00,115,СИЛИСТРА,гр.Силистра,66425.0,-,975
203100116,82,55,0,20,31,Силистра,00,116,СИЛИСТРА,гр.Силистра,66425.0,-,605
203100117,114,85,2,20,31,Силистра,00,117,СИЛИСТРА,гр.Силистра,66425.0,-,770
203100118,113,95,0,20,31,Силистра,00,118,СИЛИСТРА,гр.Силистра,66425.0,-,1021
203100119,91,77,2,20,31,Силистра,00,119,СИЛИСТРА,гр.Силистра,66425.0,-,743
203100120,101,54,1,20,31,Силистра,00,120,СИЛИСТРА,гр.Силистра,66425.0,-,572
203100121,53,57,2,20,31,Силистра,00,121,СИЛИСТРА,гр.Силистра,66425.0,-,589
203100122,52,38,1,20,31,Силистра,00,122,СИЛИСТРА,гр.Силистра,66425.0,-,632
203100123,75,56,2,20,31,Силистра,00,123,СИЛИСТРА,гр.Силистра,66425.0,-,995
203100124,70,55,3,20,31,Силистра,00,124,СИЛИСТРА,гр.Силистра,66425.0,-,664
203100125,68,49,1,20,31,Силистра,00,125,СИЛИСТРА,гр.Силистра,66425.0,-,538
203100126,104,63,0,20,31,Силистра,00,126,СИЛИСТРА,гр.Силистра,66425.0,-,672
203100127,85,86,0,20,31,Силистра,00,127,СИЛИСТРА,гр.Силистра,66425.0,-,760
203100128,90,55,0,20,31,Силистра,00,128,СИЛИСТРА,гр.Силистра,66425.0,-,566
203100129,100,92,3,20,31,Силистра,00,129,СИЛИСТРА,гр.Силистра,66425.0,-,789
203100130,99,77,0,20,31,Силистра,00,130,СИЛИСТРА,гр.Силистра,66425.0,-,768
203100131,121,97,5,20,31,Силистра,00,131,СИЛИСТРА,гр.Силистра,66425.0,-,806
203100132,137,64,3,20,31,Силистра,00,132,СИЛИСТРА,гр.Силистра,66425.0,-,890
203100133,163,97,1,20,31,Силистра,00,133,СИЛИСТРА,гр.Силистра,66425.0,-,985
203100134,83,62,2,20,31,Силистра,00,134,СИЛИСТРА,гр.Силистра,66425.0,-,536
203100135,38,33,2,20,31,Силистра,00,135,СИЛИСТРА,гр.Силистра,66425.0,-,558
203100136,78,51,1,20,31,Силистра,00,136,СИЛИСТРА,гр.Силистра,66425.0,-,630
203100137,75,25,1,20,31,Силистра,00,137,СИЛИСТРА,гр.Силистра,66425.0,-,741
203100138,80,58,1,20,31,Силистра,00,138,СИЛИСТРА,гр.Силистра,66425.0,-,859
203100139,26,7,1,20,31,Силистра,00,139,СИЛИСТРА,гр.Силистра,66425.0,-,727
203100140,32,13,0,20,31,Силистра,00,140,СИЛИСТРА,гр.Силистра,66425.0,-,580
203100141,69,42,1,20,31,Силистра,00,141,СИЛИСТРА,гр.Силистра,66425.0,-,684
203100142,56,24,0,20,31,Силистра,00,142,СИЛИСТРА,гр.Силистра,66425.0,-,562
203100143,91,63,1,20,31,Силистра,00,143,СИЛИСТРА,гр.Силистра,66425.0,-,832
203100144,176,111,0,20,31,Силистра,00,144,СИЛИСТРА,гр.Силистра,66425.0,-,953
203100145,155,115,2,20,31,Силистра,00,145,СИЛИСТРА,гр.Силистра,66425.0,-,961
203100146,112,89,3,20,31,Силистра,00,146,СИЛИСТРА,гр.Силистра,66425.0,-,931
203100147,109,76,1,20,31,Силистра,00,147,СИЛИСТРА,гр.Силистра,66425.0,-,805
203100148,82,51,1,20,31,Силистра,00,148,СИЛИСТРА,гр.Силистра,66425.0,-,495
203100149,84,62,0,20,31,Силистра,00,149,СИЛИСТРА,гр.Силистра,66425.0,-,653
203100150,83,71,1,20,31,Силистра,00,150,СИЛИСТРА,гр.Силистра,66425.0,-,571
203100151,103,86,2,20,31,Силистра,00,151,СИЛИСТРА,гр.Силистра,66425.0,-,758
203100152,65,52,0,20,31,Силистра,00,152,СИЛИСТРА,гр.Силистра,66425.0,-,520
203100153,81,57,1,20,31,Силистра,00,153,СИЛИСТРА,гр.Силистра,66425.0,-,612
203100154,37,36,0,20,31,Силистра,00,154,СИЛИСТРА,гр.Силистра,66425.0,-,657
203100155,144,70,3,20,31,Силистра,00,155,СИЛИСТРА,гр.Силистра,66425.0,-,821
203100156,26,10,5,20,31,Силистра,00,156,СИЛИСТРА,гр.Силистра,66425.0,-,58
203100157,45,19,33,20,31,Силистра,00,157,СИЛИСТРА,гр.Силистра,66425.0,-,182
203100158,57,45,1,20,31,Силистра,00,158,СИЛИСТРА,с.Айдемир,895.0,-,539
203100159,38,53,0,20,31,Силистра,00,159,СИЛИСТРА,с.Айдемир,895.0,-,555
203100160,84,68,1,20,31,Силистра,00,160,СИЛИСТРА,с.Айдемир,895.0,-,712
203100161,49,40,0,20,31,Силистра,00,161,СИЛИСТРА,с.Айдемир,895.0,-,589
203100162,62,30,1,20,31,Силистра,00,162,СИЛИСТРА,с.Айдемир,895.0,-,559
203100163,81,47,1,20,31,Силистра,00,163,СИЛИСТРА,с.Айдемир,895.0,-,743
203100164,82,80,2,20,31,Силистра,00,164,СИЛИСТРА,с.Айдемир,895.0,-,818
203100165,71,59,4,20,31,Силистра,00,165,СИЛИСТРА,с.Айдемир,895.0,-,592
203100166,58,51,0,20,31,Силистра,00,166,СИЛИСТРА,с.Айдемир,895.0,-,516
203100167,75,32,0,20,31,Силистра,00,167,СИЛИСТРА,с.Айдемир,895.0,-,488
203100168,40,22,6,20,31,Силистра,00,168,СИЛИСТРА,с.Айдемир,895.0,-,139
203100169,76,48,0,20,31,Силистра,00,169,СИЛИСТРА,с.Бабук,2097.0,-,440
203100170,19,12,0,20,31,Силистра,00,170,СИЛИСТРА,с.Богорово,4772.0,-,61
203100171,63,11,0,20,31,Силистра,00,171,СИЛИСТРА,с.Брадвари,6032.0,-,491
203100172,66,14,0,20,31,Силистра,00,172,СИЛИСТРА,с.Брадвари,6032.0,-,555
203100173,17,15,8,20,31,Силистра,00,173,СИЛИСТРА,с.Българка,7329.0,-,87
203100174,42,30,1,20,31,Силистра,00,174,СИЛИСТРА,с.Ветрен,10834.0,-,186
203100175,8,15,1,20,31,Силистра,00,175,СИЛИСТРА,с.Главан,14948.0,-,47
203100176,69,11,2,20,31,Силистра,00,176,СИЛИСТРА,с.Йорданово,34134.0,-,513
203100177,128,43,1,20,31,Силистра,00,177,СИЛИСТРА,с.Калипетрово,41143.0,-,719
203100178,112,72,0,20,31,Силистра,00,178,СИЛИСТРА,с.Калипетрово,41143.0,-,730
203100179,80,35,0,20,31,Силистра,00,179,СИЛИСТРА,с.Калипетрово,41143.0,-,499
203100180,132,50,0,20,31,Силистра,00,180,СИЛИСТРА,с.Калипетрово,41143.0,-,658
203100181,8,5,0,20,31,Силистра,00,181,СИЛИСТРА,с.Калипетрово,41143.0,-,756
203100182,51,42,1,20,31,Силистра,00,182,СИЛИСТРА,с.Калипетрово,41143.0,-,565
203100183,34,22,1,20,31,Силистра,00,183,СИЛИСТРА,с.Казимир,35225.0,-,101
203100184,4,13,1,20,31,Силистра,00,184,СИЛИСТРА,с.Ценович,78358.0,-,30
203100185,12,17,1,20,31,Силистра,00,185,СИЛИСТРА,с.Полковник Ламбриново,57251.0,-,64
203100186,96,22,1,20,31,Силистра,00,186,СИЛИСТРА,с.Професор Иширково,58699.0,-,598
203100187,128,35,4,20,31,Силистра,00,187,СИЛИСТРА,с.Професор Иширково,58699.0,-,526
203100188,14,14,10,20,31,Силистра,00,188,СИЛИСТРА,с.Попкралево,57604.0,-,65
203100189,51,51,3,20,31,Силистра,00,189,СИЛИСТРА,с.Смилец,67526.0,-,335
203100190,43,23,2,20,31,Силистра,00,190,СИЛИСТРА,с.Срацимир,68254.0,-,208
203100191,147,39,0,20,31,Силистра,00,191,СИЛИСТРА,с.Сребърна,68299.0,-,559
203100192,5,5,1,20,31,Силистра,00,192,СИЛИСТРА,с.Сърпово,70665.0,-,27
203100193,7,3,0,20,31,Силистра,00,193,СИЛИСТРА,гр.Силистра,66425.0,-,11
203200601,208,53,3,20,32,Ситово,00,601,СИЛИСТРА,с.Ситово,66665.0,-,744
203200602,61,19,3,20,32,Ситово,00,602,СИЛИСТРА,с.Босна,5757.0,-,485
203200603,54,44,3,20,32,Ситово,00,603,СИЛИСТРА,с.Гарван,14547.0,-,330
203200604,99,46,2,20,32,Ситово,00,604,СИЛИСТРА,с.Добротица,21693.0,-,369
203200605,27,13,0,20,32,Ситово,00,605,СИЛИСТРА,с.Ирник,32799.0,-,80
203200606,98,15,1,20,32,Ситово,00,606,СИЛИСТРА,с.Искра,32839.0,-,1347
203200607,55,11,1,20,32,Ситово,00,607,СИЛИСТРА,с.Искра,32839.0,-,745
203200608,69,18,1,20,32,Ситово,00,608,СИЛИСТРА,с.Любен,44495.0,-,598
203200609,7,10,1,20,32,Ситово,00,609,СИЛИСТРА,с.Нова Попина,51901.0,-,57
203200610,33,12,0,20,32,Ситово,00,610,СИЛИСТРА,с.Поляна,57385.0,-,143
203200611,75,45,1,20,32,Ситово,00,611,СИЛИСТРА,с.Попина,57577.0,-,566
203200612,35,15,4,20,32,Ситово,00,612,СИЛИСТРА,с.Слатина,67249.0,-,110
203400701,66,35,1,20,34,Тутракан,00,701,СИЛИСТРА,гр.Тутракан,73496.0,-,633
203400702,99,62,3,20,34,Тутракан,00,702,СИЛИСТРА,гр.Тутракан,73496.0,-,890
203400703,69,15,1,20,34,Тутракан,00,703,СИЛИСТРА,гр.Тутракан,73496.0,-,987
203400704,126,67,0,20,34,Тутракан,00,704,СИЛИСТРА,гр.Тутракан,73496.0,-,967
203400705,120,78,2,20,34,Тутракан,00,705,СИЛИСТРА,гр.Тутракан,73496.0,-,915
203400706,109,69,1,20,34,Тутракан,00,706,СИЛИСТРА,гр.Тутракан,73496.0,-,1003
203400707,104,39,6,20,34,Тутракан,00,707,СИЛИСТРА,гр.Тутракан,73496.0,-,830
203400708,95,75,5,20,34,Тутракан,00,708,СИЛИСТРА,гр.Тутракан,73496.0,-,919
203400709,112,61,7,20,34,Тутракан,00,709,СИЛИСТРА,гр.Тутракан,73496.0,-,905
203400710,34,20,3,20,34,Тутракан,00,710,СИЛИСТРА,гр.Тутракан,73496.0,-,1044
203400711,95,43,0,20,34,Тутракан,00,711,СИЛИСТРА,с.Белица,3527.0,-,537
203400712,127,45,4,20,34,Тутракан,00,712,СИЛИСТРА,с.Нова Черна,51956.0,-,634
203400713,113,18,4,20,34,Тутракан,00,713,СИЛИСТРА,с.Нова Черна,51956.0,-,944
203400714,19,18,2,20,34,Тутракан,00,714,СИЛИСТРА,с.Сяново,70682.0,-,76
203400715,132,20,4,20,34,Тутракан,00,715,СИЛИСТРА,с.Преславци,58253.0,-,635
203400716,40,3,2,20,34,Тутракан,00,716,СИЛИСТРА,с.Бреница,6389.0,-,247
203400717,66,33,1,20,34,Тутракан,00,717,СИЛИСТРА,с.Старо село,69078.0,-,389
203400718,81,34,3,20,34,Тутракан,00,718,СИЛИСТРА,с.Старо село,69078.0,-,510
203400719,142,32,7,20,34,Тутракан,00,719,СИЛИСТРА,с.Шуменци,83524.0,-,530
203400720,68,20,3,20,34,Тутракан,00,720,СИЛИСТРА,с.Варненци,10149.0,-,292
203400721,11,12,0,20,34,Тутракан,00,721,СИЛИСТРА,с.Пожарево,57090.0,-,81
203400722,71,16,5,20,34,Тутракан,00,722,СИЛИСТРА,с.Цар Самуил,78238.0,-,552
203400723,111,26,0,20,34,Тутракан,00,723,СИЛИСТРА,с.Цар Самуил,78238.0,-,826
203400724,88,15,0,20,34,Тутракан,00,724,СИЛИСТРА,с.Търновци,73729.0,-,384
203400725,5,8,0,20,34,Тутракан,00,725,СИЛИСТРА,с.Антимово,494.0,-,45
203400726,15,8,0,20,34,Тутракан,00,726,СИЛИСТРА,с.Царев дол,78118.0,-,48
211100001,20,5,4,21,11,Котел,00,001,СЛИВЕН,с.Боринци,5480.0,-,117
211100002,6,0,1,21,11,Котел,00,002,СЛИВЕН,с.Братан,6135.0,-,42
211100003,46,22,4,21,11,Котел,00,003,СЛИВЕН,с.Градец,17436.0,-,799
211100004,7,6,0,21,11,Котел,00,004,СЛИВЕН,с.Градец,17436.0,-,1183
211100005,6,5,1,21,11,Котел,00,005,СЛИВЕН,с.Градец,17436.0,-,1476
211100006,11,2,2,21,11,Котел,00,006,СЛИВЕН,с.Дъбова,24270.0,-,36
211100007,38,21,3,21,11,Котел,00,007,СЛИВЕН,с.Жеравна,29283.0,-,364
211100008,7,5,0,21,11,Котел,00,008,СЛИВЕН,с.Катунище,36681.0,-,20
211100009,72,29,0,21,11,Котел,00,009,СЛИВЕН,с.Кипилово,36854.0,-,518
211100010,79,50,2,21,11,Котел,00,010,СЛИВЕН,гр.Котел,39030.0,-,833
211100011,113,55,2,21,11,Котел,00,011,СЛИВЕН,гр.Котел,39030.0,-,904
211100012,105,43,0,21,11,Котел,00,012,СЛИВЕН,гр.Котел,39030.0,-,1048
211100013,35,19,0,21,11,Котел,00,013,СЛИВЕН,гр.Котел,39030.0,-,1013
211100014,88,35,7,21,11,Котел,00,014,СЛИВЕН,гр.Котел,39030.0,-,971
211100015,5,1,0,21,11,Котел,00,015,СЛИВЕН,гр.Котел,39030.0,-,709
211100016,88,20,5,21,11,Котел,00,016,СЛИВЕН,с.Малко село,46646.0,-,711
211100017,24,24,0,21,11,Котел,00,017,СЛИВЕН,с.Медвен,47528.0,-,143
211100018,75,47,1,21,11,Котел,00,018,СЛИВЕН,с.Мокрен,45.0,-,696
211100019,59,23,1,21,11,Котел,00,019,СЛИВЕН,с.Нейково,51398.0,-,316
211100020,40,14,4,21,11,Котел,00,020,СЛИВЕН,с.Орлово,53919.0,-,260
211100021,32,13,0,21,11,Котел,00,021,СЛИВЕН,с.Остра могила,54300.0,-,308
211100022,43,19,4,21,11,Котел,00,022,СЛИВЕН,с.Пъдарево,58966.0,-,436
211100023,7,4,1,21,11,Котел,00,023,СЛИВЕН,с.Седларево,65958.0,-,27
211100024,61,26,0,21,11,Котел,00,024,СЛИВЕН,с.Соколарци,67859.0,-,644
211100025,54,23,3,21,11,Котел,00,025,СЛИВЕН,с.Стрелци,69821.0,-,435
211100026,95,30,3,21,11,Котел,00,026,СЛИВЕН,с.Тича,72480.0,-,1000
211100027,33,3,2,21,11,Котел,00,027,СЛИВЕН,с.Топузево,72833.0,-,221
211100028,118,12,5,21,11,Котел,00,028,СЛИВЕН,с.Филаретово,76073.0,-,896
211100029,82,11,0,21,11,Котел,00,029,СЛИВЕН,с.Ябланово,87031.0,-,1031
211100030,51,15,8,21,11,Котел,00,030,СЛИВЕН,с.Ябланово,87031.0,-,927
211100031,68,13,1,21,11,Котел,00,031,СЛИВЕН,с.Ябланово,87031.0,-,867
211100032,115,5,0,21,11,Котел,00,032,СЛИВЕН,с.Ябланово,87031.0,-,978
211600001,44,43,0,21,16,Нова Загора,00,001,СЛИВЕН,гр.Нова Загора,51809.0,-,512
211600002,76,66,0,21,16,Нова Загора,00,002,СЛИВЕН,гр.Нова Загора,51809.0,-,934
211600003,117,75,3,21,16,Нова Загора,00,003,СЛИВЕН,гр.Нова Загора,51809.0,-,889
211600004,94,53,1,21,16,Нова Загора,00,004,СЛИВЕН,гр.Нова Загора,51809.0,-,937
211600005,79,48,2,21,16,Нова Загора,00,005,СЛИВЕН,гр.Нова Загора,51809.0,-,766
211600006,85,74,0,21,16,Нова Загора,00,006,СЛИВЕН,гр.Нова Загора,51809.0,-,829
211600007,55,16,0,21,16,Нова Загора,00,007,СЛИВЕН,гр.Нова Загора,51809.0,-,605
211600008,77,49,2,21,16,Нова Загора,00,008,СЛИВЕН,гр.Нова Загора,51809.0,-,902
211600009,4,3,0,21,16,Нова Загора,00,009,СЛИВЕН,гр.Нова Загора,51809.0,-,674
211600010,5,2,0,21,16,Нова Загора,00,010,СЛИВЕН,гр.Нова Загора,51809.0,-,732
211600011,1,0,0,21,16,Нова Загора,00,011,СЛИВЕН,гр.Нова Загора,51809.0,-,920
211600012,0,1,0,21,16,Нова Загора,00,012,СЛИВЕН,гр.Нова Загора,51809.0,-,433
211600013,2,3,0,21,16,Нова Загора,00,013,СЛИВЕН,гр.Нова Загора,51809.0,-,468
211600014,0,0,0,21,16,Нова Загора,00,014,СЛИВЕН,гр.Нова Загора,51809.0,-,748
211600015,3,0,0,21,16,Нова Загора,00,015,СЛИВЕН,гр.Нова Загора,51809.0,-,805
211600016,4,0,0,21,16,Нова Загора,00,016,СЛИВЕН,гр.Нова Загора,51809.0,-,975
211600017,74,48,0,21,16,Нова Загора,00,017,СЛИВЕН,гр.Нова Загора,51809.0,-,699
211600018,77,53,0,21,16,Нова Загора,00,018,СЛИВЕН,гр.Нова Загора,51809.0,-,837
211600019,62,35,0,21,16,Нова Загора,00,019,СЛИВЕН,гр.Нова Загора,51809.0,-,479
211600020,50,33,0,21,16,Нова Загора,00,020,СЛИВЕН,гр.Нова Загора,51809.0,-,459
211600021,78,50,2,21,16,Нова Загора,00,021,СЛИВЕН,гр.Нова Загора,51809.0,-,699
211600022,78,40,0,21,16,Нова Загора,00,022,СЛИВЕН,гр.Нова Загора,51809.0,-,616
211600023,76,41,1,21,16,Нова Загора,00,023,СЛИВЕН,гр.Нова Загора,51809.0,-,752
211600024,48,49,0,21,16,Нова Загора,00,024,СЛИВЕН,гр.Нова Загора,51809.0,-,603
211600025,63,45,1,21,16,Нова Загора,00,025,СЛИВЕН,гр.Нова Загора,51809.0,-,921
211600026,78,22,0,21,16,Нова Загора,00,026,СЛИВЕН,гр.Нова Загора,51809.0,-,721
211600027,93,55,0,21,16,Нова Загора,00,027,СЛИВЕН,гр.Нова Загора,51809.0,-,844
211600028,89,58,0,21,16,Нова Загора,00,028,СЛИВЕН,гр.Нова Загора,51809.0,-,793
211600029,43,42,0,21,16,Нова Загора,00,029,СЛИВЕН,гр.Нова Загора,51809.0,-,716
211600030,105,45,0,21,16,Нова Загора,00,030,СЛИВЕН,с.Кортен,38683.0,-,734
211600031,107,47,2,21,16,Нова Загора,00,031,СЛИВЕН,с.Кортен,38683.0,-,824
211600032,44,31,2,21,16,Нова Загора,00,032,СЛИВЕН,с.Асеновец,713.0,-,491
211600033,34,20,0,21,16,Нова Загора,00,033,СЛИВЕН,с.Брястово,6788.0,-,299
211600034,105,18,1,21,16,Нова Загора,00,034,СЛИВЕН,с.Караново,36395.0,-,630
211600035,4,1,0,21,16,Нова Загора,00,035,СЛИВЕН,с.Крива круша,39757.0,-,15
211600036,15,0,1,21,16,Нова Загора,00,036,СЛИВЕН,с.Баня,2734.0,-,620
211600037,23,28,1,21,16,Нова Загора,00,037,СЛИВЕН,с.Баня,2734.0,-,517
211600038,82,40,0,21,16,Нова Загора,00,038,СЛИВЕН,с.Съдиево,70487.0,-,686
211600039,28,10,1,21,16,Нова Загора,00,039,СЛИВЕН,с.Ценино,78344.0,-,129
211600040,34,81,1,21,16,Нова Загора,00,040,СЛИВЕН,с.Съдийско поле,70490.0,-,302
211600041,27,22,0,21,16,Нова Загора,00,041,СЛИВЕН,с.Научене,51161.0,-,127
211600042,45,18,0,21,16,Нова Загора,00,042,СЛИВЕН,с.Каменово,35907.0,-,449
211600043,75,31,5,21,16,Нова Загора,00,043,СЛИВЕН,с.Коньово,38426.0,-,705
211600044,68,21,1,21,16,Нова Загора,00,044,СЛИВЕН,с.Езеро,27111.0,-,376
211600045,32,8,0,21,16,Нова Загора,00,045,СЛИВЕН,с.Полско Пъдарево,57371.0,-,319
211600046,40,16,0,21,16,Нова Загора,00,046,СЛИВЕН,с.Омарчево,53518.0,-,314
211600047,27,31,2,21,16,Нова Загора,00,047,СЛИВЕН,с.Питово,56527.0,-,306
211600048,18,12,0,21,16,Нова Загора,00,048,СЛИВЕН,с.Прохорово,58726.0,-,136
211600049,65,39,0,21,16,Нова Загора,00,049,СЛИВЕН,с.Еленово,27245.0,-,405
211600050,19,14,0,21,16,Нова Загора,00,050,СЛИВЕН,с.Сокол,67831.0,-,152
211600051,16,24,3,21,16,Нова Загора,00,051,СЛИВЕН,с.Радево,61310.0,-,160
211600052,72,51,0,21,16,Нова Загора,00,052,СЛИВЕН,с.Млекарево,48725.0,-,595
211600053,26,11,1,21,16,Нова Загора,00,053,СЛИВЕН,с.Бял кладенец,7778.0,-,185
211600054,29,35,2,21,16,Нова Загора,00,054,СЛИВЕН,с.Радецки,61340.0,-,312
211600055,23,28,2,21,16,Нова Загора,00,055,СЛИВЕН,с.Новоселец,52146.0,-,332
211600056,53,50,1,21,16,Нова Загора,00,056,СЛИВЕН,с.Пет могили,56068.0,-,405
211600057,56,37,2,21,16,Нова Загора,00,057,СЛИВЕН,с.Стоил войвода,69314.0,-,510
211600058,24,31,0,21,16,Нова Загора,00,058,СЛИВЕН,с.Дядово,24760.0,-,370
211600059,37,24,3,21,16,Нова Загора,00,059,СЛИВЕН,с.Богданово,4635.0,-,290
211600060,53,56,5,21,16,Нова Загора,00,060,СЛИВЕН,с.Любенова махала,44522.0,-,685
211600061,50,21,0,21,16,Нова Загора,00,061,СЛИВЕН,с.Любенец,44505.0,-,360
211600062,50,32,5,21,16,Нова Загора,00,062,СЛИВЕН,с.Събрано,70456.0,-,256
211600063,46,47,2,21,16,Нова Загора,00,063,СЛИВЕН,с.Загорци,30171.0,-,298
212000001,59,50,1,21,20,Сливен,00,001,СЛИВЕН,гр.Сливен,67338.0,-,656
212000002,75,42,1,21,20,Сливен,00,002,СЛИВЕН,гр.Сливен,67338.0,-,767
212000003,57,53,2,21,20,Сливен,00,003,СЛИВЕН,гр.Сливен,67338.0,-,638
212000004,76,49,1,21,20,Сливен,00,004,СЛИВЕН,гр.Сливен,67338.0,-,744
212000005,43,58,0,21,20,Сливен,00,005,СЛИВЕН,гр.Сливен,67338.0,-,706
212000006,82,60,1,21,20,Сливен,00,006,СЛИВЕН,гр.Сливен,67338.0,-,947
212000007,70,68,1,21,20,Сливен,00,007,СЛИВЕН,гр.Сливен,67338.0,-,752
212000008,62,41,1,21,20,Сливен,00,008,СЛИВЕН,гр.Сливен,67338.0,-,732
212000009,53,49,1,21,20,Сливен,00,009,СЛИВЕН,гр.Сливен,67338.0,-,770
212000010,30,37,0,21,20,Сливен,00,010,СЛИВЕН,гр.Сливен,67338.0,-,499
212000011,37,31,2,21,20,Сливен,00,011,СЛИВЕН,гр.Сливен,67338.0,-,607
212000012,45,28,0,21,20,Сливен,00,012,СЛИВЕН,гр.Сливен,67338.0,-,744
212000013,39,22,13,21,20,Сливен,00,013,СЛИВЕН,гр.Сливен,67338.0,-,487
212000014,51,39,0,21,20,Сливен,00,014,СЛИВЕН,гр.Сливен,67338.0,-,616
212000015,47,22,0,21,20,Сливен,00,015,СЛИВЕН,гр.Сливен,67338.0,-,450
212000016,52,20,0,21,20,Сливен,00,016,СЛИВЕН,гр.Сливен,67338.0,-,638
212000017,115,47,0,21,20,Сливен,00,017,СЛИВЕН,гр.Сливен,67338.0,-,816
212000018,101,40,2,21,20,Сливен,00,018,СЛИВЕН,гр.Сливен,67338.0,-,601
212000019,40,14,2,21,20,Сливен,00,019,СЛИВЕН,гр.Сливен,67338.0,-,479
212000020,87,12,0,21,20,Сливен,00,020,СЛИВЕН,гр.Сливен,67338.0,-,660
212000021,70,15,1,21,20,Сливен,00,021,СЛИВЕН,гр.Сливен,67338.0,-,867
212000022,35,24,1,21,20,Сливен,00,022,СЛИВЕН,гр.Сливен,67338.0,-,701
212000023,64,36,0,21,20,Сливен,00,023,СЛИВЕН,гр.Сливен,67338.0,-,760
212000024,71,35,3,21,20,Сливен,00,024,СЛИВЕН,гр.Сливен,67338.0,-,618
212000025,74,47,0,21,20,Сливен,00,025,СЛИВЕН,гр.Сливен,67338.0,-,591
212000026,126,74,0,21,20,Сливен,00,026,СЛИВЕН,гр.Сливен,67338.0,-,801
212000027,47,32,0,21,20,Сливен,00,027,СЛИВЕН,гр.Сливен,67338.0,-,553
212000028,43,51,0,21,20,Сливен,00,028,СЛИВЕН,гр.Сливен,67338.0,-,496
212000029,104,87,3,21,20,Сливен,00,029,СЛИВЕН,гр.Сливен,67338.0,-,796
212000030,99,48,2,21,20,Сливен,00,030,СЛИВЕН,гр.Сливен,67338.0,-,649
212000031,75,59,1,21,20,Сливен,00,031,СЛИВЕН,гр.Сливен,67338.0,-,667
212000032,104,76,1,21,20,Сливен,00,032,СЛИВЕН,гр.Сливен,67338.0,-,737
212000033,142,55,0,21,20,Сливен,00,033,СЛИВЕН,гр.Сливен,67338.0,-,868
212000034,101,58,1,21,20,Сливен,00,034,СЛИВЕН,гр.Сливен,67338.0,-,591
212000035,60,33,1,21,20,Сливен,00,035,СЛИВЕН,гр.Сливен,67338.0,-,431
212000036,74,66,2,21,20,Сливен,00,036,СЛИВЕН,гр.Сливен,67338.0,-,695
212000037,104,51,3,21,20,Сливен,00,037,СЛИВЕН,гр.Сливен,67338.0,-,541
212000038,79,51,0,21,20,Сливен,00,038,СЛИВЕН,гр.Сливен,67338.0,-,538
212000039,112,68,5,21,20,Сливен,00,039,СЛИВЕН,гр.Сливен,67338.0,-,679
212000040,85,51,1,21,20,Сливен,00,040,СЛИВЕН,гр.Сливен,67338.0,-,605
212000041,74,45,2,21,20,Сливен,00,041,СЛИВЕН,гр.Сливен,67338.0,-,668
212000042,25,27,0,21,20,Сливен,00,042,СЛИВЕН,гр.Сливен,67338.0,-,526
212000043,73,50,1,21,20,Сливен,00,043,СЛИВЕН,гр.Сливен,67338.0,-,694
212000044,68,39,0,21,20,Сливен,00,044,СЛИВЕН,гр.Сливен,67338.0,-,527
