sid,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС-Пеев,БСП,ДПС-Доган,ИТН,МЕЧ,ВЕЛИЧИЕ,npn,invalid,СИНЯ БЪЛГАРИЯ,БВ,РУСОФИЛИ ЗА БГ,ПРЯКА ДЕМОКРАЦИЯ,ГЛАС НАРОДЕН,"РБ, ССД и ЗС",ЗЕЛЕНИТЕ,АТАКА,МОЯ СТРАНА БЪЛГАРИЯ,НП ИСИ,ПРАВОТО,ДОСТ,БНС-НД,КОЙ,Чавдар Попов (нез.),Булгари,БСДД,СПБП,БТР,БРИГАДА,region,municipality,admin_reg,station,region_name,municipality_name,place,ekatte,address,eligible_voters
031400001,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,14,00,001,03. ВАРНА,Девня,гр.Девня,20482,"ГР.ДЕВНЯ, Кв. Река Девня , ул. В.Могиларов №1(Народно читалище  Отец Паисий )",800
031600022,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,16,00,022,03. ВАРНА,Дългопол,с.Поляците,57457,"С.ПОЛЯЦИТЕ, Сграда на кметство Поляците/ритуална зала,ул. Четвърта №24",734
032400012,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,24,00,012,03. ВАРНА,Провадия,гр.Провадия,58503,"ГР.ПРОВАДИЯ, ул.Желез Йорданов №1,адм.сграда на МБАЛ Царица Йоанна-  Поликлиника",1029
032600001,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,26,00,001,03. ВАРНА,Суворово,гр.Суворово,70175,"ГР.СУВОРОВО, бул. Възраждане №13-СУ  Н.Вапцаров ",855
032600009,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,26,00,009,03. ВАРНА,Суворово,с.Левски,43222,"С.ЛЕВСКИ, Читалище",146
032600011,2,0,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,03,26,00,011,03. ВАРНА,Суворово,с.Калиманци,35376,"С.КАЛИМАНЦИ, Клуб за социални контакти",306
040400002,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,002,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, Читалище Никола Михайловски, ул. Сливница № 6",915
040400012,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,012,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, Читалище  П. Р. Славейков  ул. Поборническа № 40",750
040400019,2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,019,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, ОУ Св.Патриарх Евтимий, ул. Мармарлийска № 13",515
040400031,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,031,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, ОУ П.Р.Славейков, ул. Освобождение № 29",554
040400033,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,033,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, ОУ П.Р.Славейков, ул. Освобождение № 29",688
040400040,1,0,0,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,040,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, Природо-математическа гимназия  Васил Друмев , ул. Вела Благоева № 10",717
040400045,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,045,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, ОУ Бачо Киро, ул. Филип Тотю № 20",439
040400051,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,051,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, СУ Емилиян Станев, ул. Мария Габровска № 1",782
040400062,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,062,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, СУ Георги Живков, ул. Георги Измирлиев № 2",983
040400088,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,088,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Велико Търново,10447,"ГР.ВЕЛИКО ТЪРНОВО, Дворец на културата и спорта  Васил Левски , ул. Краков № 3",486
040400097,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,097,04. ВЕЛИКО ТЪРНОВО,Велико Търново,с.Дичин,21244,"С.ДИЧИН, Народно читалище  Зора - 1873 , № 108",137
040400112,3,0,1,1,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,112,04. ВЕЛИКО ТЪРНОВО,Велико Търново,с.Шемшево,83586,"С.ШЕМШЕВО, Народно читалище  Напредък - 1911 , № 644",408
040400128,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,128,04. ВЕЛИКО ТЪРНОВО,Велико Търново,с.Присово,58459,"С.ПРИСОВО, Народно читалище  Васил Левски - 1928 , В населеното място № 144",603
040400132,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,132,04. ВЕЛИКО ТЪРНОВО,Велико Търново,гр.Килифарево,36837,"ГР.КИЛИФАРЕВО, ОУ Неофит Рилски, ул. Пенчо Цонев № 2",653
040400134,-2,-1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,04,00,134,04. ВЕЛИКО ТЪРНОВО,Велико Търново,с.Плаково,56602,"С.ПЛАКОВО, НЧ  Просвета-Плаково 1873 , № 144",168
040400136,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,04,04,00,136,04. ВЕЛИКО ТЪРНОВО,Велико Търново,с.Леденик,43253,"С.ЛЕДЕНИК, НЧ  Поука - 1920  № 286",349
040600010,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,06,00,010,04. ВЕЛИКО ТЪРНОВО,Горна Оряховица,гр.Горна Оряховица,16359,"ГР.ГОРНА ОРЯХОВИЦА, Младежки дом, ул. Мано Тодоров № 5",660
040600031,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,06,00,031,04. ВЕЛИКО ТЪРНОВО,Горна Оряховица,гр.Горна Оряховица,16359,"ГР.ГОРНА ОРЯХОВИЦА, ПГЕЕ  М. В. Ломоносов , ул. Никола Петров № 31",759
040600036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,06,00,036,04. ВЕЛИКО ТЪРНОВО,Горна Оряховица,гр.Горна Оряховица,16359,"ГР.ГОРНА ОРЯХОВИЦА, ПТГ  Васил Левски , ул. Ангел Кънчев № 27",676
040600041,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,06,00,041,04. ВЕЛИКО ТЪРНОВО,Горна Оряховица,гр.Горна Оряховица,16359,"ГР.ГОРНА ОРЯХОВИЦА, СУ  Г. Измирлиев , ул. Ангел Кънчев № 17",610
040600054,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,06,00,054,04. ВЕЛИКО ТЪРНОВО,Горна Оряховица,гр.Горна Оряховица,16359,"ГР.ГОРНА ОРЯХОВИЦА, Калтинец - Клуб на пенсионера, ул. Опълченска 19",659
041300004,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,13,00,004,04. ВЕЛИКО ТЪРНОВО,Елена,гр.Елена,27190,"ГР.ЕЛЕНА, Синдикален дом, ул.Ил. Макариополски № 4",699
042000015,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,20,00,015,04. ВЕЛИКО ТЪРНОВО,Лясковец,с.Мерданя,47826,"С.МЕРДАНЯ, Пенсионерски клуб Надежда, пл. Свобода № 9Б",408
042200001,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,22,00,001,04. ВЕЛИКО ТЪРНОВО,Павликени,гр.Павликени,55052,"ГР.ПАВЛИКЕНИ, СУ Бачо Киро,нова сгр. каб.рисуване,ул. Св.Св.Кирил и Методий  № 53",555
042200023,0,0,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,22,00,023,04. ВЕЛИКО ТЪРНОВО,Павликени,гр.Бяла черква,7716,"ГР.БЯЛА ЧЕРКВА, ОУ - Б.Черква, ет. 1, класна стая VI клас, ул.  Бачо Киро  № 65",717
042200034,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.0,0,0,0,0,0,04,22,00,034,04. ВЕЛИКО ТЪРНОВО,Павликени,с.Караисен,36289,"имот № 000228 по КВС на с.Караисен, извън регулация №1",31
042800003,0,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,28,00,003,04. ВЕЛИКО ТЪРНОВО,Свищов,гр.Свищов,65766,"ГР.СВИЩОВ, ОУ  Ф. Сакелариевич  - ул. Алeко Константинов № 24",453
042800017,0,0,0,0,1,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,28,00,017,04. ВЕЛИКО ТЪРНОВО,Свищов,гр.Свищов,65766,"ГР.СВИЩОВ, МБАЛ Д-р Д.Павлович - ул. П. Ангелов № 18",752
042800019,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,28,00,019,04. ВЕЛИКО ТЪРНОВО,Свищов,гр.Свищов,65766,"ГР.СВИЩОВ, Хотелски комплекс  Корпус Юг  - ул. Патриарх Евтимий № 105",480
042800032,-1,0,0,0,-1,0,0,0,0,-1,4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0,0,0,0,0,04,28,00,032,04. ВЕЛИКО ТЪРНОВО,Свищов,гр.Свищов,65766,"ГР.СВИЩОВ, МБАЛ Д-р Д.Павлович - ул. П. Ангелов № 18",598
043100016,0,0,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,31,00,016,04. ВЕЛИКО ТЪРНОВО,Стражица,с.Кесарево,36782,"С.КЕСАРЕВО, ОУ  Николай Райнов  1-ви етаж, ул.  Цар Роман  № 1",604
043200010,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,04,32,00,010,04. ВЕЛИКО ТЪРНОВО,Сухиндол,с.Горско Косово,17208,"ул. Първа № 25, ет. 1",12
050600014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,06,00,014,05. ВИДИН,Брегово,с.Гъмзово,18304,кметство с. Гъмзово,31
050900021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,021,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул. Екзарх Йосиф I   №53, бивше ОУ  Отец Паисий ",474
050900025,0,0,-1,0,0,0,0,0,-3,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,025,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул. Г.С.Раковски №11, Сградата на старото училище  Г.С.Раковски ",534
050900041,-1,-2,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,041,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул.  Цар Симеон Велики  №101, ОУ  Иван Вазов ",693
050900054,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,054,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, жк  Крум Бъчваров , ул. Райко Жинзифов  №26, ДГ  Синчец ",559
050900064,0,0,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,064,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул.  Цар Симеон Велики , №68, ДГ  Зорница ",588
050900071,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,071,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул. Св.Ромил Видински 78, на ДГ Русалка , филиал  Здравец ",878
050900074,0,-1,0,-1,0,0,-1,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,09,00,074,05. ВИДИН,Видин,гр.Видин,10971,"ГР.ВИДИН, ул. Екзарх Йосиф I №53, ПТГ Васил Левски ",585
050900091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0,05,09,00,091,05. ВИДИН,Видин,с.Майор Узуново,46111,"С.МАЙОР УЗУНОВО, Бивша пивница на ПК  НАРКООП , ул. Първа  №25",198
051600002,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,16,00,002,05. ВИДИН,Димово,гр.Димово,21097,"ГР.ДИМОВО, Читалището",525
051600014,0,0,0,-1,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,16,00,014,05. ВИДИН,Димово,с.Медовница,47648,"С.МЕДОВНИЦА, Читалището",154
052200001,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,22,00,001,05. ВИДИН,Кула,гр.Кула,40525,"ГР.КУЛА, ул. Възраждане  №32, СУ  Васил Левски ",635
053300002,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,05,33,00,002,05. ВИДИН,Ружинци,с.Гюргич,18486,"С.ГЮРГИЧ, Общинска сграда, ул. Георги Димитров  №39,I етаж, голям салон,",126
060800008,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,08,00,008,06. ВРАЦА,Бяла Слатина,гр.Бяла Слатина,7702,"ГР.БЯЛА СЛАТИНА, СУ  Васил Левски , ет.1, ул. Кл.Охридски  № 36",670
060800025,4,0,-1,2,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,08,00,025,06. ВРАЦА,Бяла Слатина,с.Галиче,14406,"С.ГАЛИЧЕ, СУ  Христо Ботев , ул. Георги Бенковски №1",254
060800027,-9,0,0,108,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,08,00,027,06. ВРАЦА,Бяла Слатина,с.Галиче,14406,"С.ГАЛИЧЕ, СУ  Христо Ботев , ул. Георги Бенковски №1",431
060800029,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,08,00,029,06. ВРАЦА,Бяла Слатина,с.Комарево,38128,"С.КОМАРЕВО, Сградата на кметството, ул.  Георги Димитров  № 7",199
060800033,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,08,00,033,06. ВРАЦА,Бяла Слатина,с.Тлачене,72521,"С.ТЛАЧЕНЕ, База на ДГ  Незабравка  ул. Георги Димитров  № 3",278
061000013,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,013,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, НУ  Иван Вазов , бул. Демокрация №32",795
061000018,1,0,1,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,018,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, ПЕГ  Йоан Екзарх  ул. Цар Обединител №9",581
061000019,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,019,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, ПЕГ  Йоан Екзарх  ул. Цар Обединител №9",607
061000021,-1,4,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,021,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, СУ  Хр. Ботев  ул.  Ген.Леонов  №37",1014
061000040,-3,0,-1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,040,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, СУ  Васил Кънчов  ул. Хан Аспарух  №17",572
061000049,0,0,-1,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,049,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, ОУ  Св.Св.Кирил и Методий  ул. Сестри Хаджикръстеви  №14",711
061000062,0,0,-4,-4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,062,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, СУ  Никола Войводов  ж.к. Дъбника ",603
061000072,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,072,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, СУ  Никола Войводов  ж.к. Дъбника ",566
061000079,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,079,06. ВРАЦА,Враца,гр.Враца,12259,"ГР.ВРАЦА, кв. Кулата - салон на пълномощничество",816
061000082,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,082,06. ВРАЦА,Враца,с.Паволче,55070,"С.ПАВОЛЧЕ, Салон на читалище  Фар 1930 , ул. Христо Ботев  №53а",524
061000088,-1,0,0,-1,-1,-1,0,-1,-1,-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,088,06. ВРАЦА,Враца,с.Мраморен,49223,"С.МРАМОРЕН, Малък салон на читалище  Милин камък - 1927 ",837
061000095,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,095,06. ВРАЦА,Враца,с.Згориград,30606,"С.ЗГОРИГРАД, Младежки клуб, ул. Йордан Лютибродски №3",755
061000103,0,-1,-1,0,0,0,-1,-2,0,0,8,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0,06,10,00,103,06. ВРАЦА,Враца,с.Три кладенци,73119,"С.ТРИ КЛАДЕНЦИ, Читалище  Отец Паисий-1927 , ул.  Комсомолска  №2",580
061000104,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,10,00,104,06. ВРАЦА,Враца,с.Лютаджик,44728,"С.ЛЮТАДЖИК, Салон на кметството",101
062000008,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,20,00,008,06. ВРАЦА,Козлодуй,гр.Козлодуй,37798,"ГР.КОЗЛОДУЙ, СУ  Св.св. Кирил и Методий  ул. Стефан Караджа  № 22",717
062100014,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,21,00,014,06. ВРАЦА,Криводол,с.Осен,54064,"С.ОСЕН, Пенсионерския клуб, ул.  Г. Димитров № 22, ет.1",185
062100016,0,0,1,2,0,0,1,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-1,06,21,00,016,06. ВРАЦА,Криводол,с.Ракево,61933,"С.РАКЕВО, Читалището, ул. Г.Димитров , ет.1",603
062700008,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,27,00,008,06. ВРАЦА,Мездра,гр.Мездра,47714,"ГР.МЕЗДРА, ПГ  Васил Левски , ул. Свети Патриарх Евтимий  № 2",674
062700034,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,27,00,034,06. ВРАЦА,Мездра,с.Оселна,54047,"С.ОСЕЛНА, Сградата на кметството, ул.  Г. Димитров  № 77",329
062800015,-1,0,0,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,28,00,015,06. ВРАЦА,Мизия,гр.Мизия,48043,,27
063100006,-1,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,31,00,006,06. ВРАЦА,Оряхово,с.Селановци,70723,"С.СЕЛАНОВЦИ, Пенсионерски клуб,  ул. Скакуц  № 60А",514
063100008,1,0,-3,0,0,0,0,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,31,00,008,06. ВРАЦА,Оряхово,с.Селановци,70723,"С.СЕЛАНОВЦИ, Читалище  Самообразование , ул. Сергей Румянцев  № 11",471
063200006,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,32,00,006,06. ВРАЦА,Роман,с.Камено поле,35910,"С.КАМЕНО ПОЛЕ, Читалище  Просвета , ул. Христо Ботев №20",457
063500006,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,06,35,00,006,06. ВРАЦА,Хайредин,с.Манастирище,47010,"С.МАНАСТИРИЩЕ, ОУ  Христо Ботев  ул.  Червена армия  № 24",440
070500065,2,0,0,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,07,05,00,065,07. ГАБРОВО,Габрово,гр.Габрово,14218,"ГР.ГАБРОВО, ОУ  Ран Босилек , ул.  Орлово гняздо  № 12",550
070500103,-2,-1,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,07,05,00,103,07. ГАБРОВО,Габрово,с.Армените,638,"С.АРМЕНИТЕ, Клуб на с. Армени",102
070500105,-2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,07,05,00,105,07. ГАБРОВО,Габрово,с.Новаковци,51843,"С.НОВАКОВЦИ, Адм.сграда на кметство  с. Новаковци",115
071200001,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,07,12,00,001,07. ГАБРОВО,Дряново,гр.Дряново,23947,"ГР.ДРЯНОВО, Дом на културата, ж.к.  Успех , I етаж",384
072900023,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,07,29,00,023,07. ГАБРОВО,Севлиево,гр.Севлиево,65927,"ГР.СЕВЛИЕВО, ул.  Стара планина  №92, детска градина  Пролет ",848
081500017,0,0,-1,-2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,08,15,00,017,08. ДОБРИЧ,Добрич-селска,с.Победа,21083,"С.ПОБЕДА, ул. Първа № 32 - читалище  клуб на пенсионера",829
081500044,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,0,08,15,00,044,08. ДОБРИЧ,Добрич-селска,с.Плачидол,56695,"С.ПЛАЧИДОЛ, ул. Първа № 5 - читалище /зала събрания/",488
081700029,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,08,17,00,029,08. ДОБРИЧ,Каварна,с.Хаджи Димитър,77044,"С.ХАДЖИ ДИМИТЪР, ул.Първа № 15",51
082000004,-1,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,08,20,00,004,08. ДОБРИЧ,Крушари,с.Северци,65913,"С.СЕВЕРЦИ, Читалище с.Северци -  ул. Първа  № 5А",271
