sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,npn,invalid,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,region,municipality,admin_reg,station,region_name,ekatte,place,address,municipality_name,eligible_voters
070500016,43.0,3.0,18.0,28.0,16.0,8.0,9.0,7.0,1.0,2,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,016,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,603
070500017,48.0,1.0,14.0,30.0,6.0,12.0,12.0,9.0,6.0,2,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,07,05,00,017,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,529
070500018,54.0,1.0,5.0,28.0,11.0,19.0,17.0,9.0,2.0,1,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,018,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,548
070500019,90.0,3.0,27.0,47.0,18.0,12.0,10.0,7.0,9.0,2,0.0,0.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,07,05,00,019,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,802
070500020,57.0,1.0,20.0,37.0,18.0,20.0,16.0,3.0,5.0,1,1.0,7.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,020,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,604
070500021,50.0,2.0,27.0,30.0,12.0,8.0,8.0,6.0,8.0,4,2.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,07,05,00,021,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,531
070500022,54.0,2.0,18.0,33.0,19.0,11.0,8.0,3.0,3.0,0,6.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,022,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,537
070500023,45.0,2.0,18.0,27.0,10.0,17.0,10.0,4.0,3.0,0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,07,05,00,023,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,555
070500024,65.0,1.0,25.0,44.0,19.0,20.0,14.0,5.0,6.0,1,2.0,4.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,024,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Св. Св. Кирил и Методий , бул.  Могильов  №69",Габрово,913
070500072,80.0,2.0,25.0,44.0,4.0,10.0,9.0,7.0,3.0,2,5.0,2.0,5.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,072,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,771
070500073,55.0,3.0,25.0,46.0,9.0,12.0,18.0,4.0,7.0,5,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,073,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,755
070500074,91.0,2.0,34.0,38.0,8.0,18.0,7.0,12.0,13.0,1,4.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,074,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,738
070500075,24.0,5.0,3.0,16.0,1.0,11.0,7.0,3.0,1.0,2,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,07,05,00,075,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,380
070500076,43.0,1.0,20.0,29.0,6.0,12.0,5.0,6.0,3.0,1,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,076,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,559
070500077,82.0,4.0,21.0,54.0,19.0,23.0,12.0,13.0,6.0,3,8.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,077,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,780
070500078,54.0,3.0,11.0,17.0,9.0,15.0,4.0,6.0,2.0,3,5.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,078,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ОУ  Христо Ботев , бул.  Столетов  №42",Габрово,614
070500025,64.0,1.0,19.0,37.0,14.0,17.0,20.0,7.0,7.0,3,2.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,025,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ПТГ  Д-р Н. Василиади , ул.  Брянска  №3",Габрово,701
070500026,59.0,2.0,16.0,34.0,13.0,6.0,9.0,1.0,3.0,0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,026,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ПТГ  Д-р Н. Василиади , ул.  Брянска  №3",Габрово,515
070500045,90.0,1.0,28.0,50.0,10.0,15.0,8.0,3.0,11.0,2,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,07,05,00,045,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ПТГ  Д-р Н. Василиади , ул.  Брянска  №3",Габрово,769
070500046,49.0,1.0,33.0,31.0,11.0,7.0,8.0,6.0,4.0,1,4.0,5.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,07,05,00,046,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО ПТГ  Д-р Н. Василиади , ул.  Брянска  №3",Габрово,692
070500069,29.0,1.0,16.0,12.0,12.0,6.0,7.0,4.0,2.0,1,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,07,05,00,069,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Професионална гимназия по туризъм, ул.  Бенковска  №18",Габрово,456
070500070,50.0,5.0,32.0,22.0,13.0,12.0,6.0,3.0,3.0,4,7.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,070,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Професионална гимназия по туризъм, ул.  Бенковска  №18",Габрово,633
070500071,44.0,2.0,8.0,41.0,19.0,14.0,16.0,4.0,4.0,5,4.0,0.0,2.0,2.0,2.0,0.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,071,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Професионална гимназия по туризъм, ул.  Бенковска  №18",Габрово,646
070500119,10.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,0.0,1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,07,05,00,119,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СБАЛББ  П. Семов , ул.  Д-р Кирил Въгленов  №1",Габрово,26
070500001,74.0,4.0,29.0,46.0,4.0,22.0,21.0,7.0,10.0,1,1.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,07,05,00,001,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,970
070500002,72.0,2.0,25.0,38.0,5.0,19.0,18.0,6.0,7.0,2,8.0,4.0,2.0,6.0,7.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,07,05,00,002,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,881
070500003,65.0,2.0,18.0,38.0,6.0,15.0,14.0,6.0,7.0,6,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,003,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,701
070500004,28.0,3.0,13.0,25.0,8.0,12.0,7.0,3.0,4.0,1,1.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,004,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,405
070500005,37.0,2.0,15.0,36.0,13.0,17.0,6.0,8.0,2.0,2,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,005,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,587
070500006,71.0,7.0,20.0,33.0,9.0,9.0,8.0,11.0,3.0,1,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,07,05,00,006,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,704
070500007,50.0,2.0,20.0,29.0,17.0,15.0,7.0,2.0,4.0,6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,007,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,619
070500008,44.0,2.0,3.0,38.0,12.0,9.0,8.0,5.0,3.0,1,2.0,0.0,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,008,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,611
070500009,50.0,2.0,12.0,22.0,6.0,12.0,17.0,9.0,4.0,3,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,009,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,627
070500010,55.0,1.0,13.0,33.0,10.0,14.0,13.0,4.0,3.0,0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,010,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,704
070500011,52.0,2.0,15.0,24.0,8.0,13.0,8.0,0.0,4.0,3,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,011,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,458
070500012,67.0,1.0,24.0,27.0,11.0,10.0,14.0,5.0,8.0,3,4.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,012,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Отец Паисий , кв. Трендафил, ул.  Венец  №7",Габрово,822
070500059,62.0,2.0,33.0,24.0,6.0,11.0,9.0,3.0,4.0,4,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,059,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,518
070500060,55.0,2.0,28.0,21.0,18.0,13.0,7.0,4.0,6.0,5,3.0,7.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,07,05,00,060,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,575
070500061,75.0,3.0,19.0,37.0,10.0,16.0,15.0,1.0,6.0,2,5.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,061,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,617
070500062,71.0,1.0,14.0,26.0,11.0,13.0,16.0,5.0,6.0,3,6.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,062,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,551
070500063,77.0,2.0,30.0,27.0,8.0,8.0,11.0,1.0,4.0,3,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,063,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,447
070500064,72.0,2.0,16.0,31.0,6.0,22.0,6.0,2.0,6.0,1,5.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,064,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО СУ  Райчо Каролев , ул.  Любен Каравелов  №48",Габрово,556
070500049,70.0,1.0,22.0,45.0,7.0,9.0,17.0,2.0,5.0,2,2.0,2.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,07,05,00,049,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Спортно хале - стадион  Хр. Ботев , бул.  Априлов ",Габрово,650
070500028,55.0,1.0,42.0,22.0,9.0,7.0,6.0,6.0,8.0,2,2.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,07,05,00,028,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Технически Университет - Ректорат, ул.  Хаджи Димитър  №4",Габрово,479
070500029,78.0,3.0,20.0,30.0,13.0,10.0,13.0,4.0,5.0,4,3.0,1.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,07,05,00,029,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Технически Университет - Ректорат, ул.  Хаджи Димитър  №4",Габрово,555
070500027,19.0,1.0,3.0,10.0,4.0,2.0,2.0,2.0,2.0,1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,027,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Търговски комплекс  Марина , бистро  Лазара , кв. Войново",Габрово,150
070500080,57.0,1.0,10.0,30.0,3.0,12.0,9.0,5.0,0.0,2,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,07,05,00,080,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Хотел  Цветина /АМК/  , кв. Етъра, ул.  Светлина  №11",Габрово,662
070500079,35.0,1.0,6.0,20.0,4.0,6.0,5.0,4.0,2.0,2,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,07,05,00,079,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Читалище, кв. Любово, ул.  Черни връх  №8",Габрово,335
070500057,53.0,1.0,6.0,39.0,10.0,19.0,5.0,10.0,11.0,2,3.0,5.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,07,05,00,057,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Читалище, кв. Недевци, ул.  Мазалат  №64",Габрово,654
070500081,38.0,1.0,7.0,43.0,9.0,11.0,6.0,7.0,10.0,2,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,07,05,00,081,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО Читалище, кв. Нова махала, пл.  Добри Пенчев  №8",Габрово,524
070500035,71.0,1.0,28.0,40.0,16.0,3.0,11.0,3.0,9.0,6,2.0,4.0,5.0,0.0,3.0,6.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,035,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивша Професионална Гимназия по Строителство, ул.  Равнец №1",Габрово,736
070500036,70.0,1.0,12.0,31.0,10.0,8.0,8.0,4.0,8.0,5,6.0,6.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,07,05,00,036,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивша Професионална Гимназия по Строителство, ул.  Равнец №1",Габрово,553
070500037,68.0,2.0,12.0,31.0,14.0,14.0,4.0,0.0,6.0,1,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,037,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивша Професионална Гимназия по Строителство, ул.  Равнец №1",Габрово,669
070500038,52.0,1.0,17.0,28.0,10.0,15.0,22.0,5.0,4.0,7,5.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,07,05,00,038,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивша Професионална Гимназия по Строителство, ул.  Равнец №1",Габрово,582
070500039,44.0,1.0,15.0,29.0,17.0,8.0,16.0,5.0,1.0,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,07,05,00,039,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивша Професионална Гимназия по Строителство, ул.  Равнец №1",Габрово,586
070500055,28.0,2.0,9.0,21.0,8.0,5.0,5.0,4.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,055,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивше ОУ  Христо Смирненски , бул.  Никола Вапцаров  №19",Габрово,340
070500056,61.0,2.0,12.0,25.0,9.0,6.0,6.0,7.0,4.0,3,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,056,07. ГАБРОВО,14218,гр.Габрово,"гр. ГАБРОВО бивше ОУ  Христо Смирненски , бул.  Никола Вапцаров  №19",Габрово,663
070500121,15.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,121,07. ГАБРОВО,14218,гр.Габрово,гр. ГАБРОВО подвижна избирателна секция,Габрово,15
070500103,39.0,1.0,13.0,9.0,8.0,1.0,0.0,3.0,3.0,6,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,103,07. ГАБРОВО,638,с.Армените,с. АРМЕНИТЕ Клуб на с. Армени,Габрово,104
070500087,46.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,087,07. ГАБРОВО,4683,с.Богданчовци,с. БОГДАНЧОВЦИ Адм. сграда на км. наместничество с. Балани,Габрово,73
070500090,27.0,1.0,5.0,12.0,4.0,2.0,2.0,3.0,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,090,07. ГАБРОВО,5400,с.Борики,с. БОРИКИ Адм. сграда на км. наместничество с. Борики,Габрово,121
070500100,37.0,1.0,7.0,23.0,11.0,11.0,13.0,3.0,5.0,4,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,100,07. ГАБРОВО,12168,с.Враниловци,с. ВРАНИЛОВЦИ Читалище с. Враниловци,Габрово,254
070500098,30.0,1.0,10.0,5.0,3.0,3.0,2.0,0.0,2.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,098,07. ГАБРОВО,14814,с.Гергини,с. ГЕРГИНИ Адм. сграда на кметство с. Гергини,Габрово,110
070500114,12.0,1.0,2.0,7.0,2.0,3.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,05,00,114,07. ГАБРОВО,14814,с.Гергини,с. ГЕРГИНИ Адм. сграда на кметство с. Гергини,Габрово,92
