sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,npn,invalid,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,region,municipality,admin_reg,station,region_name,ekatte,place,address,municipality_name,eligible_voters
122400029,34.0,51.0,6.0,5.0,1.0,2.0,3.0,2.0,1.0,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,029,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Младеново , ІV ОУ  Христо Ботев , ул.  Софийска  №112",Лом,507
122400030,46.0,42.0,9.0,12.0,4.0,6.0,6.0,5.0,5.0,9,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,030,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Младеново , ІV ОУ  Христо Ботев , ул.  Софийска  №112",Лом,531
122400031,17.0,80.0,3.0,10.0,3.0,2.0,2.0,3.0,2.0,7,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,031,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Младеново , ІV ОУ  Христо Ботев , ул.  Софийска  №112",Лом,733
122400032,4.0,53.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,17,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,24,00,032,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Младеново , ІV ОУ  Христо Ботев , ул.  Софийска  №112",Лом,524
122400027,85.0,35.0,7.0,11.0,7.0,5.0,2.0,2.0,1.0,7,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,027,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Младеново , ул.  Лозарска  №9",Лом,681
122400034,77.0,55.0,3.0,6.0,3.0,2.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,24,00,034,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Момин брод , Клуб на пенсионера",Лом,360
122400048,42.0,25.0,9.0,11.0,4.0,4.0,6.0,0.0,1.0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,048,12. МОНТАНА,44238,гр.Лом,гр. ЛОМ кв.  Моминброд  - Читалище,Лом,359
122400033,27.0,171.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,24,00,033,12. МОНТАНА,44238,гр.Лом,"гр. ЛОМ кв.  Хумата , ул.  Ломски казарми  №31 (магазинче-барче при Крум)",Лом,1076
122400050,65.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,050,12. МОНТАНА,44238,гр.Лом,"гр. Лом, ул.  Филип Тотю  № 14, сградата на 1-во ОУ  Никола Първанов ",Лом,71
122400051,29.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,051,12. МОНТАНА,44238,гр.Лом,"гр. Лом, ул.  Филип Тотю  № 14, сградата на 1-во ОУ  Никола Първанов ",Лом,30
122400043,60.0,19.0,4.0,3.0,1.0,0.0,0.0,10.0,1.0,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12,24,00,043,12. МОНТАНА,21436,с.Добри дол,с. ДОБРИ ДОЛ Дом за стари хора,Лом,129
122400035,10.0,36.0,2.0,10.0,4.0,0.0,1.0,2.0,1.0,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,035,12. МОНТАНА,22695,с.Долно Линево,с. ДОЛНО ЛИНЕВО Сградата на кметството ул.  Христо Ботев  №5,Лом,77
122400036,67.0,27.0,6.0,7.0,4.0,8.0,1.0,3.0,2.0,11,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,036,12. МОНТАНА,30291,с.Замфир,с. ЗАМФИР Училище ул.  Яне Сандански  №4,Лом,437
122400037,63.0,15.0,0.0,13.0,9.0,2.0,1.0,1.0,1.0,4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,037,12. МОНТАНА,30291,с.Замфир,с. ЗАМФИР Училище ул.  Яне Сандански  №4,Лом,283
122400045,61.0,73.0,1.0,10.0,5.0,2.0,1.0,8.0,3.0,11,2.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,24,00,045,12. МОНТАНА,37544,с.Ковачица,с. КОВАЧИЦА ПГСС  Дунавска земя ул.  5-та  №13,Лом,430
122400046,73.0,61.0,4.0,11.0,5.0,9.0,0.0,6.0,2.0,8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,24,00,046,12. МОНТАНА,37544,с.Ковачица,с. КОВАЧИЦА Сградата на Кметството,Лом,359
122400044,9.0,0.0,2.0,5.0,1.0,2.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,044,12. МОНТАНА,53970,с.Орсоя,"с. ОРСОЯ Бивш магазин на НАРКООП, ул.  Първа  №15",Лом,46
122400052,8.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,052,12. МОНТАНА,53970,с.Орсоя,"с. Орсоя, община Лом, ул. 18-та № 19",Лом,15
122400042,45.0,13.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,042,12. МОНТАНА,67310,с.Сливата,с. СЛИВАТА Сграда бивше ДЗС,Лом,115
122400040,157.0,13.0,5.0,13.0,15.0,8.0,4.0,10.0,1.0,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,040,12. МОНТАНА,68672,с.Сталийска махала,с. СТАЛИЙСКА МАХАЛА Училище ул.  13-та  №1,Лом,520
122400041,126.0,50.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,23,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,24,00,041,12. МОНТАНА,68672,с.Сталийска махала,с. СТАЛИЙСКА МАХАЛА Училище ул.  13-та  №1,Лом,473
122400047,28.0,45.0,1.0,15.0,5.0,5.0,0.0,2.0,5.0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12,24,00,047,12. МОНТАНА,68758,с.Станево,"с. СТАНЕВО Читалището, ул.  15-та  №12",Лом,186
122400038,67.0,23.0,3.0,16.0,10.0,2.0,2.0,1.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,038,12. МОНТАНА,72940,с.Трайково,с. ТРАЙКОВО Училище ул.  Бено Николов  №1А,Лом,223
122400039,118.0,38.0,3.0,12.0,0.0,4.0,1.0,6.0,1.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,24,00,039,12. МОНТАНА,72940,с.Трайково,с. ТРАЙКОВО Училище ул.  Бено Николов  №1А,Лом,367
122600005,31.0,77.0,2.0,15.0,9.0,5.0,4.0,4.0,4.0,9,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,12,26,00,005,12. МОНТАНА,792,с.Аспарухово,"с. АСПАРУХОВО Клуб на пенсионера и инвалида, ул.  Георги Димитров  №15",Медковец,359
122600004,61.0,55.0,8.0,13.0,15.0,8.0,1.0,7.0,2.0,12,2.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,26,00,004,12. МОНТАНА,47593,с.Медковец,"с. МЕДКОВЕЦ Дневен център за стари хора, ул.  Дано Опинчев  №44",Медковец,539
122600003,117.0,120.0,4.0,20.0,26.0,11.0,5.0,14.0,2.0,16,1.0,4.0,1.0,3.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,26,00,003,12. МОНТАНА,47593,с.Медковец,"с. МЕДКОВЕЦ Читалище  Развитие , ул.  Г. Димитров  №23",Медковец,752
122600008,9.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,26,00,008,12. МОНТАНА,47593,с.Медковец,с. Медковец,Медковец,24
122600002,14.0,1.0,4.0,6.0,6.0,3.0,0.0,0.0,2.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,26,00,002,12. МОНТАНА,56544,с.Пишурка,"с. ПИШУРКА Сградата на кметството, ул.  Хр. Ботев  №19",Медковец,70
122600006,54.0,19.0,4.0,15.0,13.0,2.0,2.0,7.0,0.0,2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,26,00,006,12. МОНТАНА,62222,с.Расово,"с. РАСОВО Клуб на пенсионера, ул.  Георги Димитров  №55",Медковец,395
122600007,76.0,52.0,9.0,11.0,7.0,3.0,5.0,2.0,5.0,16,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12,26,00,007,12. МОНТАНА,62222,с.Расово,"с. РАСОВО Основно училище  Христо Ботев , ет. 1, с. Расово, ул.  Хан Аспарух  №4",Медковец,476
122600001,31.0,57.0,3.0,9.0,1.0,2.0,6.0,2.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12,26,00,001,12. МОНТАНА,67386,с.Сливовик,"с. СЛИВОВИК Клуб - библиотека, ул.  Г. Димитров  №29",Медковец,235
122900040,42.0,9.0,30.0,39.0,20.0,14.0,12.0,9.0,8.0,2,5.0,1.0,0.0,1.0,3.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12,29,00,040,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  П. Яворов  №3 (Клуб на пенсионера),Монтана,625
122900041,59.0,13.0,27.0,42.0,34.0,15.0,16.0,6.0,5.0,1,2.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,29,00,041,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  П. Яворов  №3 (Клуб на пенсионера),Монтана,601
122900027,44.0,26.0,25.0,49.0,19.0,19.0,14.0,7.0,9.0,1,4.0,11.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,027,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Парта  №18 (Седмо СУ  Йордан Радичков ),Монтана,804
122900028,36.0,16.0,23.0,32.0,15.0,10.0,11.0,10.0,10.0,1,1.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,29,00,028,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Парта  №18 (Седмо СУ  Йордан Радичков ),Монтана,683
122900001,46.0,14.0,33.0,40.0,8.0,17.0,8.0,3.0,8.0,3,3.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,001,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,582
122900003,57.0,8.0,38.0,34.0,17.0,16.0,4.0,11.0,5.0,1,1.0,5.0,8.0,0.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,29,00,003,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,700
122900004,73.0,11.0,35.0,52.0,25.0,19.0,15.0,7.0,11.0,4,2.0,5.0,8.0,2.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12,29,00,004,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,768
122900042,21.0,10.0,14.0,24.0,10.0,3.0,10.0,6.0,2.0,0,1.0,1.0,6.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,12,29,00,042,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,448
122900044,36.0,1.0,31.0,39.0,12.0,5.0,18.0,5.0,6.0,2,4.0,5.0,4.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,29,00,044,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,520
122900045,24.0,19.0,9.0,28.0,9.0,1.0,6.0,4.0,4.0,8,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,045,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,560
122900046,71.0,89.0,2.0,10.0,4.0,4.0,1.0,6.0,3.0,11,6.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,29,00,046,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,937
122900047,31.0,15.0,18.0,29.0,9.0,19.0,11.0,7.0,5.0,3,0.0,7.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,29,00,047,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,611
122900048,27.0,9.0,4.0,40.0,9.0,10.0,12.0,3.0,7.0,1,1.0,1.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12,29,00,048,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №23 (Първо ОУ  Св. Св. Кирил и Методий ),Монтана,533
122900021,38.0,12.0,31.0,30.0,11.0,22.0,11.0,5.0,5.0,0,2.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,021,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №98 (Младежки дом),Монтана,539
122900039,71.0,9.0,34.0,36.0,23.0,35.0,7.0,1.0,12.0,4,3.0,7.0,2.0,3.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,039,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА бул.  Трети март  №98 (Младежки дом),Монтана,773
122900033,60.0,11.0,20.0,50.0,15.0,17.0,13.0,10.0,11.0,1,2.0,5.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,033,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА жк.  Младост  (Спортна зала  Младост ),Монтана,808
122900034,38.0,24.0,21.0,35.0,13.0,24.0,7.0,4.0,9.0,2,1.0,1.0,4.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,12,29,00,034,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА жк.  Младост  (Спортна зала  Младост ),Монтана,708
122900035,34.0,24.0,7.0,42.0,10.0,20.0,10.0,5.0,3.0,0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,035,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА жк.  Младост  (Спортна зала  Младост ),Монтана,638
122900036,35.0,17.0,8.0,51.0,13.0,16.0,7.0,12.0,4.0,4,2.0,7.0,1.0,3.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,036,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА жк.  Младост  (Спортна зала  Младост ),Монтана,676
122900043,41.0,13.0,24.0,26.0,12.0,11.0,6.0,3.0,4.0,1,8.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,043,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Васил Левски  №49 (Клуб),Монтана,460
122900049,50.0,16.0,20.0,32.0,14.0,8.0,13.0,9.0,5.0,5,5.0,4.0,6.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,29,00,049,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Д. Подвързачов  №3 (Пето средно училище  Хр. Ботев ),Монтана,695
122900050,38.0,18.0,19.0,42.0,22.0,17.0,13.0,6.0,8.0,4,1.0,3.0,5.0,5.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,050,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Д. Подвързачов  №3 (Пето средно училище  Хр. Ботев ),Монтана,641
122900051,32.0,10.0,15.0,43.0,13.0,4.0,6.0,5.0,9.0,1,4.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12,29,00,051,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Д. Подвързачов  №3 (Пето средно училище  Хр. Ботев ),Монтана,677
122900052,45.0,13.0,26.0,46.0,10.0,15.0,5.0,15.0,8.0,2,1.0,3.0,7.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,052,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Д. Подвързачов  №3 (Пето средно училище  Хр. Ботев ),Монтана,704
122900002,56.0,12.0,18.0,37.0,16.0,21.0,20.0,9.0,8.0,2,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12,29,00,002,12. МОНТАНА,48489,гр.Монтана,"гр. МОНТАНА ул.  Извора  №35 (Клуб на гражданска защита, пл.  Славейков )",Монтана,564
122900016,41.0,13.0,14.0,58.0,15.0,13.0,7.0,6.0,8.0,4,3.0,1.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,016,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,677
122900019,33.0,12.0,21.0,33.0,10.0,8.0,11.0,4.0,2.0,2,1.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,019,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,576
122900022,39.0,11.0,26.0,45.0,19.0,21.0,4.0,6.0,8.0,2,4.0,1.0,7.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,022,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,592
122900023,47.0,13.0,25.0,46.0,7.0,10.0,11.0,7.0,11.0,3,2.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,29,00,023,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,618
122900037,34.0,19.0,20.0,38.0,17.0,25.0,2.0,14.0,6.0,3,4.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,037,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,682
122900038,47.0,15.0,30.0,32.0,8.0,10.0,9.0,5.0,5.0,0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,29,00,038,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Княз Ал. Батенберг  №51 (Трето ОУ  Д-р Петър Берон ),Монтана,555
122900053,40.0,5.0,14.0,26.0,14.0,12.0,11.0,7.0,5.0,2,22.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29,00,053,12. МОНТАНА,48489,гр.Монтана,гр. МОНТАНА ул.  Митко Палаузов  №2 (Читалище в кв.  Мала Кутловица ),Монтана,545
