sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,npn,invalid,МЕЧ,ВМРО БНД,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ЗЕЛЕНИТЕ,Кузман Илиев (нез.),ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,ПРЯКА ДЕМОКРАЦИЯ,НИЕ ИДВАМЕ,НИЕ ГРАЖДАНИТЕ,ЕДИНЕНИЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,КОАЛИЦИЯ НА РОЗАТА,ОБЩЕСТВО ЗА НОВА БГ,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,НП ИСИ,БНО,БСДД,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
011100013,37.0,4.0,30.0,38.0,65.0,18.0,16.0,12.0,9,2.0,12.0,1.0,1.0,2.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,11,00,013,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ НПГ  ДИМИТЪР ТАЛЕВ , УЛ.  ГОЦЕ ДЕЛЧЕВ  №36",687
011100014,55.0,11.0,23.0,26.0,47.0,8.0,12.0,10.0,6,8.0,12.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01,11,00,014,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДГ  ДЖАНИ РОДАРИ , УЛ.  МИХАИЛ ДАЕВ  №1",830
011100015,37.0,14.0,26.0,22.0,53.0,9.0,8.0,9.0,8,2.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,015,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДГ  ДЖАНИ РОДАРИ , УЛ.  МИХАИЛ ДАЕВ  №1",831
011100016,52.0,21.0,19.0,25.0,62.0,11.0,4.0,10.0,3,8.0,16.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01,11,00,016,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ПГ ПО МСС  П. К. ЯВОРОВ , УЛ.  СИМЕОН РАДЕВ  №6",811
011100017,53.0,11.0,20.0,25.0,66.0,7.0,12.0,11.0,2,5.0,4.0,1.0,2.0,6.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01,11,00,017,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДГ  КАЛИНКА , УЛ.  ДРАГОМАН  №15",949
011100018,30.0,6.0,12.0,23.0,83.0,1.0,4.0,3.0,23,3.0,9.0,1.0,1.0,17.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,018,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДГ  КАЛИНКА , УЛ.  ДРАГОМАН  №15",969
011100019,13.0,6.0,1.0,5.0,115.0,0.0,1.0,1.0,32,3.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01,11,00,019,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДГ  КАЛИНКА , УЛ.  ДРАГОМАН  №15",189
011100020,50.0,7.0,35.0,27.0,32.0,9.0,8.0,8.0,10,2.0,15.0,3.0,0.0,12.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,020,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДНА, УЛ.  ДРАМА  №1",676
011100021,82.0,9.0,27.0,38.0,54.0,12.0,9.0,13.0,14,4.0,15.0,12.0,2.0,24.0,2.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,021,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДНА, УЛ.  ДРАМА  №1",812
011100022,75.0,2.0,28.0,24.0,72.0,21.0,13.0,10.0,7,11.0,15.0,3.0,1.0,11.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,01,11,00,022,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ ДНА, УЛ.  ДРАМА  №1",838
011100024,40.0,1.0,20.0,23.0,63.0,15.0,5.0,4.0,5,4.0,5.0,0.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,024,Гоце Делчев,01. БЛАГОЕВГРАД,49432,с.Мусомища,"с. МОСОМИЩЕ ОСНОВНО УЧИЛИЩЕ  ХРИСТО БОТЕВ , УЛ.  ГОЦЕ ДЕЛЧЕВ  №2",649
011100025,53.0,2.0,13.0,26.0,34.0,16.0,4.0,5.0,11,10.0,2.0,1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,01,11,00,025,Гоце Делчев,01. БЛАГОЕВГРАД,49432,с.Мусомища,"с. МОСОМИЩЕ ЧИТАЛИЩЕ  Н. Й. ВАПЦАРОВ , УЛ.  ЮРИЙ ГАГАРИН  №1",598
011100026,61.0,0.0,15.0,25.0,35.0,5.0,4.0,10.0,4,5.0,4.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,11,00,026,Гоце Делчев,01. БЛАГОЕВГРАД,49432,с.Мусомища,"с. МОСОМИЩЕ КЛУБ НА ПЕНСИОНЕРА, УЛ.  ГОЦЕ ДЕЛЧЕВ  №4",467
011100027,31.0,0.0,4.0,25.0,40.0,2.0,0.0,14.0,7,2.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,027,Гоце Делчев,01. БЛАГОЕВГРАД,5606,с.Борово,"с. БОРОВО ОСНОВНО УЧИЛИЩЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  ГЕНЕРАЛ КОВАЧЕВ  №13",457
011100028,24.0,0.0,8.0,21.0,39.0,4.0,10.0,8.0,6,2.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01,11,00,028,Гоце Делчев,01. БЛАГОЕВГРАД,5606,с.Борово,"с. БОРОВО ОСНОВНО УЧИЛИЩЕ  СВ. КЛИМЕНТ ОХРИДСКИ , УЛ.  ГЕНЕРАЛ КОВАЧЕВ  №13",432
011100029,33.0,1.0,7.0,15.0,77.0,3.0,4.0,9.0,9,3.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,029,Гоце Делчев,01. БЛАГОЕВГРАД,2600,с.Баничан,с. БАНИЧАН ОСНОВНО УЧИЛИЩЕ  СВ. ПАИСИЙ ХИЛЕНДАРСКИ ,466
011100030,15.0,86.0,2.0,3.0,36.0,3.0,0.0,1.0,11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,01,11,00,030,Гоце Делчев,01. БЛАГОЕВГРАД,17347,с.Господинци,с. ГОСПОДИНЦИ КМЕТСТВО,676
011100031,12.0,516.0,1.0,1.0,21.0,0.0,0.0,6.0,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,031,Гоце Делчев,01. БЛАГОЕВГРАД,7003,с.Буково,с. БУКОВО ОСНОВНО УЧИЛИЩЕ  ИВАН ВАЗОВ ,811
011100032,71.0,255.0,3.0,1.0,6.0,4.0,1.0,3.0,22,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,032,Гоце Делчев,01. БЛАГОЕВГРАД,6306,с.Брезница,"с. БРЕЗНИЦА ЧИТАЛИЩЕ  П. Р. СЛАВЕЙКОВ  - МЛАДЕЖКИ ДОМ, УЛ.  НЕВРОКОП  №1",680
011100033,69.0,253.0,2.0,5.0,9.0,3.0,1.0,5.0,21,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,01,11,00,033,Гоце Делчев,01. БЛАГОЕВГРАД,6306,с.Брезница,"с. БРЕЗНИЦА ЧИТАЛИЩЕ  П. Р. СЛАВЕЙКОВ  - МЛАДЕЖКИ ДОМ, УЛ.  НЕВРОКОП  №1",664
011100034,79.0,287.0,5.0,5.0,16.0,1.0,5.0,5.0,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,034,Гоце Делчев,01. БЛАГОЕВГРАД,6306,с.Брезница,"с. БРЕЗНИЦА ОСНОВНО УЧИЛИЩЕ  СВ. СВ. КИРИЛ И МЕТОДИЙ , УЛ.  ЧАРКА  №23",791
011100035,66.0,280.0,4.0,5.0,3.0,1.0,0.0,8.0,25,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,035,Гоце Делчев,01. БЛАГОЕВГРАД,6306,с.Брезница,"с. БРЕЗНИЦА ЧИТАЛИЩЕ  П. Р. СЛАВЕЙКОВ  - МЛАДЕЖКИ ДОМ, УЛ.  НЕВРОКОП  №1",762
011100036,13.0,122.0,3.0,6.0,3.0,4.0,1.0,4.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,036,Гоце Делчев,01. БЛАГОЕВГРАД,38666,с.Корница,с. КОРНИЦА ЧИТАЛИЩЕ  ОТЕЦ ПАИСИЙ ,489
011100037,8.0,135.0,1.0,2.0,3.0,1.0,1.0,3.0,4,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,037,Гоце Делчев,01. БЛАГОЕВГРАД,38666,с.Корница,"с. КОРНИЦА ОСНОВНО УЧИЛИЩЕ  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  ПИРИН  №20",490
011100038,7.0,144.0,2.0,2.0,1.0,1.0,0.0,3.0,3,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,11,00,038,Гоце Делчев,01. БЛАГОЕВГРАД,38666,с.Корница,"с. КОРНИЦА ОСНОВНО УЧИЛИЩЕ  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  ПИРИН  №20",509
011100039,45.0,213.0,5.0,1.0,4.0,2.0,4.0,2.0,13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,039,Гоце Делчев,01. БЛАГОЕВГРАД,44416,с.Лъжница,"с. ЛЪЖНИЦА ОСНОВНО УЧИЛИЩЕ  ПЕТЪР БЕРОН , УЛ.  ПРОГРЕС  №6",734
011100040,28.0,199.0,3.0,2.0,2.0,2.0,1.0,7.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,01,11,00,040,Гоце Делчев,01. БЛАГОЕВГРАД,44416,с.Лъжница,"с. ЛЪЖНИЦА ОСНОВНО УЧИЛИЩЕ  ПЕТЪР БЕРОН , УЛ.  ПРОГРЕС  №6",608
011100041,1.0,0.0,2.0,3.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,041,Гоце Делчев,01. БЛАГОЕВГРАД,21680,с.Добротино,с. ДОБРОТИНО КМЕТСТВО,22
011100042,4.0,0.0,1.0,1.0,7.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,042,Гоце Делчев,01. БЛАГОЕВГРАД,20585,с.Делчево,с. ДЕЛЧЕВО КМЕТСТВО,26
011100043,4.0,0.0,1.0,0.0,29.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,043,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ УЛ.  ЦАРИЦА ЙОАННА  №2, ПОДВИЖНА ИЗБИРАТЕЛНА КУТИЯ",90
011100044,2.0,38.0,1.0,2.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,11,00,044,Гоце Делчев,01. БЛАГОЕВГРАД,17395,гр.Гоце Делчев,"гр. ГОЦЕ ДЕЛЧЕВ УЛ.  ЦАРИЦА ЙОАННА  №2, ПОДВИЖНА ИЗБИРАТЕЛНА КУТИЯ",54
011300001,27.0,224.0,4.0,14.0,11.0,4.0,6.0,3.0,8,8.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,01,13,00,001,Гърмен,01. БЛАГОЕВГРАД,18366,с.Гърмен,с. ГЪРМЕН КАФЕ  БИСТРОТО ,822
011300002,54.0,34.0,21.0,48.0,29.0,19.0,9.0,7.0,4,7.0,10.0,2.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,002,Гърмен,01. БЛАГОЕВГРАД,18366,с.Гърмен,с. ГЪРМЕН ЧИТАЛИЩЕ  ИСКРА ,705
011300003,27.0,1.0,3.0,5.0,3.0,0.0,1.0,3.0,6,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,003,Гърмен,01. БЛАГОЕВГРАД,2381,с.Балдево,с. БАЛДЕВО КМЕТСТВО,148
011300004,60.0,350.0,6.0,4.0,9.0,26.0,2.0,2.0,0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,004,Гърмен,01. БЛАГОЕВГРАД,16763,с.Горно Дряново,с. ГОРНО ДРЯНОВО ОУ  ОТЕЦ ПАИСИЙ ,829
011300005,71.0,378.0,12.0,7.0,7.0,7.0,0.0,5.0,2,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,005,Гърмен,01. БЛАГОЕВГРАД,20331,с.Дебрен,с. ДЕБРЕН ОУ  КЛИМЕНТ ОХРИДСКИ ,752
011300006,54.0,380.0,7.0,1.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,006,Гърмен,01. БЛАГОЕВГРАД,20331,с.Дебрен,с. ДЕБРЕН ЧИТАЛИЩЕ  ОТЕЦ ПАИСИЙ ,649
011300007,31.0,274.0,7.0,1.0,11.0,3.0,2.0,7.0,8,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,007,Гърмен,01. БЛАГОЕВГРАД,20331,с.Дебрен,с. ДЕБРЕН ОУ  КЛИМЕНТ ОХРИДСКИ ,615
011300008,55.0,375.0,19.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,008,Гърмен,01. БЛАГОЕВГРАД,22616,с.Долно Дряново,с. ДОЛНО ДРЯНОВО ОУ  ХРИСТО БОТЕВ ,1028
011300009,157.0,278.0,3.0,11.0,9.0,3.0,1.0,2.0,7,6.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,009,Гърмен,01. БЛАГОЕВГРАД,24267,с.Дъбница,с. ДЪБНИЦА ЧИТАЛИЩЕ  ЗОРА ,777
011300010,69.0,235.0,2.0,11.0,19.0,3.0,2.0,3.0,15,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,01,13,00,010,Гърмен,01. БЛАГОЕВГРАД,24267,с.Дъбница,с. ДЪБНИЦА ОУ  ХРИСТО БОТЕВ ,757
011300011,1.0,3.0,0.0,8.0,2.0,3.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,011,Гърмен,01. БЛАГОЕВГРАД,37472,с.Ковачевица,с. КОВАЧЕВИЦА ЧИТАЛИЩЕ  СВЕТЛИНА ,42
011300012,8.0,43.0,2.0,3.0,6.0,6.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,012,Гърмен,01. БЛАГОЕВГРАД,40138,с.Крушево,с. КРУШЕВО КМЕТСТВО,205
011300013,26.0,11.0,3.0,8.0,5.0,4.0,0.0,3.0,1,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,013,Гърмен,01. БЛАГОЕВГРАД,47408,с.Марчево,с. МАРЧЕВО КМЕТСТВО,125
011300014,69.0,116.0,9.0,15.0,16.0,6.0,3.0,5.0,18,2.0,8.0,3.0,2.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,014,Гърмен,01. БЛАГОЕВГРАД,53326,с.Огняново,с. ОГНЯНОВО ПЕНСИОНЕРСКИ КЛУБ,653
011300015,74.0,147.0,16.0,20.0,18.0,16.0,0.0,6.0,15,3.0,4.0,3.0,1.0,2.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,13,00,015,Гърмен,01. БЛАГОЕВГРАД,53326,с.Огняново,с. ОГНЯНОВО ТУРИСТИЧЕСКИ ИНФОРМАЦИОНЕН ЦЕНТЪР,736
011300016,14.0,50.0,4.0,4.0,14.0,2.0,0.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,016,Гърмен,01. БЛАГОЕВГРАД,53727,с.Ореше,с. ОРЕШЕ СГРАДАТА НА БИВШЕТО УЧИЛИЩЕ,158
011300017,89.0,120.0,6.0,3.0,5.0,2.0,3.0,3.0,12,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01,13,00,017,Гърмен,01. БЛАГОЕВГРАД,54184,с.Осиково,с. ОСИКОВО ЧИТАЛИЩЕТО,440
011300018,78.0,414.0,6.0,19.0,3.0,4.0,0.0,18.0,15,8.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,018,Гърмен,01. БЛАГОЕВГРАД,62640,с.Рибново,с. РИБНОВО КМЕТСТВОТО,862
011300019,69.0,288.0,8.0,10.0,2.0,3.0,1.0,11.0,17,4.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,019,Гърмен,01. БЛАГОЕВГРАД,62640,с.Рибново,с. РИБНОВО СОУ  ЙОРДАН ЙОВКОВ ,693
011300020,66.0,286.0,18.0,8.0,1.0,2.0,0.0,8.0,10,7.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,020,Гърмен,01. БЛАГОЕВГРАД,62640,с.Рибново,с. РИБНОВО ЧИТАЛИЩЕ  ИЗГРЕВ ,690
011300021,50.0,88.0,3.0,2.0,5.0,3.0,1.0,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01,13,00,021,Гърмен,01. БЛАГОЕВГРАД,66874,с.Скребатно,с. СКРЕБАТНО ЧИТАЛИЩЕ  ХРИСТО БОТЕВ ,228
011300022,112.0,242.0,2.0,3.0,3.0,1.0,0.0,6.0,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,022,Гърмен,01. БЛАГОЕВГРАД,77222,с.Хвостяне,с. ХВОСТЯНЕ ОУ  ДИМИТЪР ТАЛЕВ ,760
011300023,2.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,023,Гърмен,01. БЛАГОЕВГРАД,62640,с.Рибново,СУ  Йордан Йовков ,47
011300024,0.0,56.0,1.0,3.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,13,00,024,Гърмен,01. БЛАГОЕВГРАД,24267,с.Дъбница,ОбУ  Христо Ботев ,61
012800001,82.0,3.0,35.0,24.0,29.0,6.0,5.0,7.0,10,4.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,28,00,001,Кресна,01. БЛАГОЕВГРАД,14492,гр.Кресна,"гр. КРЕСНА ОБЩИНСКА АДМ. ЗАЛА  5-ти октомври , УЛ.  МАКЕДОНИЯ  №96",549
012800002,58.0,5.0,13.0,13.0,31.0,4.0,2.0,4.0,6,8.0,4.0,4.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,28,00,002,Кресна,01. БЛАГОЕВГРАД,14492,гр.Кресна,"гр. КРЕСНА ОБЩИНСКА АДМ. РИТУАЛНА ЗАЛА, УЛ.  МАКЕДОНИЯ  №96",578
012800003,83.0,3.0,37.0,21.0,28.0,4.0,6.0,11.0,5,9.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,28,00,003,Кресна,01. БЛАГОЕВГРАД,14492,гр.Кресна,"гр. КРЕСНА СУ  СВ. ПАИСИЙ ХИЛЕНДАРСКИ , УЛ.  ЦАР БОРИС III  №12",517
