sid,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,npn,invalid,МЕЧ,ВМРО БНД,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ЗЕЛЕНИТЕ,Кузман Илиев (нез.),ЛЕВИЦАТА,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,ПРЯКА ДЕМОКРАЦИЯ,НИЕ ИДВАМЕ,НИЕ ГРАЖДАНИТЕ,ЕДИНЕНИЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,КОАЛИЦИЯ НА РОЗАТА,ОБЩЕСТВО ЗА НОВА БГ,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,НП ИСИ,БНО,БСДД,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
320270111,14.0,1.0,18.0,19.0,0.0,8.0,11.0,2.0,3,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,111,чужбина,32. Извън страната,110053,"Германия ФР, Оберамергау","Германия ФР, Оберамергау",1
320270112,13.0,3.0,16.0,39.0,3.0,18.0,19.0,3.0,5,21.0,5.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32,02,70,112,чужбина,32. Извън страната,110054,"Германия ФР, Оснабрюк","Германия ФР, Оснабрюк",14
320270113,17.0,4.0,17.0,32.0,2.0,4.0,32.0,1.0,11,12.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,113,чужбина,32. Извън страната,110055,"Германия ФР, Офенбах на Майн","Германия ФР, Офенбах на Майн",2
320270114,22.0,9.0,26.0,64.0,5.0,17.0,18.0,8.0,3,21.0,9.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,114,чужбина,32. Извън страната,110056,"Германия ФР, Офенбург","Германия ФР, Офенбург",20
320270115,7.0,10.0,10.0,36.0,2.0,15.0,22.0,5.0,6,10.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,115,чужбина,32. Извън страната,110057,"Германия ФР, Папенбург","Германия ФР, Папенбург",27
320270116,4.0,0.0,16.0,14.0,2.0,9.0,12.0,0.0,1,3.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,116,чужбина,32. Извън страната,110058,"Германия ФР, Пасау","Германия ФР, Пасау",0
320270117,7.0,2.0,5.0,10.0,1.0,4.0,4.0,1.0,2,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,117,чужбина,32. Извън страната,110059,"Германия ФР, Плауен","Германия ФР, Плауен",19
320270118,0.0,0.0,12.0,16.0,4.0,4.0,13.0,0.0,4,6.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,118,чужбина,32. Извън страната,110060,"Германия ФР, Пфафенхофен","Германия ФР, Пфафенхофен",3
320270119,9.0,0.0,26.0,21.0,3.0,20.0,25.0,5.0,5,3.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,119,чужбина,32. Извън страната,110061,"Германия ФР, Равенсбург","Германия ФР, Равенсбург",5
320270120,21.0,3.0,43.0,81.0,11.0,43.0,56.0,8.0,12,31.0,5.0,4.0,0.0,3.0,20.0,6.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,32,02,70,120,чужбина,32. Извън страната,110062,"Германия ФР, Регенсбург","Германия ФР, Регенсбург",64
320270121,20.0,5.0,24.0,19.0,2.0,9.0,28.0,4.0,5,5.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,121,чужбина,32. Извън страната,110063,"Германия ФР, Розенхайм","Германия ФР, Розенхайм",32
320270122,24.0,1.0,31.0,40.0,8.0,20.0,24.0,2.0,3,15.0,6.0,3.0,0.0,3.0,8.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,122,чужбина,32. Извън страната,110064,"Германия ФР, Ройтлинген","Германия ФР, Ройтлинген",43
320270123,21.0,0.0,51.0,43.0,0.0,14.0,31.0,5.0,2,12.0,4.0,5.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,32,02,70,123,чужбина,32. Извън страната,110065,"Германия ФР, Саарбрюкен","Германия ФР, Саарбрюкен ",20
320270124,8.0,1.0,12.0,17.0,1.0,9.0,12.0,6.0,1,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,02,70,124,чужбина,32. Извън страната,110066,"Германия ФР, Тегернзее","Германия ФР, Тегернзее",3
320270125,22.0,0.0,38.0,47.0,7.0,15.0,32.0,4.0,3,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,02,70,125,чужбина,32. Извън страната,110067,"Германия ФР, Трир","Германия ФР, Трир",26
320270126,12.0,4.0,35.0,41.0,5.0,12.0,26.0,3.0,1,9.0,5.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32,02,70,126,чужбина,32. Извън страната,110068,"Германия ФР, Улм","Германия ФР, Улм",29
320270127,1.0,1.0,2.0,2.0,3.0,8.0,8.0,2.0,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,127,чужбина,32. Извън страната,110069,"Германия ФР, Фирнхайм","Германия ФР, Фирнхайм",2
320270128,21.0,39.0,58.0,37.0,5.0,20.0,30.0,8.0,12,10.0,4.0,2.0,5.0,0.0,12.0,1.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,70,128,чужбина,32. Извън страната,110070,"Германия ФР, Фрайбург","Германия ФР, Фрайбург",35
320270129,2.0,0.0,9.0,1.0,0.0,2.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,129,чужбина,32. Извън страната,110071,"Германия ФР, Фрайзен","Германия ФР, Фрайзен",0
320270130,16.0,1.0,101.0,42.0,7.0,29.0,15.0,4.0,2,6.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,130,чужбина,32. Извън страната,110072,"Германия ФР, Франкфурт на Майн","Германия ФР, Франкфурт на Майн (адрес извън Генерално консулство)",84
320270131,13.0,6.0,150.0,45.0,9.0,22.0,20.0,4.0,1,1.0,6.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,02,70,131,чужбина,32. Извън страната,110072,"Германия ФР, Франкфурт на Майн","Германия ФР, Франкфурт на Майн 2  (адрес извън Генералното консулство)",21
320270132,26.0,8.0,36.0,70.0,10.0,19.0,26.0,2.0,7,13.0,6.0,8.0,6.0,8.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,132,чужбина,32. Извън страната,110072,"Германия ФР, Франкфурт на Майн","Германия ФР, Франкфурт на Майн 3  (адрес извън Генералното консулство)",4
320270133,9.0,1.0,9.0,15.0,0.0,17.0,8.0,1.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,133,чужбина,32. Извън страната,110073,"Германия ФР, Фройденщад","Германия ФР, Фройденщад",3
320270134,13.0,82.0,10.0,28.0,3.0,17.0,13.0,6.0,11,15.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,134,чужбина,32. Извън страната,110074,"Германия ФР, Фюрт","Германия ФР, Фюрт",58
320270135,25.0,6.0,44.0,43.0,2.0,24.0,49.0,3.0,4,4.0,0.0,2.0,1.0,0.0,10.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,02,70,135,чужбина,32. Извън страната,110075,"Германия ФР, Хайлброн","Германия ФР, Хайлброн",38
320270136,23.0,3.0,125.0,42.0,7.0,18.0,26.0,1.0,4,10.0,2.0,5.0,9.0,3.0,9.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,02,70,136,чужбина,32. Извън страната,110076,"Германия ФР, Хайделберг","Германия ФР, Хайделберг",54
320270137,8.0,17.0,4.0,7.0,1.0,9.0,16.0,6.0,10,23.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,02,70,137,чужбина,32. Извън страната,110077,"Германия ФР, Хам","Германия ФР, Хам",10
320270138,29.0,3.0,101.0,55.0,4.0,32.0,30.0,4.0,3,18.0,6.0,3.0,5.0,2.0,11.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,02,70,138,чужбина,32. Извън страната,110078,"Германия ФР, Хамбург","Германия ФР, Хамбург 1 (Почетно консулство)",55
320270139,11.0,3.0,55.0,33.0,9.0,11.0,33.0,2.0,3,9.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,139,чужбина,32. Извън страната,110078,"Германия ФР, Хамбург","Германия ФР, Хамбург 2 (Почетно консулство)",6
320270140,14.0,4.0,22.0,32.0,3.0,21.0,12.0,4.0,8,12.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,140,чужбина,32. Извън страната,110078,"Германия ФР, Хамбург","Германия ФР, Хамбург 3 (Почетно консулство)",4
320270141,16.0,7.0,21.0,36.0,2.0,6.0,14.0,6.0,5,8.0,3.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,70,141,чужбина,32. Извън страната,110079,"Германия ФР, Хановер","Германия ФР, Хановер 1",49
320270142,14.0,4.0,19.0,32.0,2.0,10.0,16.0,6.0,4,10.0,3.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,02,70,142,чужбина,32. Извън страната,110079,"Германия ФР, Хановер","Германия ФР, Хановер 2",10
320270143,7.0,15.0,3.0,11.0,4.0,0.0,0.0,2.0,0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,143,чужбина,32. Извън страната,110080,"Германия ФР, Хоф","Германия ФР, Хоф *",42
320270144,6.0,0.0,16.0,25.0,1.0,7.0,12.0,1.0,4,12.0,4.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32,02,70,144,чужбина,32. Извън страната,110081,"Германия ФР, Швебиш Гмюнд","Германия ФР, Швебиш Гмюнд",41
320270145,5.0,3.0,14.0,9.0,2.0,8.0,13.0,2.0,4,6.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32,02,70,145,чужбина,32. Извън страната,110082,"Германия ФР, Щраубинг","Германия ФР, Щраубинг",1
320270146,22.0,2.0,133.0,49.0,7.0,24.0,20.0,6.0,0,8.0,5.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,146,чужбина,32. Извън страната,110083,"Германия ФР, Щутгарт","Германия ФР, Щутгарт 1",72
320270147,33.0,7.0,44.0,82.0,4.0,26.0,47.0,8.0,16,8.0,3.0,1.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,70,147,чужбина,32. Извън страната,110083,"Германия ФР, Щутгарт","Германия ФР, Щутгарт 2",18
320280148,2.0,0.0,16.0,2.0,0.0,2.0,2.0,0.0,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,80,148,чужбина,32. Извън страната,111001,"Грузия, Тбилиси","Грузия, Тбилиси (Посолство)",20
320290149,24.0,1.0,15.0,7.0,2.0,3.0,0.0,6.0,2,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,90,149,чужбина,32. Извън страната,112001,"Гърция, Александропулис","Гърция, Александропулис",0
320290150,21.0,0.0,46.0,22.0,6.0,2.0,10.0,2.0,4,6.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,150,чужбина,32. Извън страната,112002,"Гърция, Атина","Гърция, Атина (Посолство 1)",27
320290151,18.0,0.0,24.0,19.0,2.0,10.0,16.0,6.0,8,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,151,чужбина,32. Извън страната,112002,"Гърция, Атина","Гърция, Атина (Посолство 2)",2
320290152,53.0,0.0,88.0,91.0,13.0,20.0,40.0,4.0,39,21.0,3.0,3.0,4.0,4.0,9.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32,02,90,152,чужбина,32. Извън страната,112002,"Гърция, Атина","Гърция, Атина - пл.Караискаки 1 ул. Каролу 26",67
320290153,38.0,2.0,96.0,78.0,17.0,24.0,41.0,5.0,20,15.0,5.0,4.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,90,153,чужбина,32. Извън страната,112002,"Гърция, Атина","Гърция, Атина - пл. Караискаки 2 ул. Псарон 4",55
320290154,34.0,0.0,83.0,43.0,6.0,5.0,8.0,3.0,1,5.0,2.0,7.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32,02,90,154,чужбина,32. Извън страната,112003,"Гърция, Кавала","Гърция, Кавала",68
320290155,9.0,0.0,8.0,6.0,5.0,2.0,5.0,0.0,1,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,155,чужбина,32. Извън страната,112004,"Гърция, Каламата","Гърция, Каламата",43
320290156,15.0,3.0,5.0,3.0,5.0,2.0,3.0,1.0,3,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,156,чужбина,32. Извън страната,112005,"Гърция, Комотини","Гърция, Комотини",5
320290157,3.0,0.0,4.0,6.0,0.0,1.0,32.0,0.0,4,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,157,чужбина,32. Извън страната,112006,"Гърция, Нафплио","Гърция, Нафплио",43
320290158,33.0,1.0,86.0,20.0,2.0,1.0,5.0,2.0,3,2.0,2.0,5.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32,02,90,158,чужбина,32. Извън страната,112007,"Гърция, Неа Муданя","Гърция, Неа Муданя",16
320290159,99.0,7.0,160.0,47.0,6.0,36.0,5.0,15.0,7,9.0,0.0,15.0,1.0,9.0,4.0,8.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,159,чужбина,32. Извън страната,112008,"Гърция, Неа Перамос","Гърция, Неа Перамос",4
320290160,84.0,3.0,342.0,33.0,13.0,16.0,13.0,14.0,10,9.0,5.0,7.0,4.0,3.0,9.0,3.0,2.0,0.0,17.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,32,02,90,160,чужбина,32. Извън страната,112009,"Гърция, Никити","Гърция, Никити",128
320290161,6.0,0.0,22.0,7.0,0.0,2.0,1.0,2.0,1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,02,90,161,чужбина,32. Извън страната,112010,"Гърция, остров Корфу, Керкира","Гърция, остров Корфу, Керкира",16
320290162,10.0,0.0,14.0,7.0,1.0,4.0,4.0,0.0,2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,162,чужбина,32. Извън страната,112011,"Гърция, остров Кос","Гърция, остров Кос",20
320290163,3.0,1.0,9.0,8.0,3.0,5.0,0.0,3.0,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,02,90,163,чужбина,32. Извън страната,112012,"Гърция, остров Крит, Ираклио","Гърция, остров Крит, Ираклио",11
320290164,0.0,6.0,13.0,6.0,5.0,2.0,2.0,1.0,1,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,164,чужбина,32. Извън страната,112013,"Гърция, остров Крит, Йерапетра","Гърция, остров Крит, Йерапетра",11
320290165,4.0,0.0,2.0,3.0,3.0,1.0,0.0,3.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,165,чужбина,32. Извън страната,112014,"Гърция, остров Крит, Мирес","Гърция, остров Крит, Мирес",7
320290166,12.0,4.0,11.0,20.0,2.0,2.0,3.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,166,чужбина,32. Извън страната,112015,"Гърция, остров Крит, Ретимно","Гърция, остров Крит, Ретимно",10
320290167,5.0,0.0,47.0,11.0,1.0,2.0,4.0,4.0,0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,167,чужбина,32. Извън страната,112016,"Гърция, остров Крит, Ханя","Гърция, остров Крит, Ханя",25
320290168,10.0,0.0,31.0,3.0,1.0,2.0,7.0,2.0,5,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,168,чужбина,32. Извън страната,112017,"Гърция, остров Лефкада","Гърция, остров Лефкада",17
320290169,8.0,0.0,75.0,6.0,0.0,3.0,1.0,6.0,1,3.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,169,чужбина,32. Извън страната,112018,"Гърция, остров Лимнос","Гърция, остров Лимнос",16
320290170,21.0,1.0,8.0,19.0,1.0,10.0,7.0,1.0,4,2.0,1.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,170,чужбина,32. Извън страната,112019,"Гърция, остров Миконос","Гърция, остров Миконос",33
320290171,14.0,2.0,28.0,7.0,13.0,2.0,8.0,1.0,5,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,02,90,171,чужбина,32. Извън страната,112020,"Гърция, остров Родос","Гърция, остров Родос",14
320290172,32.0,1.0,90.0,17.0,4.0,7.0,5.0,9.0,2,2.0,8.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,90,172,чужбина,32. Извън страната,112021,"Гърция, остров Тасос","Гърция, остров Тасос",45
320290173,10.0,0.0,11.0,17.0,3.0,11.0,5.0,3.0,6,6.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,173,чужбина,32. Извън страната,112022,"Гърция, Патра","Гърция, Патра",24
320290174,57.0,0.0,132.0,38.0,15.0,13.0,13.0,6.0,5,8.0,4.0,5.0,9.0,3.0,9.0,3.0,1.0,0.0,4.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,32,02,90,174,чужбина,32. Извън страната,112023,"Гърция, Солун","Гърция, Солун (Генерално консулство)",66
320290175,83.0,7.0,116.0,49.0,11.0,24.0,16.0,11.0,6,1.0,2.0,11.0,6.0,6.0,5.0,7.0,4.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,32,02,90,175,чужбина,32. Извън страната,112024,"Гърция, Ставрос","Гърция, Ставрос",27
320290176,33.0,1.0,63.0,11.0,3.0,10.0,11.0,4.0,0,2.0,0.0,5.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,02,90,176,чужбина,32. Извън страната,112025,"Гърция, Ханиоти, Халкидики","Гърция, Ханиоти, Халкидики",36
320300177,20.0,2.0,72.0,36.0,6.0,16.0,11.0,1.0,3,8.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,03,00,177,чужбина,32. Извън страната,113001,"Дания, Копенхаген","Дания, Копенхаген (Посолство)",39
320300178,16.0,4.0,128.0,33.0,2.0,20.0,14.0,8.0,4,2.0,7.0,1.0,2.0,1.0,3.0,8.0,1.0,0.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,03,00,178,чужбина,32. Извън страната,113002,"Дания, Норебро","Дания, Норебро",19
320300179,6.0,6.0,25.0,14.0,3.0,5.0,11.0,1.0,3,3.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,03,00,179,чужбина,32. Извън страната,113003,"Дания, Одензе","Дания, Одензе",19
320300180,4.0,0.0,24.0,5.0,1.0,2.0,8.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32,03,00,180,чужбина,32. Извън страната,113004,"Дания, Олборг","Дания, Олборг",9
320300181,12.0,1.0,48.0,15.0,1.0,9.0,9.0,2.0,0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,03,00,181,чужбина,32. Извън страната,113005,"Дания, Орхус","Дания, Орхус",15
