sid,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС-Пеев,БСП,ДПС-Доган,ИТН,МЕЧ,ВЕЛИЧИЕ,npn,invalid,СИНЯ БЪЛГАРИЯ,БВ,РУСОФИЛИ ЗА БГ,ПРЯКА ДЕМОКРАЦИЯ,ГЛАС НАРОДЕН,"РБ, ССД и ЗС",ЗЕЛЕНИТЕ,АТАКА,МОЯ СТРАНА БЪЛГАРИЯ,НП ИСИ,ПРАВОТО,ДОСТ,БНС-НД,КОЙ,Чавдар Попов (нез.),Булгари,БСДД,СПБП,БТР,БРИГАДА,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
131900157,41.0,10.0,50.0,5.0,44.0,2.0,18.0,33.0,6.0,16.0,8,6.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,157,Пазарджик,13. ПАЗАРДЖИК,10505,с.Величково,"С.ВЕЛИЧКОВО, ОУ  Васил Левски ",709
131900158,30.0,13.0,17.0,24.0,2.0,0.0,11.0,8.0,8.0,5.0,3,0.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,19,00,158,Пазарджик,13. ПАЗАРДЖИК,14619,с.Гелеменово,"С.ГЕЛЕМЕНОВО, Клуб към Читалище  Нова младеж ",556
131900204,52.0,28.0,41.0,37.0,25.0,0.0,21.0,10.0,5.0,7.0,8,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,19,00,204,Пазарджик,13. ПАЗАРДЖИК,15028,с.Главиница,"С.ГЛАВИНИЦА, ОУ  Христо Ботев ",777
131900159,34.0,26.0,34.0,25.0,13.0,3.0,6.0,12.0,5.0,8.0,6,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,19,00,159,Пазарджик,13. ПАЗАРДЖИК,15028,с.Главиница,"С.ГЛАВИНИЦА, ОУ  Христо Ботев  ",554
131900160,27.0,33.0,30.0,13.0,16.0,0.0,15.0,11.0,7.0,9.0,6,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,19,00,160,Пазарджик,13. ПАЗАРДЖИК,15028,с.Главиница,"С.ГЛАВИНИЦА, ОУ  Христо Ботев  ",575
131900161,53.0,19.0,21.0,23.0,7.0,1.0,15.0,14.0,3.0,12.0,3,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,161,Пазарджик,13. ПАЗАРДЖИК,15271,с.Говедаре,"С.ГОВЕДАРЕ, ОУ  Отец Паисий ",464
131900162,9.0,5.0,4.0,301.0,2.0,0.0,3.0,11.0,1.0,5.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,162,Пазарджик,13. ПАЗАРДЖИК,15271,с.Говедаре,"С.ГОВЕДАРЕ, ОУ  Отец Паисий ",702
131900163,53.0,16.0,43.0,33.0,32.0,0.0,18.0,13.0,6.0,5.0,5,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,13,19,00,163,Пазарджик,13. ПАЗАРДЖИК,20362,с.Дебръщица,"С.ДЕБРЪЩИЦА, Клуб на пенсионера  Дълголетие ",668
131900200,29.0,10.0,19.0,36.0,91.0,1.0,9.0,10.0,4.0,6.0,10,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13,19,00,200,Пазарджик,13. ПАЗАРДЖИК,21556,с.Добровница,"С.ДОБРОВНИЦА, Клуб на пенсионера",518
131900164,44.0,13.0,34.0,23.0,110.0,1.0,8.0,8.0,3.0,9.0,9,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13,19,00,164,Пазарджик,13. ПАЗАРДЖИК,21556,с.Добровница,"С.ДОБРОВНИЦА, Народно читалище  Просвета - 1928 ",634
131900205,6.0,5.0,6.0,116.0,5.0,0.0,4.0,13.0,0.0,2.0,16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,205,Пазарджик,13. ПАЗАРДЖИК,23457,с.Драгор,"С.ДРАГОР, Клуб на пенсионера",670
131900165,32.0,17.0,18.0,8.0,9.0,1.0,20.0,20.0,3.0,8.0,2,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,165,Пазарджик,13. ПАЗАРДЖИК,23457,с.Драгор,"С.ДРАГОР, Читалище  Епископ Дионисий ",504
131900167,49.0,8.0,34.0,8.0,11.0,0.0,23.0,9.0,13.0,10.0,1,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,167,Пазарджик,13. ПАЗАРДЖИК,30572,с.Звъничево,"С.ЗВЪНИЧЕВО, ОУ  Васил Левски ",698
131900166,54.0,11.0,16.0,15.0,22.0,0.0,17.0,34.0,5.0,8.0,2,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,166,Пазарджик,13. ПАЗАРДЖИК,30572,с.Звъничево,"С.ЗВЪНИЧЕВО, ОУ  Васил Левски  ",832
131900168,40.0,10.0,36.0,5.0,9.0,1.0,16.0,8.0,5.0,8.0,4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,19,00,168,Пазарджик,13. ПАЗАРДЖИК,32010,с.Ивайло,"С.ИВАЙЛО, ОУ  Св. Св. Кирил и Методий ",884
131900169,68.0,31.0,28.0,9.0,20.0,0.0,20.0,13.0,13.0,4.0,4,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,169,Пазарджик,13. ПАЗАРДЖИК,32010,с.Ивайло,"С.ИВАЙЛО, ОУ  Св. Св. Кирил и Методий ",739
131900170,36.0,23.0,16.0,12.0,8.0,1.0,11.0,14.0,2.0,4.0,6,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13,19,00,170,Пазарджик,13. ПАЗАРДЖИК,32010,с.Ивайло,"С.ИВАЙЛО, ОУ  Св. Св. Кирил и Методий ",866
131900198,22.0,9.0,13.0,8.0,8.0,0.0,4.0,2.0,3.0,2.0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,198,Пазарджик,13. ПАЗАРДЖИК,39428,с.Крали Марко,"С.КРАЛИ МАРКО, Сграда на кметството",130
131900171,49.0,8.0,4.0,55.0,3.0,0.0,8.0,7.0,1.0,4.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,171,Пазарджик,13. ПАЗАРДЖИК,44879,с.Ляхово,"С.ЛЯХОВО, Читалище  Св. Св. Кирил и Методий ",328
131900172,41.0,10.0,26.0,6.0,20.0,3.0,10.0,11.0,7.0,6.0,5,1.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13,19,00,172,Пазарджик,13. ПАЗАРДЖИК,46749,с.Мало Конаре,"С.МАЛО КОНАРЕ, ОУ  Св. Св. Кирил и Методий ",716
131900173,33.0,14.0,21.0,32.0,22.0,2.0,9.0,8.0,2.0,9.0,6,0.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,19,00,173,Пазарджик,13. ПАЗАРДЖИК,46749,с.Мало Конаре,"С.МАЛО КОНАРЕ, ОУ  Св. Св. Кирил и Методий ",794
131900174,3.0,2.0,3.0,40.0,1.0,0.0,2.0,4.0,0.0,0.0,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,174,Пазарджик,13. ПАЗАРДЖИК,46749,с.Мало Конаре,"С.МАЛО КОНАРЕ, ОУ  Св. Св. Кирил и Методий ",980
131900175,46.0,17.0,28.0,9.0,12.0,0.0,18.0,8.0,2.0,7.0,2,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,19,00,175,Пазарджик,13. ПАЗАРДЖИК,46749,с.Мало Конаре,"С.МАЛО КОНАРЕ, ОУ  Св. Св. Кирил и Методий ",701
131900176,68.0,17.0,17.0,33.0,27.0,0.0,28.0,12.0,3.0,7.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,176,Пазарджик,13. ПАЗАРДЖИК,48444,с.Мирянци,"С.МИРЯНЦИ, Ритуална зала на Кметството",481
131900177,25.0,8.0,13.0,83.0,11.0,2.0,18.0,12.0,2.0,7.0,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13,19,00,177,Пазарджик,13. ПАЗАРДЖИК,48876,с.Мокрище,"С.МОКРИЩЕ, Клуб на жената /сграда на Читалището/",755
131900178,49.0,26.0,49.0,34.0,13.0,1.0,29.0,14.0,14.0,12.0,3,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,178,Пазарджик,13. ПАЗАРДЖИК,48876,с.Мокрище,"С.МОКРИЩЕ, Клуб на пенсионера /сграда на Здравната служба/",809
131900193,65.0,20.0,17.0,89.0,30.0,0.0,10.0,29.0,10.0,12.0,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,13,19,00,193,Пазарджик,13. ПАЗАРДЖИК,53285,с.Овчеполци,"С.ОВЧЕПОЛЦИ, Клуб на пенсионера",703
131900203,40.0,18.0,17.0,6.0,11.0,0.0,16.0,11.0,7.0,5.0,4,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13,19,00,203,Пазарджик,13. ПАЗАРДЖИК,53335,с.Огняново,"С.ОГНЯНОВО, Клуб на пенсионера",639
131900179,43.0,13.0,26.0,1.0,16.0,1.0,17.0,17.0,5.0,9.0,5,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,179,Пазарджик,13. ПАЗАРДЖИК,53335,с.Огняново,"С.ОГНЯНОВО, ОУ  Отец Паисий ",574
131900180,28.0,8.0,8.0,22.0,7.0,0.0,11.0,18.0,0.0,0.0,6,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,180,Пазарджик,13. ПАЗАРДЖИК,53335,с.Огняново,"С.ОГНЯНОВО, Ритуална зала на Кметството",770
131900182,44.0,18.0,21.0,13.0,8.0,0.0,11.0,17.0,6.0,8.0,1,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,182,Пазарджик,13. ПАЗАРДЖИК,55556,с.Паталеница,"С.ПАТАЛЕНИЦА, Клуб на пенсионера в читалище  Св. Панталеймон - 1909 ",425
131900181,44.0,37.0,21.0,12.0,13.0,1.0,11.0,9.0,5.0,13.0,3,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,181,Пазарджик,13. ПАЗАРДЖИК,55556,с.Паталеница,"С.ПАТАЛЕНИЦА, ОУ  Константин Величков ",485
131900197,65.0,10.0,29.0,77.0,17.0,0.0,13.0,16.0,8.0,2.0,18,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,197,Пазарджик,13. ПАЗАРДЖИК,56561,с.Пищигово,"С.ПИЩИГОВО, Читалище  Пробуда ",745
131900195,21.0,9.0,18.0,21.0,12.0,0.0,3.0,3.0,19.0,1.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13,19,00,195,Пазарджик,13. ПАЗАРДЖИК,63032,с.Росен,"С.РОСЕН, Народно читалище  Отец Паисий - 1930 ",391
131900183,48.0,14.0,39.0,15.0,26.0,0.0,24.0,7.0,5.0,4.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,183,Пазарджик,13. ПАЗАРДЖИК,65437,с.Сарая,"С.САРАЯ, ОУ  Христо Ботев ",455
131900201,8.0,3.0,9.0,15.0,7.0,0.0,1.0,2.0,1.0,0.0,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,201,Пазарджик,13. ПАЗАРДЖИК,65437,с.Сарая,"С.САРАЯ, ОУ  Христо Ботев ",679
131900184,9.0,8.0,12.0,5.0,6.0,0.0,5.0,6.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,19,00,184,Пазарджик,13. ПАЗАРДЖИК,65468,с.Сбор,"С.СБОР, Народно читалище  Просвета - 1928 ",154
131900185,37.0,16.0,28.0,52.0,17.0,1.0,19.0,25.0,12.0,7.0,9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,19,00,185,Пазарджик,13. ПАЗАРДЖИК,66559,с.Синитово,"С.СИНИТОВО, ОУ  Васил Априлов  ",823
131900186,80.0,19.0,20.0,21.0,15.0,0.0,18.0,31.0,18.0,9.0,9,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,19,00,186,Пазарджик,13. ПАЗАРДЖИК,66559,с.Синитово,"С.СИНИТОВО, ОУ  Васил Априлов  ",740
131900194,4.0,6.0,22.0,10.0,9.0,0.0,6.0,4.0,1.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,194,Пазарджик,13. ПАЗАРДЖИК,72713,с.Тополи дол,"С.ТОПОЛИ ДОЛ, Клуб на пенсионера",161
131900187,44.0,21.0,52.0,72.0,23.0,2.0,7.0,22.0,7.0,4.0,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,187,Пазарджик,13. ПАЗАРДЖИК,77061,с.Хаджиево,"С.ХАДЖИЕВО, Народно читалище  Отец Паисий - 1933 ",878
131900196,6.0,5.0,14.0,0.0,6.0,0.0,1.0,3.0,62.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,196,Пазарджик,13. ПАЗАРДЖИК,78056,с.Цар Асен,"С.ЦАР АСЕН, Народно читалище  Отец Паисий - 1928 ",206
131900188,27.0,19.0,50.0,0.0,34.0,0.0,7.0,8.0,6.0,3.0,2,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,188,Пазарджик,13. ПАЗАРДЖИК,78570,с.Црънча,"С.ЦРЪНЧА, Бивше ОУ  Васил Левски ",412
131900202,38.0,18.0,21.0,1.0,40.0,0.0,19.0,9.0,3.0,10.0,2,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,202,Пазарджик,13. ПАЗАРДЖИК,78570,с.Црънча,"С.ЦРЪНЧА, Бивше ОУ  Васил Левски ",446
131900191,45.0,16.0,30.0,28.0,28.0,0.0,17.0,14.0,20.0,3.0,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,19,00,191,Пазарджик,13. ПАЗАРДЖИК,81089,с.Черногорово,"С.ЧЕРНОГОРОВО, НУ  Кирил и Методий ",735
131900192,23.0,14.0,25.0,60.0,24.0,0.0,20.0,14.0,8.0,5.0,11,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,19,00,192,Пазарджик,13. ПАЗАРДЖИК,81089,с.Черногорово,"С.ЧЕРНОГОРОВО, ОУ  Асен Златаров ",890
131900190,16.0,10.0,15.0,31.0,9.0,1.0,9.0,11.0,2.0,3.0,6,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,19,00,190,Пазарджик,13. ПАЗАРДЖИК,86074,с.Юнаците,"С.ЮНАЦИТЕ, ОУ  Христо Ботев  - ново крило",546
131900189,35.0,20.0,15.0,36.0,13.0,0.0,13.0,18.0,9.0,1.0,8,2.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,19,00,189,Пазарджик,13. ПАЗАРДЖИК,86074,с.Юнаците,"С.ЮНАЦИТЕ, ОУ  Христо Ботев  - старо крило",638
132000009,128.0,40.0,51.0,7.0,36.0,2.0,30.0,13.0,19.0,13.0,6,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,20,00,009,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, Клуб на пенсионера, ул.  Д. Наплатанов  №2",922
132000027,13.0,20.0,8.0,1.0,4.0,0.0,10.0,2.0,4.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,027,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, МБАЛ  Уни Хоспитал , ул.  Георги Бенковски  №100",10
132000014,96.0,40.0,49.0,5.0,22.0,0.0,24.0,15.0,18.0,11.0,4,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,20,00,014,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ   Проф. М. Дринов , ул. Делчо Спасов  №1",917
132000015,43.0,21.0,30.0,13.0,34.0,0.0,11.0,23.0,16.0,6.0,2,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,015,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ   Проф. М. Дринов , ул. Делчо Спасов  №1",896
132000016,78.0,16.0,43.0,12.0,26.0,2.0,31.0,15.0,8.0,5.0,4,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13,20,00,016,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ   Проф. М. Дринов , ул. Делчо Спасов  №1",823
132000017,94.0,21.0,57.0,7.0,23.0,1.0,37.0,23.0,15.0,12.0,1,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,017,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ   Проф. М. Дринов , ул. Делчо Спасов  №1",908
132000001,92.0,51.0,48.0,6.0,32.0,0.0,18.0,16.0,17.0,14.0,2,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,20,00,001,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",886
132000002,66.0,21.0,54.0,3.0,30.0,0.0,21.0,18.0,7.0,12.0,2,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,20,00,002,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",806
132000003,113.0,39.0,61.0,7.0,35.0,0.0,19.0,35.0,12.0,4.0,1,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,20,00,003,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",909
132000004,94.0,23.0,50.0,1.0,30.0,0.0,14.0,18.0,13.0,5.0,5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,20,00,004,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",877
132000005,80.0,18.0,42.0,4.0,30.0,2.0,24.0,23.0,7.0,11.0,2,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,005,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",868
132000006,93.0,26.0,45.0,3.0,41.0,1.0,28.0,18.0,18.0,16.0,7,2.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13,20,00,006,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",845
132000007,35.0,10.0,24.0,1.0,12.0,1.0,10.0,11.0,3.0,10.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,20,00,007,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",847
132000008,70.0,28.0,47.0,2.0,14.0,0.0,26.0,13.0,19.0,7.0,6,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,008,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ОУ  20 Април , ул.  Н. Мареков  №8",895
132000010,66.0,50.0,45.0,0.0,37.0,2.0,19.0,23.0,13.0,17.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,010,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ПГИТМТ, ул.  Петко Мачев  №4",874
132000011,78.0,26.0,48.0,3.0,35.0,0.0,17.0,25.0,19.0,8.0,4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,13,20,00,011,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ПГИТМТ, ул.  Петко Мачев  №4",883
132000012,76.0,41.0,42.0,2.0,48.0,2.0,37.0,23.0,14.0,12.0,4,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,20,00,012,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ЦПЛР, ул. Ангел Шишков  №8",731
132000013,77.0,23.0,22.0,4.0,22.0,0.0,11.0,18.0,12.0,9.0,6,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,20,00,013,Панагюрище,13. ПАЗАРДЖИК,55302,гр.Панагюрище,"ГР.ПАНАГЮРИЩЕ, ЦПЛР, ул. Ангел Шишков  №8",663
