sid,ГЕРБ-СДС,ПП/ДБ,ВЪЗР,ДПС-Пеев,БСП,ДПС-Доган,ИТН,МЕЧ,ВЕЛИЧИЕ,npn,invalid,СИНЯ БЪЛГАРИЯ,БВ,РУСОФИЛИ ЗА БГ,ПРЯКА ДЕМОКРАЦИЯ,ГЛАС НАРОДЕН,"РБ, ССД и ЗС",ЗЕЛЕНИТЕ,АТАКА,МОЯ СТРАНА БЪЛГАРИЯ,НП ИСИ,ПРАВОТО,ДОСТ,БНС-НД,КОЙ,Чавдар Попов (нез.),Булгари,БСДД,СПБП,БТР,БРИГАДА,region,municipality,admin_reg,station,municipality_name,region_name,ekatte,place,address,eligible_voters
015200001,113.0,29.0,35.0,14.0,44.0,2.0,15.0,13.0,11.0,10.0,3,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,01,52,00,001,Хаджидимово,01. БЛАГОЕВГРАД,77058,гр.Хаджидимово,"ГР.ХАДЖИДИМОВО, ПЕНСИОНЕРСКИ КЛУБ /1 ЕТАЖ/, ул.  Места  № 37",729
015200003,151.0,14.0,29.0,11.0,45.0,6.0,15.0,32.0,22.0,12.0,9,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,01,52,00,003,Хаджидимово,01. БЛАГОЕВГРАД,77058,гр.Хаджидимово,"ГР.ХАДЖИДИМОВО, ПЕНСИОНЕРСКИ КЛУБ /1 ЕТАЖ/, ул.  Прогрес  № 10",808
015200015,43.0,1.0,7.0,86.0,13.0,169.0,6.0,6.0,0.0,6.0,3,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,52,00,015,Хаджидимово,01. БЛАГОЕВГРАД,14,с.Абланица,"С.АБЛАНИЦА, ОСНОВНА СГРАДА КЪМ СУ  ПАИСИЙ ХИЛЕНДАРСКИ  /1 ЕТАЖ/",705
015200014,26.0,9.0,6.0,66.0,8.0,193.0,8.0,2.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,52,00,014,Хаджидимово,01. БЛАГОЕВГРАД,14,с.Абланица,"С.АБЛАНИЦА, ПЕНСИОНЕРСКИ КЛУБ",735
015200013,55.0,10.0,4.0,146.0,11.0,182.0,8.0,3.0,0.0,9.0,2,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,52,00,013,Хаджидимово,01. БЛАГОЕВГРАД,14,с.Абланица,"С.АБЛАНИЦА, СУ  ПАИСИЙ ХИЛЕНДАРСКИ  /1 ЕТАЖ/",876
015200007,45.0,7.0,4.0,38.0,10.0,54.0,3.0,1.0,1.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,007,Хаджидимово,01. БЛАГОЕВГРАД,3976,с.Беслен,"С.БЕСЛЕН, КМЕТСТВО",609
015200004,44.0,3.0,5.0,49.0,16.0,64.0,5.0,0.0,0.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,004,Хаджидимово,01. БЛАГОЕВГРАД,4399,с.Блатска,"С.БЛАТСКА, ЧИТАЛИЩЕ /1 ЕТАЖ/",674
015200009,16.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,009,Хаджидимово,01. БЛАГОЕВГРАД,14341,с.Гайтаниново,"С.ГАЙТАНИНОВО, КМЕТСТВО",38
015200016,14.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01,52,00,016,Хаджидимово,01. БЛАГОЕВГРАД,32648,с.Илинден,"С.ИЛИНДЕН, ОБЩОСЕЛСКИ КЛУБ",60
015200011,83.0,19.0,26.0,5.0,60.0,0.0,5.0,9.0,8.0,11.0,3,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,011,Хаджидимово,01. БЛАГОЕВГРАД,38532,с.Копривлен,"С.КОПРИВЛЕН, ОСНОВНО УЧИЛИЩЕ  НИКОЛА ВАПЦАРОВ  /1 ЕТАЖ/",627
015200012,38.0,21.0,22.0,8.0,31.0,2.0,2.0,16.0,3.0,3.0,3,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,012,Хаджидимово,01. БЛАГОЕВГРАД,38532,с.Копривлен,"С.КОПРИВЛЕН, ОСНОВНО УЧИЛИЩЕ  НИКОЛА ВАПЦАРОВ  /1 ЕТАЖ/",449
015200017,2.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,017,Хаджидимово,01. БЛАГОЕВГРАД,44464,с.Лъки,"С.ЛЪКИ, ПЕНСИОНЕРСКИ КЛУБ",23
015200010,11.0,0.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,010,Хаджидимово,01. БЛАГОЕВГРАД,51860,с.Нова Ловча,"С.НОВА ЛОВЧА, КМЕТСТВО В СЕЛО НОВА ЛОВЧА",46
015200019,63.0,12.0,1.0,0.0,16.0,0.0,1.0,11.0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,019,Хаджидимово,01. БЛАГОЕВГРАД,52101,с.Ново Лески,"С.НОВО ЛЕСКИ, УЧИЛИЩЕ  ХРИСТО БОТЕВ  /1 ЕТАЖ/",327
015200005,17.0,3.0,18.0,1.0,23.0,1.0,3.0,3.0,3.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,005,Хаджидимово,01. БЛАГОЕВГРАД,56109,с.Петрелик,"С.ПЕТРЕЛИК, КМЕТСТВО",139
015200008,39.0,6.0,15.0,1.0,39.0,0.0,8.0,7.0,2.0,5.0,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,008,Хаджидимово,01. БЛАГОЕВГРАД,65108,с.Садово,"С.САДОВО, ПЕНСИОНЕРСКИ КЛУБ",318
015200006,41.0,3.0,5.0,39.0,3.0,47.0,8.0,7.0,0.0,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,52,00,006,Хаджидимово,01. БЛАГОЕВГРАД,72268,с.Теплен,"С.ТЕПЛЕН, КМЕТСТВО",388
015200018,21.0,1.0,3.0,0.0,11.0,0.0,2.0,2.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,01,52,00,018,Хаджидимово,01. БЛАГОЕВГРАД,72374,с.Тешово,"С.ТЕШОВО, КИЛИЙНОТО УЧИЛИЩЕ",109
015300005,55.0,14.0,16.0,269.0,6.0,44.0,6.0,5.0,3.0,16.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,005,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, МЛАДЕЖКИ ДОМ, УЛ.  ЦАР БОРИС III  №148 - 154",637
015300001,40.0,4.0,24.0,280.0,11.0,25.0,0.0,5.0,1.0,2.0,16,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,53,00,001,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, ПРОФЕСИОНАЛНА ГИМНАЗИЯ  П.Р.СЛАВЕЙКОВ , ул. ЦАР БОРИС ІІІ №072",702
015300003,40.0,20.0,33.0,123.0,17.0,41.0,7.0,4.0,20.0,8.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,003,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, РИТУАЛНА ЗАЛА, УЛ.  ЦАР БОРИС III  №122",603
015300004,29.0,7.0,20.0,564.0,5.0,79.0,4.0,4.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,004,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, СПОРТНА ЗАЛА, УЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №59",810
015300002,10.0,1.0,8.0,168.0,1.0,64.0,1.0,6.0,2.0,3.0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,002,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, СУ СВ. СВ. КИРИЛ И МЕТОДИЙ  , УЛ.  СВ. СВ. КИРИЛ И МЕТОДИЙ  №41",470
015300007,21.0,2.0,8.0,224.0,3.0,92.0,6.0,5.0,1.0,6.0,14,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01,53,00,007,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, ЧИТАЛИЩЕ  СВЕТЛИНА  - МАЛЪК ЧИТАЛИЩЕН САЛОН, УЛ.  ЦАР БОРИС III  №111",677
015300006,13.0,5.0,12.0,254.0,4.0,121.0,2.0,0.0,2.0,12.0,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,53,00,006,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,"ГР.ЯКОРУДА, ЧИТАЛИЩЕ СВЕТЛИНА  - ГРИМЬОРНА, УЛ.  ЦАР БОРИС III  №111",673
015300015,0.0,0.0,0.0,133.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,015,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,територията на Община Якоруда ПОДВИЖНА ИЗБИРАТЕЛНА КУТИЯ,141
015300016,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,016,Якоруда,01. БЛАГОЕВГРАД,87338,гр.Якоруда,територията на Община Якоруда ПОДВИЖНА ИЗБИРАТЕЛНА КУТИЯ,87
015300008,15.0,2.0,2.0,271.0,2.0,35.0,0.0,9.0,1.0,2.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,008,Якоруда,01. БЛАГОЕВГРАД,59,с.Аврамово,"С.АВРАМОВО, СГРАДАТА НА ДЕТСКАТА ГРАДИНА",561
015300009,13.0,1.0,2.0,209.0,1.0,21.0,1.0,2.0,0.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,009,Якоруда,01. БЛАГОЕВГРАД,3561,с.Бел камен,"С.БЕЛ КАМЕН, КМЕТСТВО",445
015300012,32.0,1.0,3.0,208.0,1.0,10.0,1.0,0.0,0.0,3.0,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,012,Якоруда,01. БЛАГОЕВГРАД,7822,с.Бунцево,"С.БУНЦЕВО, КМЕТСТВО",366
015300011,16.0,3.0,2.0,564.0,3.0,93.0,2.0,3.0,0.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,011,Якоруда,01. БЛАГОЕВГРАД,38220,с.Конарско,"С.КОНАРСКО, КМЕТСТВО",795
015300010,13.0,1.0,1.0,221.0,1.0,39.0,1.0,2.0,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,010,Якоруда,01. БЛАГОЕВГРАД,32603,с.Смолево,"С.СМОЛЕВО, КМЕТСТВО",428
015300013,9.0,1.0,2.0,182.0,1.0,45.0,3.0,2.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,013,Якоруда,01. БЛАГОЕВГРАД,81850,с.Черна Места,"С.ЧЕРНА МЕСТА, КМЕТСТВО",346
015300014,29.0,2.0,17.0,568.0,1.0,71.0,5.0,2.0,1.0,5.0,12,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,53,00,014,Якоруда,01. БЛАГОЕВГРАД,86101,с.Юруково,"С.ЮРУКОВО, КМЕТСТВО",964
020100016,49.0,15.0,17.0,18.0,15.0,62.0,4.0,8.0,7.0,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,016,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, OЦСЗУ на ул. Гурко №3",702
020100025,27.0,3.0,2.0,69.0,2.0,12.0,1.0,9.0,0.0,0.0,22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,02,01,00,025,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ДГ  Калина Малина ",711
020100029,26.0,1.0,0.0,29.0,2.0,7.0,1.0,15.0,0.0,2.0,33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,02,01,00,029,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ДГ  Калина Малина ",858
020100007,52.0,18.0,14.0,11.0,19.0,10.0,7.0,14.0,2.0,8.0,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,007,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ДГ  Радост ",403
020100008,52.0,14.0,23.0,7.0,17.0,16.0,11.0,10.0,25.0,4.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,02,01,00,008,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ДГ  Радост ",499
020100047,3.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,047,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Дом за стари хора",11
020100015,40.0,9.0,21.0,4.0,13.0,11.0,13.0,10.0,8.0,1.0,2,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,02,01,00,015,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Заседателна зала на Общината",388
020100004,47.0,7.0,21.0,20.0,16.0,17.0,4.0,10.0,4.0,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,02,01,00,004,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Клуб на пенсионера на ул. Станционна № 44",374
020100009,77.0,15.0,46.0,12.0,42.0,35.0,18.0,11.0,25.0,5.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,02,01,00,009,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Клуб на ул. Паркова  52",797
020100051,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,051,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, МБАЛ Айтос-ЕООД",14
020100014,54.0,8.0,16.0,3.0,27.0,9.0,6.0,15.0,18.0,5.0,3,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,014,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Малка заседателна зала на Общината",481
020100020,38.0,3.0,6.0,20.0,6.0,59.0,2.0,6.0,1.0,2.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,020,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ  Атанас Манчев ",801
020100021,32.0,2.0,4.0,28.0,11.0,29.0,3.0,11.0,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,021,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ  Атанас Манчев ",800
020100026,13.0,0.0,0.0,17.0,1.0,4.0,0.0,3.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,026,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ  Атанас Манчев ",668
020100017,47.0,8.0,18.0,19.0,9.0,52.0,9.0,2.0,7.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,02,01,00,017,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ  Атанас Манчев  /бивше училище  Д-р Петър Берон /",647
020100022,35.0,7.0,10.0,6.0,8.0,36.0,6.0,7.0,8.0,1.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,022,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ  Атанас Манчев  /бивше училище  Д-р Петър Берон /",581
020100030,26.0,2.0,1.0,39.0,3.0,5.0,1.0,6.0,0.0,0.0,19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,02,01,00,030,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, ОУ Атанас Манчев ",803
020100013,77.0,14.0,28.0,15.0,29.0,13.0,12.0,16.0,18.0,4.0,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,013,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, Ритуална зала на община  Айтос",628
020100001,108.0,11.0,26.0,25.0,22.0,69.0,13.0,4.0,6.0,9.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02,01,00,001,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",790
020100002,23.0,0.0,7.0,31.0,2.0,76.0,6.0,4.0,2.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,002,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",613
020100005,63.0,14.0,26.0,8.0,18.0,17.0,11.0,6.0,6.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,02,01,00,005,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",444
020100006,59.0,10.0,34.0,21.0,21.0,31.0,15.0,12.0,11.0,4.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,006,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",638
020100027,44.0,10.0,13.0,63.0,13.0,44.0,5.0,4.0,4.0,3.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,02,01,00,027,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",576
020100028,46.0,11.0,35.0,18.0,22.0,18.0,9.0,9.0,19.0,7.0,0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,028,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Никола Вапцаров ",709
020100003,46.0,10.0,11.0,36.0,14.0,85.0,13.0,11.0,13.0,5.0,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,02,01,00,003,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев ",884
020100010,62.0,13.0,19.0,14.0,30.0,17.0,11.0,2.0,7.0,5.0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,010,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев ",495
020100011,61.0,14.0,20.0,3.0,26.0,5.0,11.0,6.0,9.0,3.0,2,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,011,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев ",411
020100012,70.0,20.0,26.0,11.0,19.0,13.0,10.0,13.0,11.0,6.0,3,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,012,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев ",592
020100018,68.0,13.0,31.0,19.0,42.0,24.0,12.0,9.0,8.0,6.0,0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,018,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев  /бивше училище  Кирил  и Методий /",707
020100019,41.0,15.0,19.0,13.0,5.0,17.0,7.0,14.0,11.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,019,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ  Христо Ботев  /бивше училище  Кирил  и Методий /",502
020100023,76.0,10.0,25.0,5.0,32.0,21.0,19.0,15.0,10.0,11.0,3,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,023,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ Христо Ботев ",604
020100024,78.0,23.0,40.0,9.0,33.0,6.0,23.0,11.0,12.0,5.0,5,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,024,Айтос,02. БУРГАС,151,гр.Айтос,"ГР.АЙТОС, СУ Христо Ботев ",731
020100037,59.0,5.0,1.0,3.0,2.0,9.0,2.0,2.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,01,00,037,Айтос,02. БУРГАС,23889,с.Дрянковец,"С.ДРЯНКОВЕЦ, Ритуална зала кметство",175
