010100001;4;0;0;0;0;0;0;0;1;0;0;0;0;0;17;0;1;0;0;0;15;0;76;2;2;0;1;0;158;2;1;0;6;1;0;0;0;0;2;0;0;0;72;0;1;0;0;0;
010100002;0;0;4;0;1;0;1;0;0;0;1;0;3;0;19;0;4;0;2;0;17;0;87;0;2;0;1;0;172;0;0;0;10;0;0;0;1;0;2;0;2;0;42;1;0;0;0;0;
010100003;5;0;5;0;0;0;0;0;0;0;0;0;4;0;19;0;5;0;0;0;7;0;89;1;0;1;2;0;173;5;1;0;2;0;0;0;2;0;1;0;1;0;53;1;0;0;0;0;
010100004;1;0;1;0;1;0;3;0;0;0;1;1;3;0;11;0;6;0;0;0;13;1;67;3;1;0;2;0;199;0;0;0;2;0;1;0;1;0;4;0;2;0;102;0;7;0;0;0;
010100005;0;0;0;0;1;0;1;0;1;0;0;0;5;0;14;0;5;0;0;0;8;0;68;0;3;0;3;0;141;3;3;0;4;0;0;0;0;0;2;0;2;0;46;0;1;0;0;0;
010100006;2;0;0;0;3;0;0;0;4;0;0;0;0;1;38;0;0;0;0;0;8;1;57;0;1;0;0;0;136;7;0;0;4;0;1;0;1;0;2;0;0;0;30;3;0;0;1;0;
010100007;5;0;2;0;1;0;1;0;0;0;1;0;1;0;5;1;6;0;0;0;16;0;68;2;0;0;4;0;144;2;1;0;2;0;1;0;2;0;1;0;1;0;49;0;1;0;0;0;
010100008;0;0;1;0;0;0;0;0;0;0;0;0;2;0;16;0;8;0;0;0;14;0;77;0;0;0;1;0;156;4;0;0;6;0;0;0;2;0;0;0;0;0;51;1;1;0;0;0;
010100009;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;13;0;1;0;8;0;149;5;0;0;2;0;209;3;2;0;2;0;0;0;1;1;2;0;0;0;64;0;20;0;0;0;
010100010;2;0;1;0;0;0;0;0;0;0;0;0;0;0;13;0;7;0;0;0;7;0;126;0;0;0;3;0;142;0;0;0;5;0;0;0;3;0;1;0;2;0;61;0;19;0;1;0;
010100011;6;0;0;0;0;0;2;0;0;0;1;0;1;0;10;0;15;1;1;0;10;0;151;3;0;0;0;0;139;1;0;0;10;0;2;0;12;0;0;0;0;0;35;2;7;0;0;0;
010100012;4;0;1;0;0;0;0;0;0;0;2;0;0;0;11;0;9;0;0;0;5;0;108;0;1;0;1;0;103;3;0;0;5;0;1;0;15;0;0;0;0;0;46;0;12;0;0;0;
010100013;2;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;14;0;0;0;2;0;109;0;0;0;3;0;108;1;0;0;7;0;0;0;5;0;1;0;0;0;29;0;41;0;3;0;
010100014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;1;0;7;2;1;0;0;0;
010100015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;18;1;0;1;0;0;0;1;0;0;0;0;0;0;3;0;1;0;0;0;
010100016;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;6;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;1;0;0;14;0;2;0;0;0;
010100017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;35;0;0;0;0;0;78;2;0;0;3;1;1;0;2;0;0;0;0;0;4;0;4;1;0;0;
010100018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;19;0;0;0;1;0;62;3;0;0;0;0;0;0;3;1;0;0;0;0;17;2;14;0;0;0;
010100019;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;8;4;0;1;0;0;5;1;0;0;0;0;0;0;5;1;1;0;0;0;27;6;299;22;0;0;
010200001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;8;0;0;0;7;0;92;5;1;0;1;0;63;0;0;0;8;0;0;0;1;0;1;0;1;0;21;4;48;6;1;0;
010200002;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13;0;9;0;0;0;6;0;61;0;1;0;1;0;115;5;0;0;2;0;0;0;2;0;0;0;0;0;34;1;45;1;0;0;
010200003;2;0;0;0;1;0;0;0;0;0;0;0;1;0;9;0;8;0;0;0;16;0;103;0;0;0;3;0;67;0;0;0;4;0;0;0;5;0;0;0;0;0;32;0;128;2;0;0;
010200004;2;0;0;0;1;0;0;0;0;1;0;0;6;0;9;0;7;0;0;0;9;0;47;7;2;0;3;1;65;2;1;0;0;0;0;0;1;0;0;0;1;0;26;0;152;4;0;0;
010200005;0;0;1;0;0;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0;2;0;4;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;1;0;0;4;0;433;12;1;0;
010200006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;10;0;0;0;1;0;1;0;1;0;0;0;1;0;7;0;382;9;0;0;
010200007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;12;0;1;0;1;0;0;0;1;0;3;0;0;0;7;0;410;8;2;0;
010200008;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;4;0;0;0;1;0;10;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;380;0;1;0;
010200009;1;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;4;0;0;0;0;0;21;0;3;0;2;0;0;0;0;0;0;0;1;0;7;0;576;0;1;0;
010200010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;138;3;0;0;
010200011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;24;0;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1;330;26;1;0;
010200012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;0;0;0;
010200013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;156;1;0;0;
010200014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;121;4;0;0;
010200015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;156;0;0;0;
010200016;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;100;1;0;0;
010200017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;
010300001;1;0;1;0;5;0;2;0;0;0;1;0;3;0;14;0;4;0;6;0;7;0;31;0;2;0;7;0;90;0;0;0;10;0;1;0;1;0;1;0;0;0;30;0;0;0;1;0;
010300002;1;0;4;0;2;0;1;0;0;0;0;0;7;0;21;0;8;0;7;0;7;0;50;0;0;0;3;0;79;0;1;0;8;0;1;0;5;0;0;0;2;0;19;0;3;0;1;0;
010300003;0;0;3;0;0;0;0;0;0;0;0;0;1;0;16;0;8;0;2;0;10;0;48;0;4;0;0;0;104;0;0;0;7;0;0;0;2;0;0;0;3;0;46;0;1;0;1;0;
010300004;3;0;6;0;0;0;1;0;0;0;1;0;1;0;22;0;2;0;1;0;12;0;40;1;1;0;2;0;119;4;2;0;10;0;0;0;1;0;0;0;1;0;43;3;3;0;0;0;
010300005;1;0;4;0;3;0;0;0;1;0;0;0;1;0;22;1;3;0;4;0;8;0;62;2;1;0;3;0;89;1;1;0;4;0;0;1;2;0;1;0;0;0;38;0;3;0;0;0;
010300006;0;0;2;0;3;0;1;0;0;0;1;0;0;0;11;0;2;1;0;0;16;0;61;2;0;0;1;0;69;1;0;0;4;0;0;0;2;0;0;0;0;0;35;0;3;1;1;0;
010300007;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;1;0;2;1;2;0;221;16;2;0;1;0;20;3;0;0;1;0;1;0;1;5;0;0;1;0;21;3;6;0;1;0;
010300008;1;0;3;0;2;0;3;0;0;0;0;0;1;0;17;0;8;0;5;0;6;0;64;3;0;0;3;0;67;1;0;0;3;0;0;0;0;0;0;0;1;0;42;1;6;0;1;0;
010300009;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;5;0;0;0;8;0;16;1;0;0;5;0;47;1;0;0;5;0;1;0;0;0;0;0;0;0;43;1;14;0;1;0;
010300010;4;0;1;1;2;0;0;0;0;0;0;0;0;0;5;0;2;0;0;1;10;1;80;3;0;0;9;0;66;2;0;0;2;0;1;0;1;1;0;0;1;0;22;0;17;0;0;0;
010300011;3;0;1;0;3;0;0;0;1;0;0;0;2;0;6;0;4;0;1;0;8;0;58;2;1;0;2;0;73;0;1;0;5;0;0;0;0;0;0;0;2;0;17;0;2;0;0;0;
010300012;2;0;5;0;4;0;0;0;0;0;1;0;1;0;11;0;14;0;7;0;9;0;34;0;0;0;1;0;116;0;0;0;2;0;1;0;1;0;0;0;2;0;50;0;5;0;0;0;
010300013;1;0;8;0;3;0;0;0;0;0;1;0;1;0;11;0;5;0;6;0;12;0;40;1;0;0;1;0;89;1;0;0;5;0;0;0;0;0;0;0;0;0;38;0;5;0;1;0;
010300014;1;0;3;0;0;0;0;0;0;0;0;0;4;0;27;0;7;0;1;0;18;0;41;1;0;0;3;0;101;0;1;0;10;0;0;0;0;0;2;0;1;0;42;0;8;0;0;0;
010300015;2;0;4;0;1;0;1;0;0;0;0;0;1;0;8;0;5;1;4;0;6;0;32;2;1;0;7;0;110;0;0;0;6;0;2;0;0;0;0;0;1;0;37;1;1;0;0;0;
010300016;0;0;0;0;0;0;2;0;0;0;0;0;2;0;38;0;0;0;0;0;7;1;46;0;0;0;3;0;83;1;0;0;6;0;0;0;0;0;1;0;2;0;29;0;1;0;0;0;
010300017;0;0;9;0;1;1;1;0;2;0;0;0;1;0;11;1;2;0;1;0;14;2;29;5;1;0;2;0;81;3;0;0;4;2;0;0;0;0;0;0;2;0;27;2;1;0;1;0;
010300018;1;0;4;0;1;0;3;0;0;0;0;0;1;0;13;0;5;0;4;0;15;0;49;0;0;0;2;0;111;0;1;0;6;0;0;0;0;0;3;0;2;0;30;0;2;0;0;0;
010300019;0;0;4;0;4;0;1;0;0;1;0;0;1;0;34;0;4;0;2;0;6;0;57;0;0;0;2;0;94;1;1;0;8;0;1;0;0;0;4;0;0;0;35;0;2;0;0;0;
010300020;1;0;6;0;3;0;4;0;0;0;0;0;1;0;30;2;4;3;8;0;16;0;53;2;0;0;2;0;89;2;0;0;3;0;0;0;1;0;0;0;1;0;32;1;0;0;0;0;
010300021;0;0;4;0;1;0;3;0;0;0;1;0;2;0;17;0;4;0;3;0;24;0;50;1;1;0;3;0;102;0;0;0;7;0;0;0;1;0;1;0;0;0;34;2;0;0;0;0;
010300022;1;0;3;0;3;0;1;0;0;0;0;0;2;0;13;0;4;0;1;0;9;0;43;0;0;0;1;0;124;0;0;1;8;0;0;0;1;0;0;0;0;0;37;0;4;1;0;0;
010300023;0;0;4;0;2;0;1;0;1;0;0;0;0;0;9;0;14;0;3;0;10;0;15;0;0;0;1;0;45;0;0;0;3;0;0;0;2;0;2;0;0;0;20;0;5;0;0;0;
010300024;0;1;3;0;1;0;1;0;0;0;0;1;0;0;36;0;10;0;1;0;9;0;18;1;3;0;3;0;98;3;0;0;2;0;0;0;0;0;0;0;2;0;25;1;0;0;1;0;
010300025;1;0;3;0;1;0;0;0;0;0;0;0;2;0;23;1;7;0;5;0;11;0;38;0;0;0;3;0;65;1;1;0;3;0;0;0;0;0;0;0;3;0;12;0;2;0;0;0;
