,station no,adm_id,ПП ДРОМ,ПП ДРОМ result,ПП ДРОМ result invalid,ПП Движение за радикална промяна Българската пролет,ПП Движение за радикална промяна Българската пролет result,ПП Движение за радикална промяна Българската пролет result invalid,Политическа партия Движение Напред България,Политическа партия Движение Напред България result,Политическа партия Движение Напред България result invalid,"Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result","Нова Република – ДСБ, Съюз за Пловдив, Българска демократична общност result invalid","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз)","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result","КОАЛИЦИЯ НА НЕДОВОЛНИТЕ (БСД – Евролевица, Българска Социалдемократическа партия, Християн-Социален Съюз) result invalid",ВОЛЯ,ВОЛЯ result,ВОЛЯ result invalid,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result,ПП БЪЛГАРСКИ ДЕМОКРАТИЧЕН ЦЕНТЪР - БДЦ result invalid,Коалиция АБВ – Движение 21,Коалиция АБВ – Движение 21 result,Коалиция АБВ – Движение 21 result invalid,Движение за права и свободи – ДПС,Движение за права и свободи – ДПС result,Движение за права и свободи – ДПС result invalid,БСП за БЪЛГАРИЯ,БСП за БЪЛГАРИЯ result,БСП за БЪЛГАРИЯ result invalid,ПП ГЕРБ,ПП ГЕРБ result,ПП ГЕРБ result invalid,партия на ЗЕЛЕНИТЕ,партия на ЗЕЛЕНИТЕ result,партия на ЗЕЛЕНИТЕ result invalid,Обединение ДОСТ,Обединение ДОСТ result,Обединение ДОСТ result invalid,ПП Възраждане,ПП Възраждане result,ПП Възраждане result invalid,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result,ДВИЖЕНИЕ ПРЕЗАРЕДИ БЪЛГАРИЯ result invalid,"КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС)","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result","КП ДВИЖЕНИЕ ДА БЪЛГАРИЯ (Зелените, ДЕОС) result invalid","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result","ОБЕДИНЕНИ ПАТРИОТИ – НФСБ, АТАКА и ВМРО result invalid",КОЙ – Българската левица и Зелена партия,КОЙ – Българската левица и Зелена партия result,КОЙ – Българската левица и Зелена партия result invalid,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result,ПП НАЦИОНАЛНА РЕПУБЛИКАНСКА ПАРТИЯ result invalid,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result,БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ result invalid,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result,РЕФОРМАТОРСКИ БЛОК – ГЛАС НАРОДЕН result invalid,независими1,независими1 result,независими1 result invalid,независими2,независими2 result,независими2 result invalid
6805,172600045,17,1,0,0,2,0,0,3,0,0,4,3,0,5,3,0,6,15,0,7,0,0,8,1,0,9,0,0,10,64,1,11,98,5,12,0,0,13,1,0,14,1,0,15,0,0,16,2,0,17,17,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
6806,172600046,17,1,0,0,2,0,0,3,0,0,4,3,0,5,0,0,6,18,0,7,1,0,8,3,0,9,2,0,10,70,2,11,100,3,12,0,0,13,0,0,14,0,0,15,0,0,16,3,0,17,4,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
6807,172600047,17,1,0,0,2,0,0,3,2,0,4,2,0,5,1,0,6,9,0,7,1,0,8,3,0,9,76,0,10,62,0,11,50,0,12,0,0,13,0,0,14,5,0,15,0,0,16,2,0,17,11,0,18,1,0,19,0,0,20,1,0,21,9,0,22,,,23,,
6808,172600048,17,1,1,0,2,2,0,3,0,0,4,2,0,5,0,0,6,15,0,7,0,0,8,1,0,9,0,0,10,51,0,11,107,0,12,2,0,13,0,0,14,0,0,15,0,0,16,4,0,17,7,0,18,0,0,19,0,0,20,0,0,21,15,0,22,,,23,,
6809,172600049,17,1,1,0,2,1,0,3,0,0,4,9,0,5,1,0,6,19,0,7,0,0,8,14,0,9,1,0,10,78,0,11,121,0,12,2,0,13,0,0,14,0,0,15,0,0,16,2,0,17,23,0,18,0,0,19,0,0,20,0,0,21,16,0,22,,,23,,
6810,172600050,17,1,0,0,2,0,0,3,0,0,4,1,0,5,1,0,6,9,0,7,1,0,8,7,0,9,0,0,10,65,0,11,100,0,12,0,0,13,0,0,14,0,0,15,0,0,16,5,0,17,13,0,18,0,0,19,0,0,20,1,0,21,9,0,22,,,23,,
6811,172600051,17,1,0,0,2,0,0,3,0,0,4,4,0,5,0,0,6,17,0,7,0,0,8,9,0,9,1,0,10,112,0,11,106,0,12,1,0,13,0,0,14,8,0,15,0,0,16,0,0,17,16,0,18,1,0,19,0,0,20,0,0,21,10,0,22,,,23,,
6812,172600052,17,1,0,0,2,0,0,3,0,0,4,5,0,5,0,0,6,11,0,7,1,0,8,4,0,9,0,0,10,72,2,11,158,0,12,0,0,13,0,0,14,5,0,15,0,0,16,6,0,17,29,0,18,0,0,19,0,0,20,0,0,21,10,0,22,,,23,,
6813,172600053,17,1,0,0,2,0,0,3,0,0,4,3,0,5,1,0,6,6,0,7,0,0,8,5,0,9,17,0,10,59,0,11,35,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,7,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
6814,172600054,17,1,0,0,2,0,0,3,0,0,4,5,0,5,0,0,6,10,0,7,0,0,8,6,0,9,46,0,10,72,0,11,64,0,12,0,0,13,0,0,14,3,0,15,0,0,16,3,1,17,16,0,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
6815,172600055,17,1,0,0,2,1,0,3,0,0,4,4,0,5,1,0,6,13,0,7,0,0,8,6,0,9,1,0,10,56,2,11,145,0,12,0,0,13,0,0,14,4,0,15,0,0,16,9,0,17,25,0,18,0,0,19,0,0,20,0,0,21,11,0,22,,,23,,
6816,172800001,17,1,0,0,2,1,0,3,1,0,4,8,2,5,1,0,6,10,0,7,0,0,8,7,0,9,4,0,10,195,8,11,90,4,12,0,0,13,2,0,14,0,0,15,0,0,16,2,0,17,23,0,18,0,0,19,0,0,20,0,0,21,14,0,22,,,23,,
6817,172800002,17,1,0,0,2,0,0,3,0,0,4,6,0,5,1,0,6,14,0,7,0,0,8,0,0,9,1,0,10,148,2,11,74,2,12,0,0,13,0,0,14,3,0,15,0,0,16,5,0,17,25,0,18,0,0,19,1,0,20,1,0,21,14,0,22,,,23,,
6818,172800003,17,1,2,1,2,1,0,3,0,0,4,7,1,5,0,0,6,4,0,7,0,0,8,0,0,9,6,0,10,120,1,11,65,0,12,1,0,13,1,0,14,2,0,15,0,0,16,0,0,17,20,0,18,0,0,19,1,0,20,0,0,21,11,0,22,,,23,,
6819,172800004,17,1,0,0,2,1,0,3,0,0,4,4,0,5,0,0,6,20,0,7,1,0,8,7,0,9,0,0,10,175,0,11,133,0,12,2,0,13,0,0,14,0,0,15,0,0,16,2,0,17,66,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
6820,172800005,17,1,0,0,2,2,0,3,0,0,4,2,0,5,1,0,6,15,0,7,0,0,8,3,0,9,1,0,10,157,1,11,140,0,12,1,0,13,0,0,14,0,0,15,0,0,16,0,0,17,18,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
6821,172800006,17,1,0,0,2,2,0,3,0,0,4,0,0,5,1,0,6,13,0,7,2,0,8,3,0,9,0,0,10,132,2,11,121,2,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,12,0,18,0,0,19,0,0,20,0,0,21,4,0,22,,,23,,
6822,172800007,17,1,1,0,2,0,0,3,0,0,4,2,0,5,2,0,6,23,0,7,0,0,8,3,0,9,0,0,10,136,0,11,120,0,12,3,0,13,0,0,14,1,0,15,0,0,16,3,0,17,28,0,18,0,0,19,0,0,20,0,0,21,12,0,22,,,23,,
6823,172800008,17,1,1,0,2,1,0,3,1,0,4,7,0,5,0,0,6,12,0,7,0,0,8,2,0,9,1,0,10,126,0,11,84,0,12,0,0,13,0,0,14,2,0,15,0,0,16,1,0,17,21,0,18,0,0,19,1,0,20,0,0,21,5,0,22,,,23,,
6824,172800009,17,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,3,0,7,0,0,8,0,0,9,0,0,10,55,2,11,25,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,4,1,18,0,0,19,0,0,20,1,0,21,6,0,22,,,23,,
6825,172800010,17,1,0,0,2,1,0,3,1,0,4,5,0,5,0,0,6,11,0,7,0,0,8,1,0,9,1,0,10,123,1,11,36,0,12,0,1,13,0,0,14,2,0,15,0,0,16,0,0,17,20,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
6826,172800011,17,1,0,0,2,1,0,3,1,1,4,4,0,5,1,0,6,0,1,7,0,0,8,3,0,9,0,0,10,57,0,11,60,2,12,1,0,13,4,0,14,0,0,15,0,0,16,1,0,17,25,0,18,0,0,19,0,0,20,0,0,21,12,0,22,,,23,,
6827,172800012,17,1,0,0,2,0,0,3,1,0,4,7,0,5,0,0,6,8,0,7,0,0,8,3,0,9,3,0,10,130,1,11,82,1,12,0,0,13,0,0,14,2,0,15,0,0,16,1,0,17,22,1,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
6828,172800013,17,1,0,0,2,0,0,3,2,0,4,1,0,5,0,0,6,4,0,7,0,0,8,3,0,9,40,0,10,171,0,11,58,0,12,0,0,13,8,0,14,1,0,15,0,0,16,0,0,17,22,0,18,0,0,19,0,0,20,2,0,21,10,0,22,,,23,,
6829,172800014,17,1,1,0,2,0,0,3,0,0,4,2,0,5,1,0,6,4,0,7,0,0,8,0,0,9,58,1,10,149,4,11,7,1,12,0,0,13,2,1,14,0,0,15,0,0,16,1,0,17,1,0,18,0,0,19,0,0,20,0,0,21,19,0,22,,,23,,
6830,172800015,17,1,1,0,2,1,0,3,0,0,4,0,0,5,0,0,6,9,0,7,2,0,8,2,0,9,43,0,10,43,0,11,24,0,12,0,0,13,99,0,14,0,0,15,0,0,16,1,0,17,10,0,18,0,0,19,0,0,20,0,0,21,7,0,22,,,23,,
6831,172800016,17,1,0,0,2,0,0,3,1,0,4,5,0,5,0,0,6,12,0,7,0,0,8,4,0,9,1,0,10,88,0,11,78,1,12,0,0,13,1,0,14,2,0,15,0,0,16,2,0,17,23,0,18,0,1,19,0,0,20,0,0,21,5,1,22,,,23,,
6832,172800017,17,1,0,0,2,1,0,3,0,0,4,11,0,5,0,0,6,7,0,7,0,0,8,5,0,9,2,0,10,184,0,11,81,1,12,1,0,13,0,0,14,0,0,15,0,0,16,1,0,17,15,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
6833,172800018,17,1,2,0,2,1,0,3,0,0,4,8,0,5,0,0,6,10,0,7,0,0,8,0,0,9,0,0,10,169,0,11,102,0,12,2,0,13,2,0,14,1,0,15,0,0,16,1,0,17,22,0,18,0,0,19,0,0,20,0,0,21,11,0,22,,,23,,
6834,172800019,17,1,0,0,2,0,0,3,0,0,4,10,0,5,0,0,6,15,0,7,0,0,8,2,0,9,0,0,10,107,0,11,104,0,12,0,0,13,0,0,14,3,0,15,0,0,16,0,0,17,14,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
6835,172800020,17,1,0,0,2,1,0,3,1,0,4,20,0,5,0,0,6,12,0,7,0,0,8,3,0,9,0,0,10,151,0,11,151,0,12,1,0,13,1,0,14,1,0,15,0,0,16,7,0,17,35,0,18,1,0,19,0,0,20,0,0,21,7,0,22,,,23,,
6836,172800021,17,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,9,0,0,10,10,0,11,5,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,1,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
6837,173300001,17,1,0,0,2,1,1,3,1,1,4,12,0,5,1,0,6,40,1,7,0,0,8,24,0,9,0,0,10,71,0,11,152,4,12,3,0,13,2,0,14,1,0,15,0,0,16,9,1,17,56,2,18,2,0,19,0,0,20,1,0,21,16,0,22,,,23,,
6838,173300002,17,1,0,0,2,2,0,3,0,0,4,7,0,5,1,0,6,19,0,7,0,0,8,28,0,9,0,0,10,110,0,11,97,0,12,0,0,13,0,0,14,3,0,15,0,0,16,4,0,17,46,0,18,0,0,19,2,0,20,0,0,21,7,0,22,,,23,,
6839,173300003,17,1,0,0,2,0,0,3,0,0,4,18,1,5,1,0,6,34,0,7,0,0,8,19,0,9,0,0,10,87,0,11,88,0,12,0,0,13,0,0,14,3,0,15,0,0,16,6,0,17,49,0,18,1,0,19,0,0,20,0,0,21,4,0,22,,,23,,
6840,173300004,17,1,0,0,2,0,0,3,1,0,4,7,0,5,2,0,6,17,0,7,1,0,8,6,0,9,0,0,10,68,0,11,84,1,12,0,0,13,0,0,14,0,0,15,0,0,16,4,0,17,48,0,18,0,0,19,0,0,20,0,0,21,19,0,22,,,23,,
6841,173300005,17,1,1,0,2,1,0,3,1,0,4,7,0,5,0,0,6,9,0,7,0,0,8,13,0,9,0,0,10,82,0,11,81,0,12,2,0,13,1,0,14,2,0,15,0,0,16,8,0,17,48,0,18,0,0,19,0,0,20,0,0,21,7,0,22,,,23,,
6842,173300006,17,1,1,0,2,1,0,3,0,0,4,12,0,5,0,0,6,28,0,7,0,0,8,13,0,9,0,0,10,80,0,11,134,0,12,1,0,13,0,0,14,1,0,15,0,0,16,5,0,17,73,0,18,0,0,19,0,0,20,1,0,21,7,0,22,,,23,,
6843,173300007,17,1,1,0,2,3,0,3,2,0,4,4,0,5,1,0,6,11,0,7,2,0,8,6,0,9,1,0,10,108,2,11,76,1,12,1,0,13,0,0,14,1,0,15,0,0,16,0,0,17,31,0,18,1,0,19,0,0,20,1,0,21,4,0,22,,,23,,
6844,173300008,17,1,0,0,2,0,0,3,0,0,4,7,0,5,2,0,6,12,0,7,1,0,8,8,0,9,0,0,10,95,0,11,102,0,12,1,0,13,1,0,14,1,0,15,0,0,16,7,0,17,33,0,18,1,0,19,1,0,20,1,0,21,9,0,22,,,23,,
6845,173300009,17,1,1,0,2,0,0,3,0,0,4,0,0,5,0,0,6,1,0,7,0,0,8,3,0,9,0,0,10,16,1,11,10,1,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,9,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
6846,173300010,17,1,0,0,2,0,0,3,1,0,4,3,0,5,4,0,6,11,0,7,1,0,8,7,0,9,1,0,10,54,0,11,71,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,34,0,18,1,0,19,0,0,20,0,0,21,13,0,22,,,23,,
6847,173300011,17,1,0,0,2,0,0,3,0,0,4,7,0,5,0,0,6,8,0,7,1,0,8,5,0,9,31,0,10,82,0,11,78,0,12,0,0,13,1,0,14,6,0,15,0,0,16,1,0,17,35,0,18,0,0,19,0,0,20,1,0,21,4,0,22,,,23,,
6848,173300012,17,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,6,1,7,1,0,8,3,0,9,10,0,10,54,2,11,60,4,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,43,1,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
6849,173300013,17,1,0,0,2,0,0,3,0,0,4,6,0,5,2,0,6,8,0,7,0,0,8,6,0,9,5,0,10,80,0,11,58,0,12,1,0,13,1,0,14,1,0,15,0,0,16,2,0,17,23,0,18,1,0,19,0,0,20,0,0,21,6,0,22,,,23,,
6850,173300014,17,1,0,0,2,0,0,3,1,0,4,0,0,5,0,0,6,7,0,7,0,0,8,9,0,9,0,0,10,85,2,11,46,0,12,0,0,13,0,0,14,0,0,15,0,0,16,2,0,17,15,0,18,0,0,19,0,0,20,0,0,21,16,0,22,,,23,,
6851,173300015,17,1,0,0,2,1,0,3,1,0,4,0,0,5,0,0,6,8,0,7,0,0,8,14,0,9,0,0,10,102,0,11,58,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,15,0,18,0,0,19,0,0,20,2,0,21,10,0,22,,,23,,
6852,173300016,17,1,0,0,2,0,0,3,0,0,4,5,0,5,0,0,6,11,0,7,0,0,8,8,0,9,0,0,10,58,0,11,42,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,24,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
6853,173300017,17,1,0,0,2,0,0,3,0,0,4,6,0,5,1,0,6,15,0,7,0,0,8,6,0,9,4,0,10,50,0,11,72,0,12,0,0,13,0,0,14,0,0,15,0,0,16,3,0,17,39,0,18,0,0,19,0,0,20,0,0,21,13,0,22,,,23,,
6854,173300018,17,1,1,0,2,0,0,3,0,0,4,2,0,5,0,0,6,14,0,7,0,0,8,15,0,9,1,0,10,69,0,11,42,0,12,0,0,13,0,0,14,0,0,15,0,0,16,1,0,17,25,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
6855,173300019,17,1,0,0,2,0,0,3,1,0,4,3,0,5,0,0,6,4,0,7,0,0,8,3,0,9,18,0,10,33,0,11,44,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,27,0,18,0,0,19,0,0,20,1,0,21,12,0,22,,,23,,
6856,173700001,17,1,0,0,2,3,0,3,0,0,4,16,0,5,0,0,6,22,0,7,1,0,8,4,0,9,1,0,10,120,0,11,136,1,12,4,1,13,0,1,14,6,0,15,0,0,16,7,0,17,48,1,18,0,0,19,0,0,20,0,0,21,17,0,22,,,23,,
6857,173700002,17,1,3,0,2,0,0,3,0,0,4,9,0,5,1,0,6,24,6,7,0,0,8,18,0,9,1,0,10,147,0,11,156,5,12,3,0,13,1,0,14,9,0,15,0,0,16,5,0,17,63,0,18,0,0,19,0,0,20,1,0,21,23,0,22,,,23,,
6858,173700003,17,1,0,0,2,4,0,3,1,0,4,24,0,5,3,0,6,11,0,7,0,0,8,18,0,9,1,0,10,142,0,11,143,3,12,1,0,13,0,0,14,5,0,15,0,0,16,7,0,17,58,0,18,1,0,19,1,0,20,0,0,21,25,0,22,,,23,,
6859,173700004,17,1,0,0,2,1,0,3,0,0,4,18,0,5,0,0,6,21,0,7,0,0,8,21,0,9,0,0,10,93,0,11,138,0,12,3,0,13,0,0,14,9,0,15,0,0,16,1,0,17,45,0,18,2,0,19,0,0,20,1,0,21,8,0,22,,,23,,
6860,173700005,17,1,0,0,2,0,0,3,0,0,4,8,0,5,1,0,6,24,0,7,1,0,8,7,0,9,0,0,10,108,0,11,128,3,12,3,0,13,2,0,14,3,0,15,0,0,16,4,0,17,75,0,18,0,0,19,1,0,20,0,0,21,4,1,22,,,23,,
6861,173700006,17,1,3,0,2,2,0,3,0,0,4,1,0,5,0,0,6,16,0,7,0,0,8,13,0,9,0,0,10,48,0,11,60,0,12,1,0,13,2,0,14,3,0,15,0,0,16,4,0,17,41,0,18,0,0,19,0,0,20,1,0,21,17,0,22,,,23,,
6862,173700007,17,1,1,0,2,2,0,3,3,0,4,12,1,5,0,0,6,14,0,7,1,0,8,15,0,9,0,0,10,143,3,11,86,1,12,4,0,13,1,0,14,5,0,15,0,0,16,3,0,17,57,0,18,0,0,19,0,0,20,2,0,21,28,0,22,,,23,,
6863,173700008,17,1,0,0,2,0,0,3,0,0,4,19,0,5,1,0,6,14,0,7,0,0,8,30,0,9,0,0,10,134,0,11,127,0,12,1,0,13,0,0,14,5,0,15,0,0,16,9,0,17,55,0,18,0,0,19,0,0,20,0,0,21,17,0,22,,,23,,
6864,173700009,17,1,1,0,2,0,0,3,1,0,4,17,0,5,0,0,6,14,1,7,0,0,8,17,1,9,2,0,10,75,2,11,74,2,12,3,0,13,0,0,14,4,0,15,0,0,16,0,0,17,28,0,18,1,0,19,1,0,20,1,0,21,9,0,22,,,23,,
6865,173700010,17,1,0,0,2,0,0,3,0,0,4,1,0,5,1,0,6,4,0,7,0,0,8,1,0,9,0,0,10,32,0,11,20,0,12,0,0,13,1,0,14,0,0,15,0,0,16,0,0,17,3,0,18,0,0,19,0,0,20,0,0,21,6,0,22,,,23,,
6866,173700011,17,1,0,0,2,0,0,3,0,0,4,7,0,5,0,0,6,3,0,7,2,0,8,0,0,9,0,0,10,67,0,11,50,0,12,0,0,13,0,0,14,2,0,15,0,0,16,1,0,17,21,0,18,2,0,19,0,0,20,0,0,21,2,0,22,,,23,,
6867,173700012,17,1,0,0,2,2,0,3,2,0,4,8,0,5,0,0,6,4,0,7,0,0,8,4,0,9,0,0,10,133,2,11,46,0,12,1,0,13,1,0,14,2,0,15,0,0,16,0,0,17,16,0,18,0,0,19,0,0,20,0,0,21,5,0,22,,,23,,
6868,173700013,17,1,0,0,2,0,0,3,0,0,4,1,0,5,0,0,6,5,0,7,0,0,8,0,0,9,0,0,10,75,0,11,26,1,12,0,0,13,2,0,14,1,0,15,0,0,16,0,0,17,14,0,18,0,0,19,0,0,20,0,0,21,3,0,22,,,23,,
6869,173700014,17,1,6,0,2,1,0,3,1,0,4,1,0,5,0,0,6,22,0,7,0,0,8,8,1,9,1,0,10,151,10,11,137,5,12,0,0,13,1,0,14,4,1,15,0,0,16,5,0,17,43,5,18,1,0,19,0,0,20,1,0,21,25,3,22,,,23,,
6870,173700015,17,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,2,0,7,0,0,8,5,0,9,1,0,10,16,1,11,16,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,8,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
6871,173700016,17,1,0,0,2,0,0,3,2,0,4,14,0,5,2,0,6,13,0,7,0,0,8,15,0,9,4,0,10,216,0,11,99,0,12,2,0,13,1,0,14,9,0,15,0,0,16,3,0,17,38,0,18,1,0,19,1,0,20,1,0,21,16,0,22,,,23,,
6872,173700017,17,1,0,0,2,0,0,3,0,1,4,1,0,5,0,0,6,0,0,7,0,0,8,5,1,9,1,0,10,3,0,11,2,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,3,0,18,0,0,19,1,0,20,0,0,21,0,0,22,,,23,,
6873,173700018,17,1,1,0,2,0,0,3,2,0,4,1,0,5,0,0,6,4,0,7,2,0,8,13,0,9,3,0,10,126,0,11,112,0,12,0,0,13,2,0,14,1,0,15,0,0,16,2,0,17,20,0,18,0,0,19,1,0,20,1,0,21,18,0,22,,,23,,
6874,173700019,17,1,1,0,2,1,0,3,3,0,4,2,0,5,2,0,6,2,0,7,0,0,8,1,0,9,2,0,10,66,0,11,28,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,5,0,18,0,0,19,0,0,20,0,0,21,24,0,22,,,23,,
6875,173700020,17,1,0,0,2,1,0,3,0,0,4,1,0,5,0,0,6,6,0,7,0,0,8,9,0,9,2,0,10,70,2,11,34,0,12,0,0,13,2,0,14,0,0,15,0,0,16,0,0,17,8,0,18,0,0,19,0,0,20,0,0,21,23,0,22,,,23,,
6876,173700021,17,1,0,0,2,0,0,3,0,0,4,2,0,5,0,0,6,4,0,7,0,0,8,2,0,9,0,0,10,18,0,11,29,0,12,0,0,13,0,0,14,0,0,15,0,0,16,0,0,17,6,0,18,0,0,19,0,0,20,0,0,21,6,0,22,,,23,,
6877,173700022,17,1,0,0,2,1,0,3,0,0,4,4,0,5,2,0,6,1,0,7,0,0,8,5,0,9,0,0,10,50,0,11,29,0,12,0,0,13,0,0,14,1,0,15,0,0,16,1,0,17,8,0,18,0,0,19,0,0,20,0,0,21,1,0,22,,,23,,
6878,173700023,17,1,0,0,2,0,0,3,0,0,4,2,0,5,1,0,6,4,0,7,0,0,8,2,0,9,1,0,10,36,0,11,30,0,12,1,0,13,0,0,14,0,0,15,0,0,16,1,0,17,11,0,18,1,0,19,0,0,20,0,0,21,4,0,22,,,23,,
6879,173700024,17,1,0,0,2,0,0,3,0,0,4,0,0,5,0,0,6,0,0,7,0,0,8,1,0,9,0,0,10,32,0,11,17,0,12,0,0,13,0,0,14,1,0,15,0,0,16,0,0,17,5,0,18,0,0,19,0,0,20,0,0,21,0,0,22,,,23,,
6880,173900001,17,1,0,0,2,1,0,3,1,0,4,7,0,5,1,0,6,26,0,7,0,0,8,2,0,9,0,0,10,111,2,11,125,3,12,0,0,13,1,0,14,4,0,15,0,0,16,6,0,17,36,0,18,0,0,19,0,0,20,0,0,21,13,0,22,,,23,,
6881,173900002,17,1,0,0,2,0,0,3,1,0,4,8,0,5,2,0,6,21,1,7,0,0,8,4,0,9,1,0,10,182,6,11,103,0,12,0,0,13,1,0,14,2,0,15,0,0,16,2,0,17,43,1,18,0,0,19,0,1,20,5,0,21,5,1,22,,,23,,
6882,173900003,17,1,0,0,2,0,0,3,0,0,4,4,0,5,1,0,6,22,0,7,0,0,8,1,0,9,0,0,10,226,0,11,119,0,12,0,0,13,2,0,14,8,0,15,0,0,16,14,0,17,45,0,18,0,0,19,0,0,20,0,0,21,9,0,22,,,23,,
6883,173900004,17,1,0,1,2,0,0,3,1,0,4,0,0,5,1,0,6,1,0,7,0,0,8,1,0,9,210,20,10,27,6,11,23,2,12,0,1,13,27,1,14,0,0,15,0,0,16,0,0,17,1,0,18,1,0,19,0,0,20,0,0,21,1,0,22,,,23,,
6884,173900005,17,1,0,0,2,0,0,3,0,0,4,9,0,5,0,0,6,21,0,7,0,0,8,0,0,9,67,0,10,87,1,11,70,2,12,1,0,13,89,4,14,0,0,15,0,0,16,4,0,17,24,0,18,1,0,19,0,0,20,0,0,21,5,0,22,,,23,,
6885,173900006,17,1,0,0,2,0,0,3,2,0,4,2,0,5,0,0,6,17,0,7,0,0,8,0,0,9,13,1,10,151,3,11,93,5,12,0,0,13,1,0,14,1,1,15,0,0,16,4,0,17,30,0,18,1,0,19,1,0,20,0,0,21,14,1,22,,,23,,
6886,173900007,17,1,0,0,2,1,0,3,0,0,4,2,0,5,0,0,6,16,0,7,0,0,8,1,0,9,29,2,10,65,0,11,66,3,12,0,0,13,34,3,14,3,0,15,0,0,16,3,0,17,20,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
6887,173900008,17,1,0,0,2,0,0,3,0,0,4,5,0,5,0,0,6,16,0,7,0,0,8,3,0,9,20,0,10,83,0,11,74,0,12,0,0,13,29,0,14,3,0,15,0,0,16,1,0,17,29,0,18,0,0,19,0,0,20,0,0,21,2,0,22,,,23,,
6888,173900009,17,1,4,0,2,0,0,3,1,0,4,3,0,5,1,0,6,19,0,7,0,0,8,0,0,9,140,0,10,62,0,11,53,0,12,2,0,13,114,0,14,0,0,15,0,0,16,0,0,17,23,0,18,0,0,19,1,0,20,0,0,21,8,0,22,,,23,,
6889,173900010,17,1,0,0,2,0,0,3,0,1,4,2,0,5,0,0,6,5,1,7,0,0,8,1,0,9,108,7,10,51,0,11,38,3,12,0,0,13,13,0,14,1,0,15,0,0,16,1,0,17,11,0,18,0,0,19,0,0,20,0,0,21,8,0,22,,,23,,
