,sid,Движение 21 result,Движение 21 result invalid,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ result invalid,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result,БЪЛГАРСКИ НАЦИОНАЛЕН СЪЮЗ - НД result invalid,ПП НОВОТО ВРЕМЕ result,ПП НОВОТО ВРЕМЕ result invalid,ОБЕДИНЕНА БЪЛГАРИЯ result,ОБЕДИНЕНА БЪЛГАРИЯ result invalid,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result,СОЦИАЛДЕМОКРАТИЧЕСКА ПАРТИЯ result invalid,"РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result","РЕФОРМАТОРСКИ БЛОК – БЗНС, ДБГ, ДСБ, НПСД, СДС result invalid",ПП Нова България result,ПП Нова България result invalid,ПП ГЕРБ result,ПП ГЕРБ result invalid,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result,ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ result invalid,АТАКА result,АТАКА result invalid,НДСВ result,НДСВ result invalid,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result,КП БЪЛГАРИЯ БЕЗ ЦЕНЗУРА result invalid,Коалиция АБВ – (Алтернатива за българско възраждане) result,Коалиция АБВ – (Алтернатива за българско възраждане) result invalid,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ result invalid,НОВА АЛТЕРНАТИВА result,НОВА АЛТЕРНАТИВА result invalid,КП ДЕСНИТЕ result,КП ДЕСНИТЕ result invalid,ДПС – Движение за права и свободи result,ДПС – Движение за права и свободи result invalid,ПП Глас Народен result,ПП Глас Народен result invalid,ПАРТИЯ НА ЗЕЛЕНИТЕ result,ПАРТИЯ НА ЗЕЛЕНИТЕ result invalid,НОВА СИЛА result,НОВА СИЛА result invalid,БСП лява България result,БСП лява България result invalid,ЗЕЛЕНИТЕ result,ЗЕЛЕНИТЕ result invalid,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result,ПАТРИОТИЧЕН ФРОНТ – НФСБ И ВМРО result invalid,РЕПУБЛИКА БГ result,РЕПУБЛИКА БГ result invalid,независими result,независими result invalid
81,010300045,7,0,2,0,0,0,1,0,1,0,2,0,50,1,3,0,144,1,1.0,0.0,18,0,0,0,8,0,32,0,0,0,0,0,1,0,1,0,12,0,2,0,1.0,0.0,68,1,5,0,28,0,6,0,6.0,0.0
82,010300046,7,0,0,0,2,0,0,0,1,0,0,0,23,0,0,0,132,0,1.0,0.0,27,0,0,0,17,0,15,0,1,0,0,0,0,0,3,0,3,0,1,0,0.0,0.0,47,0,2,0,15,0,3,0,1.0,0.0
83,010300047,6,0,1,0,0,0,1,0,1,0,1,0,26,0,2,0,136,2,0.0,0.0,24,0,0,0,20,0,13,0,0,0,0,0,3,0,4,0,7,0,3,0,0.0,0.0,49,0,0,0,20,0,7,1,0.0,0.0
84,010300048,8,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,123,0,0.0,0.0,11,0,2,0,10,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0.0,0.0,77,0,1,0,16,0,5,0,1.0,0.0
85,010300049,10,0,1,0,4,0,2,0,1,0,0,0,67,0,0,0,126,0,0.0,0.0,21,0,0,0,18,0,14,0,2,0,0,0,0,0,0,0,6,0,6,0,0.0,0.0,80,0,0,0,10,0,2,0,1.0,0.0
86,010300050,4,0,1,0,0,1,0,0,0,0,2,0,40,0,2,0,179,2,1.0,0.0,22,0,1,0,17,0,26,0,0,1,4,0,1,0,4,0,8,0,6,0,0.0,0.0,74,0,2,0,22,0,7,0,4.0,0.0
87,010300051,4,0,0,0,0,0,0,0,2,0,0,0,31,0,2,0,148,0,0.0,0.0,15,0,0,0,16,0,17,0,2,0,0,0,3,0,1,0,5,0,5,0,1.0,0.0,69,0,4,0,34,0,11,0,2.0,0.0
88,010300052,4,0,1,0,0,0,0,0,2,1,1,0,26,0,2,0,161,2,0.0,0.0,22,0,0,0,23,1,25,1,2,0,1,0,2,0,1,0,15,0,5,0,1.0,0.0,79,0,1,0,20,0,0,0,3.0,0.0
89,010300053,3,0,2,0,0,0,0,0,1,0,1,0,26,0,4,0,136,0,0.0,0.0,16,0,0,0,16,0,5,0,1,0,0,0,0,0,8,0,2,0,2,0,2.0,0.0,21,0,1,0,17,0,2,0,1.0,0.0
90,010300054,3,0,0,0,3,0,0,0,0,0,0,0,30,0,2,0,112,2,0.0,0.0,15,1,0,0,11,0,16,0,0,0,1,0,0,0,0,0,8,0,11,0,1.0,0.0,34,0,0,0,30,0,5,0,1.0,0.0
91,010300055,2,0,1,0,1,0,0,0,2,0,1,0,25,0,0,0,121,0,0.0,1.0,10,0,2,0,7,0,6,0,1,0,0,0,1,0,1,0,0,0,8,0,1.0,0.0,49,0,0,0,30,0,4,0,0.0,0.0
92,010300056,0,0,0,0,1,0,0,0,1,0,0,0,20,0,1,0,124,3,0.0,0.0,23,0,2,0,19,0,7,0,1,0,1,0,0,0,2,0,1,0,2,0,0.0,0.0,35,0,3,0,16,0,2,0,1.0,0.0
93,010300057,1,0,2,0,1,0,0,0,4,0,1,0,21,0,0,0,123,4,1.0,0.0,15,1,0,0,22,0,9,1,0,0,0,0,0,0,0,0,1,1,1,0,0.0,1.0,23,1,0,0,16,0,6,0,0.0,0.0
94,010300058,2,0,5,0,1,0,0,0,2,0,0,0,24,0,1,0,158,0,0.0,0.0,15,0,8,0,20,0,15,0,0,0,0,0,3,0,2,0,1,0,0,0,1.0,0.0,36,0,2,0,24,0,0,0,3.0,0.0
95,010300059,7,0,3,0,0,0,0,0,2,0,0,0,22,0,0,0,143,0,1.0,0.0,18,1,0,0,21,0,16,0,0,0,1,0,1,0,6,0,3,0,2,0,0.0,0.0,59,0,1,0,12,0,14,0,0.0,0.0
96,010300060,1,0,0,0,0,0,0,0,2,0,0,0,16,0,1,0,110,2,1.0,0.0,20,1,1,0,13,0,18,0,1,0,1,0,0,0,0,0,6,0,2,0,0.0,0.0,33,0,0,0,22,0,3,0,1.0,0.0
97,010300061,9,0,5,0,0,0,1,0,1,1,0,0,45,1,1,0,174,3,0.0,0.0,21,6,0,0,24,1,16,1,0,0,0,0,0,0,1,0,6,0,3,0,1.0,0.0,51,2,0,0,22,0,22,0,3.0,0.0
98,010300062,6,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,122,5,0.0,0.0,25,1,0,0,23,0,23,1,2,0,2,0,0,0,2,0,3,0,1,0,0.0,0.0,40,1,0,0,11,1,8,0,3.0,0.0
99,010300063,11,0,1,0,8,0,0,0,0,0,0,0,23,0,0,0,132,2,0.0,0.0,15,0,0,0,15,0,10,0,1,0,0,0,2,0,7,0,1,0,2,0,2.0,0.0,49,0,3,0,11,0,10,0,0.0,0.0
100,010300064,8,0,1,0,0,0,0,0,2,0,0,0,21,1,0,0,131,3,0.0,0.0,22,1,0,0,18,0,21,0,0,0,1,0,2,0,1,0,2,0,0,0,1.0,0.0,49,0,0,0,17,0,8,0,1.0,0.0
101,010300065,14,0,1,0,0,0,0,0,1,0,1,0,28,1,0,0,133,2,2.0,0.0,14,1,1,0,11,0,18,1,3,0,0,0,0,0,1,0,5,0,3,0,0.0,0.0,30,0,4,0,22,0,12,0,2.0,0.0
102,010300066,9,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,154,2,0.0,0.0,17,0,1,0,11,0,25,0,0,0,1,0,1,0,3,0,1,0,3,0,1.0,0.0,33,0,1,0,11,0,2,0,0.0,0.0
103,010300067,5,0,0,0,1,0,0,0,0,0,0,0,19,0,2,0,103,0,0.0,0.0,11,1,0,0,20,1,7,0,0,0,1,0,1,0,1,0,2,0,5,0,0.0,0.0,25,0,1,0,13,0,11,0,1.0,0.0
104,010300068,10,0,1,0,0,0,1,0,1,0,0,0,19,0,1,0,112,0,1.0,0.0,21,0,0,0,12,1,17,0,0,0,6,0,1,0,0,0,4,0,0,0,0.0,0.0,26,0,0,0,11,0,3,0,2.0,0.0
105,010300069,11,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,139,0,0.0,0.0,13,0,0,0,21,0,11,0,3,0,0,0,0,0,0,0,6,0,4,0,2.0,0.0,27,0,1,0,21,0,4,0,1.0,0.0
106,010300070,1,0,0,0,0,0,1,0,0,0,0,0,14,0,2,0,121,2,1.0,0.0,11,3,1,0,20,0,21,0,0,0,0,0,0,0,2,0,4,0,0,0,0.0,0.0,22,0,0,0,15,0,4,0,1.0,0.0
107,010300071,2,0,1,0,1,0,0,0,4,0,0,0,35,0,0,0,121,1,1.0,0.0,11,0,0,0,13,0,11,0,0,0,1,0,0,0,1,0,2,0,1,0,4.0,0.0,30,1,0,0,21,1,6,0,0.0,0.0
108,010300072,4,0,0,0,2,0,1,0,1,0,0,0,16,0,0,0,103,0,0.0,0.0,14,0,0,0,14,0,10,0,0,0,0,0,1,0,0,0,7,0,3,0,0.0,0.0,48,0,2,0,20,0,10,0,1.0,0.0
109,010300073,2,0,0,0,2,0,1,0,1,0,0,0,27,0,1,0,152,0,0.0,0.0,15,0,1,0,16,0,28,0,0,0,0,0,0,0,3,0,0,0,7,0,0.0,0.0,41,1,2,0,32,1,6,0,3.0,0.0
110,010300074,4,0,1,0,0,0,1,0,0,0,0,0,17,0,0,0,80,5,0.0,0.0,10,3,0,0,27,7,15,2,4,0,1,0,0,0,4,0,1,0,8,0,0.0,0.0,31,0,1,0,18,0,4,0,0.0,0.0
111,010300075,3,0,1,0,1,0,1,0,3,0,0,0,37,0,1,0,192,0,1.0,0.0,10,0,0,0,29,0,25,0,0,0,1,0,1,0,6,0,2,0,2,0,1.0,0.0,47,0,2,0,28,0,20,0,3.0,0.0
112,010300076,9,0,1,0,0,0,1,0,2,0,1,0,30,0,2,0,153,0,0.0,0.0,12,0,1,0,24,0,15,0,2,0,2,0,1,0,2,0,11,0,1,0,1.0,0.0,79,0,2,0,21,0,6,0,5.0,0.0
113,010300077,1,0,1,0,1,0,0,0,0,0,0,0,35,0,1,0,132,2,0.0,0.0,22,0,0,0,21,0,9,0,2,0,1,0,1,0,4,0,7,0,1,0,0.0,0.0,33,2,1,0,21,0,2,0,2.0,0.0
114,010300078,4,0,0,0,0,0,1,0,1,0,1,0,36,0,1,0,138,0,1.0,0.0,21,0,0,0,23,0,12,0,0,0,1,0,0,0,3,0,4,0,7,0,1.0,0.0,28,0,0,0,23,0,4,0,1.0,0.0
115,010300079,3,0,1,0,3,0,0,0,7,0,0,0,23,0,1,0,119,1,0.0,0.0,9,0,2,0,27,0,14,0,0,0,0,0,0,0,0,1,4,0,3,0,0.0,0.0,37,0,0,0,13,0,5,0,4.0,0.0
116,010300080,1,0,1,0,1,0,2,0,0,0,0,0,13,0,3,0,109,3,0.0,0.0,22,1,0,0,18,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,31,2,1,0,15,0,1,0,1.0,0.0
117,010300081,1,0,1,0,0,0,0,0,1,0,2,0,16,0,0,0,88,0,1.0,0.0,8,0,1,0,10,0,13,0,0,0,1,0,0,0,6,0,2,0,0,0,2.0,0.0,25,0,1,0,13,0,3,0,0.0,0.0
118,010300082,6,0,0,0,0,0,1,0,4,0,0,0,28,0,3,0,136,0,0.0,0.0,20,1,1,1,22,0,18,0,5,0,1,0,1,0,3,0,6,0,2,0,0.0,0.0,40,0,1,0,26,1,3,0,0.0,0.0
119,010300083,1,0,0,0,0,0,0,0,2,0,0,0,37,0,0,0,182,0,1.0,0.0,31,1,1,0,34,0,12,0,0,0,1,0,1,0,3,0,2,0,2,0,0.0,1.0,49,0,4,0,18,0,4,0,3.0,0.0
120,010300084,4,0,1,0,1,0,1,0,3,0,1,0,35,0,5,0,136,1,2.0,0.0,15,0,1,0,22,0,17,0,3,0,0,0,1,0,1,0,5,0,2,0,4.0,0.0,42,0,2,0,19,0,6,0,2.0,0.0
121,010300085,5,0,3,0,0,0,0,0,0,0,0,0,24,0,1,0,152,0,1.0,0.0,8,0,1,0,15,0,17,0,0,0,1,0,0,0,15,0,13,0,0,0,0.0,0.0,69,0,1,0,24,0,5,0,1.0,0.0
122,010300086,9,0,2,0,0,0,1,0,2,0,1,0,29,0,0,0,132,0,0.0,0.0,12,1,0,0,20,0,16,1,0,0,1,0,0,0,8,0,12,0,7,0,1.0,0.0,33,0,0,0,24,0,9,0,2.0,0.0
123,010300087,3,0,0,0,1,0,1,0,2,0,0,0,28,0,1,0,115,1,0.0,0.0,7,0,0,0,12,0,8,0,0,0,1,0,1,0,6,0,1,0,0,0,3.0,0.0,17,0,3,0,18,0,5,0,0.0,0.0
124,010300088,3,0,1,0,0,0,0,0,0,0,1,0,20,0,0,0,112,0,0.0,0.0,13,0,12,0,15,0,19,0,1,0,0,0,0,0,6,0,3,0,1,0,0.0,0.0,29,0,3,0,17,0,7,0,0.0,0.0
125,010300089,2,0,2,0,1,0,1,0,0,0,0,0,39,0,2,0,113,1,0.0,0.0,19,0,0,0,17,0,19,0,1,0,0,0,0,0,4,0,4,0,1,0,1.0,0.0,34,1,0,0,14,0,4,0,1.0,0.0
126,010300090,6,0,3,0,0,0,0,0,2,0,0,0,31,0,1,0,162,0,0.0,0.0,10,0,0,0,20,0,13,0,5,0,2,0,3,0,5,0,2,0,4,0,1.0,0.0,31,0,3,0,21,0,3,0,0.0,0.0
127,010300091,5,0,1,0,3,0,0,0,1,0,2,0,29,0,0,0,141,2,3.0,0.0,21,0,0,0,23,0,12,0,0,0,0,0,0,0,2,0,3,0,1,0,0.0,0.0,30,0,2,0,20,1,5,0,4.0,0.0
128,010300092,7,0,1,0,1,0,0,0,2,0,0,0,23,0,0,0,105,0,0.0,0.0,11,0,0,0,23,0,14,0,2,0,3,0,0,0,1,0,3,0,1,0,1.0,0.0,30,0,2,0,11,0,1,0,3.0,0.0
129,010300093,3,0,0,0,2,0,3,0,1,0,1,0,19,0,1,0,85,0,0.0,0.0,6,0,0,0,9,0,14,0,4,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,18,0,3,0,14,0,2,0,1.0,0.0
130,010300094,2,0,0,0,2,0,1,0,2,0,0,0,28,0,0,0,69,1,0.0,0.0,8,0,0,0,17,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,25,1,0,0,19,0,2,0,3.0,0.0
131,010300095,3,0,0,0,1,0,0,0,2,0,0,0,35,1,0,0,161,2,2.0,0.0,26,0,2,0,16,0,28,0,2,0,2,0,1,0,1,0,4,0,0,0,0.0,0.0,60,0,7,0,35,3,6,1,1.0,0.0
132,010300096,5,0,2,0,0,0,5,0,1,0,1,0,46,1,0,0,171,1,0.0,0.0,17,0,3,0,18,0,24,0,0,0,1,0,0,0,5,0,6,0,1,0,0.0,0.0,64,0,7,0,36,0,5,0,1.0,0.0
133,010300097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,3,0,0,0,1,0,0,0,0.0,0.0
134,010300098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0.0,0.0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,3,0,0,0,0,0,0,0,0.0,0.0
135,010300099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,8,0,0,0,2,0,0,0,0.0,0.0
136,010300100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0.0,0.0,3,0,1,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0
137,010300101,2,0,2,0,1,0,0,0,2,0,1,0,27,0,0,0,103,0,1.0,0.0,16,0,1,0,13,0,19,0,3,0,1,0,0,0,5,0,2,0,0,0,0.0,0.0,22,0,1,0,33,0,6,0,3.0,0.0
138,010300102,0,0,0,1,0,0,0,0,0,0,0,0,23,0,1,0,89,0,0.0,0.0,2,0,0,0,18,0,10,0,0,0,0,1,0,0,8,0,0,0,12,0,0.0,1.0,38,1,0,0,18,2,0,2,0.0,0.0
139,010300103,2,0,0,0,1,0,0,0,2,0,0,0,25,0,2,0,148,3,2.0,0.0,8,5,2,0,15,0,27,0,7,0,1,0,1,0,2,0,4,0,1,0,0.0,0.0,60,2,1,1,50,1,11,0,2.0,0.0
140,010300104,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,0.0,0.0
141,010300105,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,86,1,0.0,0.0,15,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1.0,0.0,28,1,1,0,26,0,8,0,1.0,0.0
142,010300107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,4,0,0,0,1,1,0,0,0.0,0.0
143,010300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,6,0,0,0,1,0,0,0,0.0,0.0
144,010300109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3,0.0,0.0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,24,1,0,0,0,0,1,0,2.0,0.0
145,010300110,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0.0,0.0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9,0,0,0,3,0,0,0,1.0,0.0
146,010300111,1,0,1,0,0,0,2,0,1,0,0,0,16,0,1,0,128,2,1.0,0.0,16,0,1,0,10,0,12,0,1,0,1,0,1,0,1,0,2,0,3,0,0.0,0.0,34,0,0,0,61,1,6,0,0.0,0.0
147,010300112,5,0,2,0,1,0,0,0,2,0,0,0,18,0,3,0,172,2,0.0,0.0,15,1,0,0,29,0,12,0,10,0,0,0,2,0,8,0,3,0,4,0,0.0,0.0,45,0,0,0,23,1,2,0,2.0,0.0
148,010300113,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0.0,0.0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,8,0,0,0,0,0,0,0,0.0,0.0
149,010300114,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,44,1,1.0,0.0,2,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,34,1,0,0,9,0,0,0,1.0,0.0
150,010300115,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,50,3,0.0,0.0,2,1,0,0,8,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,18,1,1,2,8,1,0,0,1.0,0.0
151,010300116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0.0,0.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0,0.0,0.0
152,010300117,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,64,0,0.0,0.0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,42,0,0,0,9,0,7,0,0.0,0.0
153,010300118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0
154,010300119,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,36,2,1.0,0.0,6,0,1,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,62,0,0,0,10,0,0,0,0.0,0.0
155,010300120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0.0,0.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,0.0,5,0,0,0,2,0,0,0,0.0,0.0
156,010300121,1,0,2,0,1,0,0,0,1,0,0,0,13,0,0,0,36,0,0.0,0.0,7,0,0,0,6,1,3,0,0,0,0,0,0,0,4,0,1,1,0,0,0.0,0.0,10,0,0,0,5,0,0,0,0.0,0.0
157,010300123,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0
158,011100001,0,0,1,0,0,0,0,0,0,0,2,0,20,0,0,0,215,2,1.0,0.0,35,1,0,0,23,1,13,0,1,0,0,0,0,0,13,0,0,0,0,0,0.0,0.0,136,1,1,0,30,0,2,0,4.0,0.0
159,011100002,2,0,2,0,0,0,1,0,0,0,0,0,20,0,0,0,213,0,0.0,0.0,27,0,0,0,18,0,13,0,1,0,4,0,2,0,6,0,1,0,0,0,0.0,0.0,81,0,1,0,22,0,2,0,0.0,0.0
160,011100003,2,0,0,0,2,0,0,0,0,0,1,0,51,0,2,0,238,3,0.0,0.0,29,1,0,0,23,0,16,0,3,0,0,0,1,0,2,0,0,0,2,0,0.0,0.0,127,3,0,0,36,0,1,0,5.0,0.0
161,011100004,7,0,1,0,1,0,1,0,3,0,2,0,21,0,1,0,135,0,0.0,0.0,13,0,0,0,23,0,14,0,0,0,3,0,4,0,3,0,2,0,1,0,1.0,0.0,133,0,1,0,26,0,0,0,1.0,0.0
162,011100005,2,0,1,0,0,0,0,0,0,0,2,0,34,0,1,0,150,2,0.0,0.0,12,0,1,0,15,0,17,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,84,1,1,0,17,0,0,0,1.0,1.0
163,011100006,3,0,4,0,0,0,0,0,0,0,2,0,42,0,1,0,171,0,0.0,0.0,21,0,0,0,13,0,19,0,1,0,0,0,2,0,11,0,4,0,0,0,1.0,0.0,125,0,1,0,23,0,1,0,3.0,0.0
164,011100007,2,0,0,0,1,0,0,0,1,0,3,0,23,0,0,0,147,0,3.0,0.0,23,1,3,0,3,0,21,0,0,0,0,0,0,0,2,0,3,0,0,0,1.0,0.0,100,0,1,0,5,0,1,0,0.0,0.0
165,011100008,3,0,1,0,1,0,0,0,2,0,3,0,36,0,1,0,190,0,0.0,0.0,24,2,0,0,16,0,18,0,1,0,0,0,2,0,11,0,0,0,2,0,0.0,0.0,148,1,0,0,13,0,5,0,2.0,0.0
166,011100009,5,0,0,0,1,0,0,0,0,1,1,0,33,1,1,0,174,0,1.0,0.0,20,0,0,0,14,1,16,0,1,0,0,0,0,0,12,0,2,0,0,0,0.0,0.0,93,0,1,0,18,1,1,0,5.0,0.0
167,011100010,2,0,2,0,5,0,2,0,0,0,0,1,35,0,0,0,154,1,0.0,0.0,11,0,0,0,17,0,10,0,1,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,89,1,0,0,18,0,0,0,1.0,0.0
168,011100011,1,0,1,0,0,0,0,0,3,0,0,0,30,0,2,0,152,0,1.0,0.0,12,0,1,0,13,0,11,0,0,0,1,0,0,0,2,0,1,0,0,0,1.0,0.0,95,0,0,0,9,0,0,0,1.0,0.0
169,011100012,3,0,1,0,1,0,0,0,0,0,1,0,36,0,2,0,144,2,0.0,0.0,12,0,1,0,15,0,14,0,0,0,0,0,4,0,3,0,2,0,2,0,0.0,0.0,130,1,3,0,14,0,1,0,3.0,0.0
170,011100013,4,0,2,0,1,0,0,0,1,0,1,0,24,0,0,0,158,1,1.0,0.0,23,2,0,0,17,0,10,0,1,0,0,0,0,0,4,0,0,0,1,0,0.0,0.0,91,4,1,0,16,1,1,0,1.0,0.0
171,011100014,2,0,1,0,0,0,0,0,1,0,1,0,17,0,0,0,182,0,0.0,0.0,11,0,0,0,15,0,17,0,0,0,0,0,0,0,11,0,1,0,0,0,1.0,0.0,70,0,1,0,18,0,1,0,3.0,0.0
172,011100015,2,0,1,0,1,0,0,0,2,0,3,0,10,0,1,0,163,2,0.0,0.0,15,2,0,0,15,0,19,0,0,0,1,0,4,0,30,0,1,0,0,0,1.0,0.0,66,4,0,0,18,0,2,0,0.0,0.0
173,011100016,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,156,0,0.0,0.0,22,0,0,0,23,0,13,0,1,0,0,0,0,0,22,0,1,0,0,0,0.0,0.0,56,0,0,0,28,0,0,0,2.0,0.0
174,011100017,0,0,1,0,1,0,0,0,1,0,0,0,14,0,0,0,166,0,1.0,0.0,12,0,1,0,18,0,20,0,0,0,0,0,0,0,13,0,1,0,1,0,0.0,0.0,75,0,0,0,17,0,4,0,3.0,0.0
175,011100018,0,0,0,0,0,0,1,0,0,0,3,0,7,0,0,0,98,0,1.0,0.0,12,0,0,0,10,0,26,0,0,0,1,0,0,0,45,0,1,0,0,0,1.0,0.0,78,0,2,0,16,0,0,0,2.0,0.0
176,011100019,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,15,0,0.0,0.0,3,0,1,0,2,0,14,0,0,0,0,0,0,0,62,0,0,0,0,0,1.0,0.0,110,0,0,0,0,0,0,0,0.0,0.0
177,011100020,3,0,0,0,0,0,0,0,1,0,2,0,43,0,1,0,159,0,0.0,0.0,19,0,2,0,7,0,28,0,2,0,0,0,3,0,18,0,2,0,1,0,0.0,0.0,91,0,2,0,14,0,0,0,0.0,0.0
178,011100021,10,0,1,0,0,0,0,0,0,0,0,0,36,0,4,0,201,3,0.0,0.0,28,0,0,0,22,0,41,0,1,0,1,0,3,0,13,0,2,0,0,0,0.0,0.0,88,0,3,0,26,1,0,0,2.0,0.0
179,011100022,2,0,1,0,2,0,0,0,1,0,2,0,30,0,1,0,217,0,0.0,0.0,27,0,0,0,28,0,40,0,0,0,0,0,4,0,3,0,0,0,0,0,0.0,0.0,77,0,2,0,20,0,0,0,3.0,0.0
180,011100023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,0,0.0,0.0
181,011100024,1,0,0,0,1,0,2,0,1,0,2,0,16,0,1,0,129,9,0.0,0.0,22,0,0,0,25,1,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,103,6,0,0,20,0,1,0,0.0,0.0
182,011100025,1,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,173,3,0.0,0.0,16,1,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,60,0,4,0,17,0,2,0,2.0,0.0
183,011100026,0,0,0,0,0,0,0,0,3,0,0,0,15,0,3,0,118,1,0.0,0.0,13,0,0,0,29,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,63,1,1,0,19,0,2,0,1.0,0.0
184,011100027,2,0,0,0,1,0,0,0,2,0,1,0,8,0,0,0,77,0,0.0,0.0,22,0,1,0,16,0,5,0,0,0,1,0,1,0,0,0,1,0,1,0,2.0,0.0,51,0,0,0,12,3,0,0,1.0,0.0
